"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186"
"1",0,1232,694,14050,1122,542,1118,1338,14148,1134,692,1066,14314,14200,1066,13996,14314,956,79272,81610,81608,51958,52344,85986,85298,13414,79318,85654,14588,14212,79480,52662,14484,14530,81620,79526,13904,79692,81040,87572,87478,79428,13634,14050,85656,14694,87520,52496,81568,85504,14424,85714,87478,14212,87796,81238,87430,14102,52274,52014,52396,51920,52662,51856,51818,52180,52440,51708,51978,52768,52658,52608,52170,52444,52176,52222,52278,52656,51486,52218,52554,52074,52502,52608,52498,52604,73684,85354,85876,87382,87218,85236,73620,75246,87626,85880,85284,85354,87792,52272,58182,87266,87906,87686,85822,87740,85188,85874,73574,73840,75136,73424,73778,73458,75148,85354,87698,87796,87368,85546,85818,85598,85830,73786,73620,73250,85456,87792,85542,87520,73574,72990,73782,58572,51912,51918,52442,52328,58520,58348,52276,85708,87116,85932,87376,87312,75078,87438,85614,85666,87304,75204,74002,73946,73466,57994,52222,58514,52234,52068,58402,58250,57986,58470,51912,52548,52396,52286,87572,85776,87320,52286,52124,58254,58308,87804,52390,52604,52224,73676,87796,87796,87744,86042,75302,75136
"2",1232,0,1228,14532,752,1342,702,702,14222,1074,974,166,13632,14378,808,14056,13414,808,79964,81566,81302,52452,52396,85198,85988,14480,79812,85348,13800,14650,79328,51598,13780,14016,81246,79490,14806,79178,81722,87212,87696,79380,14480,14222,85400,14328,87594,52130,81464,85832,14166,85250,87594,14002,87278,81354,87586,14218,52130,52240,52022,52445,52669,52660,52664,52287,52024,52498,52660,52512,51980,51763,51650,51927,52024,52240,52020,52296,52278,52130,52186,52724,52240,52186,52143,52512,73724,85932,85620,87962,87584,85612,73414,75100,87806,85720,85620,85602,87484,52232,58362,87738,87172,87224,85084,87586,85768,85292,73944,73630,74730,73782,73902,73092,75202,85500,88014,87696,87428,85140,85832,85832,85620,73092,72982,73092,85722,87322,85502,87696,73472,73358,73472,57562,52122,52498,51542,52240,58306,58196,52232,85556,87796,85032,87806,87904,75146,87742,85722,85348,87584,75202,73158,73158,73838,58250,52286,58094,52440,52130,58472,58150,58460,57878,52494,52130,51802,52130,87696,85510,87586,52074,52074,58514,58040,87322,51814,52074,51980,72764,87172,87208,87278,85250,75146,75092
"3",694,1228,0,13800,748,812,1020,1240,14162,756,1070,1118,14476,13942,804,14318,14422,858,79858,81458,81290,51904,52078,86040,85348,13996,79264,85336,14642,14266,79858,52714,14696,14692,81942,79320,14598,79854,81514,87586,87266,79696,14216,14208,85560,14598,87314,52400,81614,85182,14382,85768,87744,14480,87794,81504,87910,14368,52176,52280,52498,52080,52508,52498,52400,52024,52342,52236,52562,52562,52822,52716,52332,52606,52554,52124,52126,52450,52070,52012,52402,52552,52880,52290,52660,52286,73268,85568,85670,87432,87644,85716,73416,75260,87644,85670,85550,85458,87806,52180,58200,87742,87848,87848,85930,87588,85348,85612,73048,73576,75300,73418,73684,73362,75048,85560,87116,87532,87690,85820,85504,85504,85988,73578,73524,73408,85826,87586,85450,87258,73896,73362,73740,58680,52170,51968,52550,52122,58364,58310,52124,85670,87644,85930,87634,87062,75040,87486,85448,85712,87314,75038,74054,74110,72996,58420,52124,58252,51762,52226,58200,58628,58408,58738,52498,52562,52498,52442,87368,86042,87690,52388,52226,57838,58576,87962,52388,52342,52278,73524,87738,87644,87742,85984,74984,75094
"4",14050,14532,13800,0,14272,13728,14158,14158,692,13950,14096,14586,1118,858,14216,1014,1338,14106,81310,83184,83458,38764,38664,87436,86964,748,81100,87504,1062,798,81254,39246,1392,1334,83394,81156,798,81472,83130,89202,88994,81202,528,848,87286,1018,89260,38820,83342,86910,638,87384,89252,1120,89466,83342,89306,1230,38928,38922,39194,38885,39313,38918,38822,38775,38874,38822,38982,39092,39462,39247,38974,39413,39084,38766,38932,39420,38930,39092,38988,39194,39190,38932,39467,39148,68796,86800,87176,88938,89096,87222,68670,70402,89150,87122,87388,87020,89202,38820,44620,89524,89576,89576,87602,89094,87074,87504,68686,68830,70882,69056,69158,68614,70190,87232,88624,89150,89362,87546,87232,87012,87494,68942,68996,68990,87442,89422,87286,89094,69204,68724,69158,45266,39032,38498,39356,39092,44786,44676,38874,87232,89316,87382,89362,88568,70568,88994,87176,87660,89206,70512,69528,69472,68468,44786,38600,45058,38184,39086,44950,45048,45048,45268,38864,38982,39304,39084,89316,87550,89416,39194,39032,44534,44996,89578,39084,39038,38918,69052,89466,89096,89414,87602,70512,70456
"5",1122,752,748,14272,0,914,824,714,13910,432,922,918,14112,14262,56,13674,14166,606,79530,81942,81094,52180,51754,85400,85450,14480,79540,85140,14002,14598,79490,52240,14272,14548,81408,79068,14696,79710,81722,87114,87494,79328,14480,14060,85308,13906,87062,51708,81192,85410,13744,85128,87212,14332,87538,81412,87534,14276,51980,52188,51964,52292,52712,52226,52554,51920,51926,52608,52770,51870,52622,52240,51968,52242,52406,51928,51763,51978,52498,51760,51874,52672,52512,51764,52296,52090,73464,85614,84978,87424,87572,85560,73408,74678,87690,85708,85458,85614,87224,52336,58356,87414,87264,87704,85454,87742,85780,85304,73464,73676,75100,73354,73370,72890,74780,85708,87534,87632,87046,85620,85080,85936,85510,73052,72832,72930,85450,87004,85410,87742,73252,73346,73102,57984,52070,52180,52294,51870,58514,58410,52168,85244,87686,85454,87424,87754,75360,87644,85340,85620,87682,74930,73470,73580,73358,58458,52332,57724,52290,51638,58136,58040,58356,58150,52390,51870,51854,52350,87800,85620,87314,52184,51802,58034,58098,87484,51802,51704,52078,72886,87594,87116,87046,85400,75082,75248
"6",542,1342,812,13728,914,0,1020,800,14160,812,1120,1396,14424,14314,858,14204,14644,968,79264,81826,81730,52272,52022,85766,84756,13956,79632,85776,14368,14526,79578,52332,14802,14750,81718,79648,13786,79912,81252,87474,87486,79526,13736,14368,85668,14376,87532,52178,81666,85402,13886,85714,87466,14530,87906,81776,87422,14640,52396,52442,52274,51818,52662,51848,51810,52078,52122,52030,52190,52450,52878,52498,52280,52554,52494,52234,52290,52448,52028,52340,52236,52506,52710,52070,52608,52616,73472,84812,85558,87060,87218,85338,73404,74818,87410,85550,85712,85142,87474,52276,58076,87478,87686,87906,85822,87626,85196,85886,73362,73616,75246,73212,73354,73250,74716,85354,87156,87572,87576,85876,85394,85712,85818,73248,73412,73348,85558,87474,85668,87846,73562,72770,73354,58572,52234,51706,52662,52340,58190,58242,52272,85394,87108,85822,87258,87210,75302,86896,85818,86094,87634,75188,73782,73616,73144,57664,52108,58306,51912,52276,58296,58458,58198,58568,52124,52230,52604,52604,87796,85764,87532,52604,52332,57932,58186,87792,52280,52286,52334,73358,87906,87478,87524,85822,75188,75022
"7",1118,702,1020,14158,824,1020,0,220,13686,1036,698,592,13890,14314,768,14166,13784,384,79802,81718,80930,52176,52246,85402,85776,14310,79536,84976,14004,14208,79162,51856,14110,13944,81356,79174,14692,79106,81828,87006,87324,79434,14310,13946,85084,14232,87168,52034,81572,85240,13796,85674,87372,13836,87318,81132,87640,13996,51648,51908,52022,52398,52818,52442,52604,52192,51542,52440,52876,52306,52184,51968,51908,52020,51638,51648,51870,52090,52384,51814,52036,52392,52184,51814,52236,52030,73846,85666,85414,87860,87954,85666,73568,74784,87906,85980,85288,85666,87278,52552,58352,88016,87320,87152,85564,88068,85556,84922,73846,73836,74824,73846,73530,72996,74996,85870,87694,87902,87538,85234,85460,85546,85674,72830,72996,73256,85776,87226,85296,87848,73362,73672,73212,58152,52230,52396,51802,51814,58564,58242,52714,85406,88068,85292,87694,87310,75082,87584,85830,85126,87734,75090,73416,73472,73794,58400,52384,57944,52230,52294,58682,58204,58462,58042,52442,51814,52022,51908,87740,85398,87750,51854,52184,58526,58094,87376,52294,52034,51964,72834,87100,87058,87538,85398,75574,75354
"8",1338,702,1240,14158,714,800,220,0,13906,926,918,812,13890,14534,658,14056,14004,604,79692,81938,81150,52396,52136,85292,85556,14530,79756,85196,13894,14428,79162,51636,14110,14164,81136,79394,14472,79326,81828,87006,87544,79434,14310,14166,85304,14122,87388,51924,81352,85460,13576,85564,87262,14056,87538,81352,87530,14216,51868,52128,51802,52398,52818,52332,52384,52192,51542,52660,52876,52196,52404,51968,51908,52020,51858,51868,51980,51980,52604,52034,51926,52612,52184,51594,52236,52250,73736,85446,85304,87750,87844,85666,73458,74564,87686,85760,85508,85666,87058,52552,58352,87906,87210,87372,85564,87848,85776,85142,73846,73726,75044,73736,73310,72996,74886,85870,87474,87792,87428,85454,85350,85766,85454,72610,72886,73036,85666,87006,85516,88068,73252,73562,72992,58042,52230,52396,52022,52034,58344,58242,52604,85186,87848,85292,87474,87530,75302,87364,85720,85346,87954,74980,73306,73252,73574,58180,52384,57944,52230,52184,58572,58094,58462,57932,52442,51704,51912,52128,87960,85178,87640,52074,52184,58416,57874,87156,52074,51814,52184,72614,87320,87058,87428,85288,75354,75134
"9",14148,14222,14162,692,13910,14160,13686,13906,0,13902,13508,14056,808,1014,13854,756,808,13414,81478,83228,82876,38820,38616,87236,87396,846,81156,86922,862,854,81106,39046,1134,694,83136,80574,1226,80832,83338,88840,88726,81054,956,480,86594,546,88568,38348,83084,86862,386,87074,89104,752,89046,82864,89370,752,38346,38334,39046,39042,39352,39086,39030,38672,38622,39030,39190,38620,38822,38882,38664,38938,38716,38074,38350,38948,39028,38510,38406,38818,38822,38680,38992,38456,69378,87232,86704,89150,89410,87286,69046,69930,89306,87546,86800,87232,88840,38976,44996,89582,89376,88936,87182,89468,87066,86812,69158,69314,70462,69378,68898,68142,70362,87436,89316,89634,89104,87016,87192,87168,87126,68690,68634,68732,87286,89060,86916,89248,69056,69148,68686,44956,38986,38710,38716,38400,45210,45052,39248,87082,89524,87182,89426,89040,70504,89426,87342,87072,89300,70788,69328,69272,69050,45210,39084,44586,38876,38828,45106,44790,44996,44900,38812,38510,39046,38716,89252,87182,89370,38826,38664,45006,44848,89210,38774,38676,38498,68690,89046,88844,89214,87402,70886,70830
"10",1134,1074,756,13950,432,812,1036,926,13902,0,914,1240,14434,14372,488,14106,14488,708,79640,81828,81526,52494,51322,85502,85348,14272,79854,85572,14104,14692,79812,52452,14594,14540,81620,79280,14378,79702,81404,87546,87062,79650,14162,14162,85410,13898,87274,51700,81404,85088,13846,85340,87534,14544,87640,81734,87742,14598,52192,52180,52286,52190,52606,52336,52126,51708,52248,52290,52342,51862,52614,52342,52290,52564,52618,51920,51975,52410,52400,52192,51866,52660,52504,51976,52618,52082,73362,85292,84970,86992,87368,85878,73298,74670,87690,85602,85670,85292,87436,52336,58466,87634,87586,87806,85666,87738,85458,85406,73252,73562,75422,73252,73370,72882,74458,85394,87212,87738,87478,85942,85190,85826,85502,73264,73154,73252,85548,87436,85520,87738,73574,73252,73314,58196,52388,51748,52396,52082,58408,58410,52384,85354,87478,85556,87742,87542,75250,87432,85544,85722,87906,75134,73792,73902,73146,58254,52438,57936,51968,52070,58136,58252,58246,58252,52170,51972,52176,52452,87800,85722,87632,52396,52014,57822,58310,87586,52014,51916,52180,73208,87696,87328,87368,85612,75078,75354
"11",692,974,1070,14096,922,1120,698,918,13508,914,0,808,14056,14314,866,13744,14056,426,79594,81448,81408,51808,52124,85508,85876,13886,79168,85454,14110,13842,79118,52294,14122,13942,81148,79106,14266,79104,81402,87372,87258,79066,13996,13468,85126,14054,87100,51856,81096,85394,13894,85346,87116,13740,87318,80876,87382,13740,51854,51322,52034,52498,52600,52178,52070,52180,52130,52070,52230,52128,52070,52130,51912,52186,51704,51582,51858,52456,52068,52018,51914,51806,51810,52188,52240,51964,73950,85712,85236,87630,87682,85298,73514,74606,87630,85818,84812,85712,87372,52276,58296,87698,87648,87208,85454,87688,85546,85344,73730,73678,74878,74002,73574,72818,75038,85708,87744,87854,87116,85288,85724,85492,85138,73366,73310,72888,85298,87592,85448,87468,73212,73564,73362,58204,51974,52166,51964,51908,58458,58352,52444,85614,87588,85454,87438,87468,74972,87906,85354,85084,87572,74944,73744,73688,73622,58458,52280,58094,52280,51816,58406,57778,58088,57888,51904,52018,52034,51704,87576,85194,87382,51814,51652,58410,57836,87222,52022,52184,51746,73366,87318,87376,87486,85674,75250,75194
"12",1066,166,1118,14586,918,1396,592,812,14056,1240,808,0,13742,14324,974,14222,13360,642,80130,81400,81192,52286,52562,85252,86042,14370,79646,85238,13854,14540,79382,51708,13946,13906,81412,79324,14860,79068,81776,87266,87586,79434,14590,14056,85234,14382,87428,52184,81574,85722,14332,85304,87704,13836,87224,81244,87640,14108,52020,52130,52188,52334,52558,52714,52774,52288,52134,52444,52714,52566,51814,51764,51760,51872,51858,52130,51966,52240,52112,51964,52242,52614,52294,52296,52088,52402,73890,86098,85674,88016,87750,85666,73524,75154,87860,85886,85510,85768,87538,52286,58416,87904,87282,87114,85250,87640,85602,85238,74110,73740,74564,73948,74012,73146,75256,85666,88124,87806,87594,84974,85942,85722,85674,73202,73036,73146,85776,87376,85336,87530,73638,73412,73638,57728,52232,52552,51488,52074,58416,58362,52286,85722,87962,85198,87916,87738,75092,87852,85832,85238,87530,75312,73268,73212,73892,58416,52452,58260,52550,52184,58526,58204,58514,57932,52660,52184,51968,52020,87586,85620,87640,52020,52240,58680,58094,87376,51980,52240,51814,72930,87062,87374,87444,85360,75312,75146
"13",14314,13632,14476,1118,14112,14424,13890,13890,808,14434,14056,13742,0,1130,14056,698,438,14002,81582,83348,83080,39148,39148,87032,87660,1010,81484,87126,658,1180,81052,38510,804,708,83026,81162,1392,80846,83394,88936,89422,81162,1010,918,87182,1134,89266,38936,83080,87448,808,86922,89100,646,88844,82860,89368,748,38498,38770,38936,39251,39365,39246,39194,39149,38716,39360,39466,39208,38948,38787,38180,38295,38772,38770,38882,39154,39084,38664,39048,39254,38988,38826,38673,39152,69418,87550,87292,89634,89202,87394,68996,70518,89368,87448,87126,87440,88884,39038,44948,89576,88950,88568,86760,89368,87550,87182,69528,69212,70206,69366,69264,68730,70840,87228,89630,89422,89046,86540,87448,87338,87130,68512,68458,68620,87394,89156,87284,89368,68784,68996,68784,44586,38762,39194,38566,38774,45056,44838,39038,87174,89634,86922,89422,89466,70620,89468,87338,87126,89202,70674,68902,68958,69366,44892,38928,44684,39190,38826,45168,44574,45156,44846,39136,38554,38716,38718,89422,86854,89258,38664,38826,45376,44846,89156,38566,38664,38676,68620,88950,89046,89006,86704,70730,70510
