"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186"
"45",85656,85400,85560,87286,85308,85668,85084,85304,86594,85410,85126,85234,87182,87388,85252,87240,86962,84812,7254,8674,8542,76806,76712,972,1022,87440,6822,548,87346,87016,6882,76812,86856,86856,9022,6350,87388,6718,8894,2576,2352,6610,87550,86964,0,86488,2194,76334,8860,598,86980,810,2840,86906,2782,8530,2776,86694,76552,76540,77032,76808,77228,77182,77236,76658,76718,77016,77176,76716,76808,76868,76650,76924,76702,76280,76336,76934,76794,76496,76392,77024,77028,76556,76978,76552,57248,1078,440,2886,3256,802,57892,58240,3042,1282,536,638,2686,76852,71052,3098,3002,2562,698,3094,472,328,57248,57728,58442,57358,57098,56988,58452,952,3052,3150,2840,642,818,1014,862,57316,57260,57468,802,2686,322,2984,57580,57884,57210,70902,76862,76806,76482,76386,71156,70998,77124,708,3040,918,3052,2666,58594,2832,1078,588,3036,58768,57308,57252,57574,71156,77180,70532,76862,76814,71052,70956,70832,70626,77018,76496,76922,76702,2768,808,2886,76702,76650,70842,70574,2726,76870,76772,76594,57316,2782,2250,2840,918,59086,58920
"46",14694,14328,14598,1018,13906,14376,14232,14122,546,13898,14054,14382,1134,1450,13850,862,1134,13960,81152,83122,82880,38824,38180,86800,87070,1392,81160,86926,858,968,81000,38610,808,808,82920,80578,1010,80946,83122,88734,88620,80728,1282,916,86488,0,88572,37802,82758,86866,602,86638,88778,1078,89050,82978,88824,866,38460,38448,38720,38716,39136,38760,38814,38346,38516,38924,38864,38184,38716,38556,38558,38832,38830,38188,38189,38732,38922,38514,38080,38932,38716,38354,38886,38460,68832,87016,86268,88714,89084,86960,68932,69714,89090,87220,86914,86906,88624,38650,44890,89036,88940,89050,86856,89032,86960,86816,68942,68768,70356,68942,68682,68248,69816,87220,88990,89088,88778,87130,86756,87282,86800,68686,68520,68838,86850,88734,86810,89252,68730,69034,68470,44410,38770,38494,38610,38404,44774,44946,38702,86866,89088,86966,89100,89154,70618,88990,86906,87076,89414,70352,68782,68836,68724,44994,38978,44370,38550,38392,44670,44464,44780,44354,38706,38184,38610,38610,89146,86966,88934,38830,38448,44460,44412,88884,38448,38350,38502,68686,89050,88518,88778,86966,70560,70614
"47",87520,87594,87314,89260,87062,87532,87168,87388,88568,87274,87100,87428,89266,89142,87006,89104,89156,86896,9118,6920,6348,78560,78576,2836,2776,89414,8576,2302,89210,88990,8746,79006,89050,88830,7048,8214,89362,8692,6920,492,488,8584,89524,88828,2194,88572,0,78418,6776,2462,88954,2674,756,89100,698,6666,1022,88778,78526,78514,78786,79002,79202,79046,79210,78742,78582,79100,79260,78580,78892,78952,78734,79008,78786,78254,78420,78688,78988,78250,78476,78998,79002,78530,79062,78416,55494,3052,2304,802,1282,2776,56028,56266,958,3146,2400,2832,712,78826,72916,1124,808,698,2672,1230,2666,2302,55054,55864,56468,55384,55014,55124,56588,2926,968,1176,756,2726,2572,2988,2726,55562,55506,55494,2776,492,2516,900,55496,55910,55126,72986,78836,78670,78676,78140,73240,73082,79098,2792,1066,2782,858,802,56730,1078,2942,2562,952,56794,55334,55278,55490,73240,79044,72286,78946,78568,72806,72930,72806,72820,78992,78580,78896,78786,794,2892,912,78676,78404,72816,72768,752,78734,78636,78458,55562,698,496,646,2892,57002,57056
"48",52496,52130,52400,38820,51708,52178,52034,51924,38348,51700,51856,52184,38936,39252,51652,38664,38936,51762,70998,72968,72726,1022,378,76646,76916,39194,71006,76772,38660,38770,70846,808,38610,38610,72766,70424,38812,70792,72968,78580,78466,70574,39084,38718,76334,37802,78418,0,72604,76712,38404,76484,78624,38880,78896,72824,78670,38668,658,646,918,914,1334,958,1012,544,714,1122,1062,382,914,754,756,1030,1028,386,387,930,1120,712,278,1130,914,552,1084,658,45590,76862,76114,78560,78930,76806,46014,46472,78936,77066,76760,76752,78470,848,7088,78882,78786,78896,76702,78878,76806,76662,45700,45850,47114,45700,45440,45330,46574,77066,78836,78934,78624,76976,76602,77128,76646,45768,45602,45920,76696,78580,76656,79098,45812,46116,45552,6608,968,692,808,602,6972,7144,900,76712,78934,76812,78946,79000,47376,78836,76752,76922,79260,47110,45540,45594,45806,7192,1176,6568,748,590,6868,6662,6978,6552,904,382,808,808,78992,76812,78780,1028,646,6658,6610,78730,646,548,700,45768,78896,78364,78624,76812,47318,47372
"49",81568,81464,81614,83342,81192,81666,81572,81352,83084,81404,81096,81574,83080,83504,81136,82714,83246,81522,2942,1234,752,72666,72706,8692,8950,83130,2682,8746,83026,82764,2632,72710,82660,82974,328,2510,82860,2836,858,6828,6932,2470,83130,82714,8860,82758,6776,72604,0,8796,82864,8420,6460,83096,6828,440,6728,82552,72710,72398,72396,73136,73348,72926,72706,72762,72876,72982,73088,72766,73148,72822,72548,72822,72782,72658,72550,72874,72926,72766,72606,72882,72778,72494,72876,72820,61450,8950,8530,6976,6972,8702,61824,62382,7086,8836,8544,9170,6608,73134,79154,6878,6772,6992,8912,6814,9280,8912,61450,61556,62874,61392,61238,61460,62704,9056,6758,7088,6406,8912,8796,9114,8322,61566,61622,60980,8592,6608,8962,6924,61256,61986,61406,78676,72390,72914,72986,72876,78874,79154,72972,8742,6878,8692,6452,7254,63132,7030,8316,8596,7192,62388,61298,61244,61282,79040,73082,78786,72916,72234,79044,78416,78836,78636,72816,72876,72396,72560,7250,8486,6508,72616,72344,79102,78364,6458,72274,72436,72604,61512,6772,6776,6666,8746,62530,62750
"50",85504,85832,85182,86910,85410,85402,85240,85460,86862,85088,85394,85722,87448,87168,85354,87452,87394,85300,7144,9056,8588,76846,76390,910,646,87066,6862,594,87284,86944,7040,77078,87288,87012,9124,6398,87016,6874,8852,2844,2194,6878,87066,86902,598,86866,2462,76712,8796,0,86972,858,2886,87284,2664,8796,3150,86960,76598,76696,77024,76872,77398,77128,76972,76446,76764,76698,77134,76874,77186,76970,76916,77190,76970,76436,76548,77092,76862,76654,76714,77176,77296,76602,77244,76598,57256,646,598,2620,2942,1066,57726,58508,3208,956,802,756,2844,77128,70998,3208,2938,2938,1130,3146,646,650,57036,57558,58710,57146,57152,57366,58186,858,2454,3090,3052,1020,542,738,1020,57582,57748,57736,1176,2844,598,2816,57682,57736,57532,71114,77014,76540,77024,76654,70994,70998,77286,818,3052,800,2984,2510,58814,2674,1006,854,3040,58806,57464,57520,57198,70952,77066,70744,76484,76972,71108,71114,70998,71224,77018,76984,77134,76748,2932,1184,3150,76804,76862,70850,70952,3104,76862,76764,76532,57748,2608,2572,2832,964,58862,59082
"51",14424,14166,14382,638,13744,13886,13796,13576,386,13846,13894,14332,808,1068,13688,590,972,13800,81202,83614,83096,38986,38560,87072,87122,1066,81322,87142,698,964,81052,38716,1078,1024,82860,80850,952,81162,83504,88896,89056,81000,846,646,86980,602,88954,38404,82864,86972,0,87020,88884,918,89100,83084,89206,972,38566,38664,38660,39098,39518,38922,38920,38616,38512,39084,39356,38676,39208,38716,38664,38938,38882,38404,38404,38894,39304,38786,38350,39148,38988,38350,38992,38786,69212,86846,86760,89206,89244,87232,68826,69876,89252,87160,87130,87286,88676,39142,44942,89416,89156,89266,87236,89304,87452,87086,69212,69094,70628,69212,68788,68308,70198,87490,88986,89414,88938,87292,86972,87278,87072,68360,68580,68568,87342,88896,87192,89524,68780,68984,68520,44790,38986,38876,38990,38786,44880,44886,39194,86806,89358,87016,89096,89206,70778,89096,87232,87402,89464,70568,69108,68998,68886,44824,38918,44640,38766,38774,45162,44736,45162,44956,38866,38566,38880,38826,89582,87072,89316,38880,38718,44950,44574,89156,38498,38400,38664,68414,89156,88678,88938,87182,70610,70666
"52",85714,85250,85768,87384,85128,85714,85674,85564,87074,85340,85346,85304,86922,87342,85072,86910,87032,85512,7086,9016,8802,76916,76642,272,958,87388,6932,808,86646,87126,6882,76662,86966,86816,8692,6500,87116,6678,8952,2726,2942,6720,87388,86964,810,86638,2674,76484,8420,858,87020,0,2620,87346,2522,8750,2776,86914,76812,76760,76812,77074,77078,77014,77074,76808,76978,77184,77234,76646,76878,76608,76390,76664,77032,76760,76651,76974,77072,76756,76762,77244,77028,76706,76718,76922,57346,1014,370,2712,2556,912,57516,58390,2886,692,866,1124,2616,76916,70896,2930,2412,2742,658,2666,1178,918,57456,57300,58512,57184,57358,57358,58492,802,2930,2832,2510,602,748,968,642,57686,57410,57248,692,2616,912,2666,57360,57514,57470,70312,76752,76852,76772,76866,70786,70952,76696,858,3098,438,2832,3204,58878,3098,528,918,2886,58548,56938,56992,57342,70896,76972,70792,77070,76374,70676,70516,70994,70736,77070,76756,76592,76922,3052,918,2556,76922,76650,71050,70684,2726,76170,76592,76334,57576,2522,2730,2250,438,58438,58602
"53",87478,87594,87744,89252,87212,87466,87372,87262,89104,87534,87116,87704,89100,89414,87156,88514,89376,87432,8522,7254,6882,78576,78836,2672,2930,89260,8592,2836,89046,88674,8322,78730,88790,88994,6568,8860,88880,8856,6988,698,1022,8270,89040,88844,2840,88778,756,78624,6460,2886,88884,2620,0,89006,918,6460,488,88572,78840,78418,78416,79266,79478,78506,78836,79002,78566,79002,79218,78896,79278,78842,78568,78842,78582,78678,78845,79114,79056,78896,78846,78902,78798,78624,78896,79060,55430,2930,2620,1066,952,2462,55694,56472,956,3036,2304,3150,808,79044,72804,748,532,862,2782,1124,3260,3002,55430,55426,56634,55482,55108,55550,56574,3146,958,738,166,2892,2556,2984,2632,55546,55602,55290,2572,808,3052,1234,54796,55636,55276,72766,78630,79154,79006,78896,72964,72914,78882,2832,858,2782,432,1014,57002,1010,2516,2686,1062,56258,54948,55114,55702,72910,78772,72766,78936,78254,72914,72396,72926,72506,78836,78676,78526,78580,1120,2466,598,78636,78364,72862,72344,658,78734,78896,78734,55712,862,646,426,2616,56950,56840
"54",14212,14002,14480,1120,14332,14530,13836,14056,752,14544,13740,13836,646,1118,14276,768,588,13946,81484,83228,83136,38612,39258,87236,87656,1020,80948,87182,862,866,80846,38716,654,1024,83096,81106,1290,81162,83292,89210,89258,80736,1020,382,86906,1078,89100,38880,83096,87284,918,87346,89006,0,88884,82766,88942,654,38664,38566,38676,39192,39514,39092,39314,39094,38882,38874,39254,39262,38932,38772,38826,38776,38346,38826,38772,39208,38762,38608,38938,39050,38892,38882,39154,39098,69476,87712,87346,89740,89792,86968,69150,70682,89740,87708,86922,87492,89158,39190,45210,89478,89266,88884,87020,89578,87326,87072,69586,69314,70080,69638,69540,68674,70674,87598,89634,89524,89116,86854,87504,87492,86924,68458,68512,68524,87188,89320,87118,89468,68634,69090,69004,44956,38778,39300,38606,38608,45262,45156,39248,87504,89478,87182,89218,89248,70828,89466,87354,86812,89572,70470,69108,69052,69478,45262,39194,44794,39084,38730,45430,44588,45002,44530,39148,38718,38676,38184,89466,86870,89162,38184,38676,45324,44420,88950,39046,38884,38660,68730,89046,88936,89266,87020,71106,70940
"55",87796,87278,87794,89466,87538,87906,87318,87538,89046,87640,87318,87224,88844,89092,87482,89320,88840,87484,9276,7040,6718,78778,78942,2412,3150,89414,8794,2672,88786,88932,8802,78636,88994,88570,6882,8582,89308,8432,7196,918,910,8802,89414,88826,2782,89050,698,78896,6828,2664,89100,2522,918,88884,0,6828,1130,88940,78514,78676,78730,79376,79270,79316,79320,78998,78842,78934,79426,79058,78688,78416,78636,78586,78732,78676,78676,79114,79154,78514,78842,79160,79058,78842,78964,78838,55808,3094,2782,1176,1018,2994,55814,56744,1240,2772,2782,3204,756,79108,72978,1392,548,386,2414,1130,3150,2616,55588,55598,56102,55646,55656,55602,56846,2882,1118,1130,972,2360,2994,2774,2620,55550,55660,55712,3104,918,2994,800,55278,55868,55388,72560,78998,79044,78470,78514,72922,72922,79218,3158,1340,2246,1020,1118,56790,1286,2994,2672,908,56846,55074,55074,55806,72976,78942,72548,79096,78896,73088,72714,73186,72986,79150,78844,78840,78404,1020,2840,1130,78348,78730,73350,72876,918,78470,78568,78196,55766,218,752,492,2360,56790,57066
"56",81238,81354,81504,83342,81412,81776,81132,81352,82864,81734,80876,81244,82860,83394,81356,82714,82916,81082,2942,904,642,72556,73036,9022,9280,82910,2572,8636,83356,82544,2522,72820,82550,82754,548,2510,83080,2616,858,6718,6822,2470,83130,82714,8530,82978,6666,72824,440,8796,83084,8750,6460,82766,6828,0,6728,82112,72490,72178,72726,73026,73348,72926,72926,72872,72766,72872,73198,73096,73038,72932,72328,72602,72342,72438,72550,73094,72596,72656,72826,72662,72778,72714,72656,72820,61450,9170,8860,7306,7082,8702,62044,62602,7196,9276,8214,9060,6828,73134,79044,6988,6992,6552,8912,7144,8950,8692,61560,61776,62654,61502,61348,61570,62924,9056,7198,7198,6406,8472,9016,8894,8762,61676,61622,61200,8702,6938,8632,6924,61256,62096,61516,78896,72390,73134,72656,72766,79204,78934,73082,8742,7098,8912,6782,6814,62692,7140,8646,8376,6862,62498,61408,61464,61722,79040,72972,78896,73026,72454,79264,78526,78836,78636,72816,72766,72506,72450,7030,8486,6618,72396,72454,79212,78474,6678,72714,72876,72604,61622,6772,6666,6886,8856,62970,62750
"57",87430,87586,87910,89306,87534,87422,87640,87530,89370,87742,87382,87640,89368,89520,87478,88946,89368,87588,8530,6978,7260,78630,79044,2828,2776,89214,8646,3214,89202,88840,8698,78778,88782,89372,6890,9016,88722,9234,6610,1074,1176,8426,88994,89000,2776,88824,1022,78670,6728,3150,89206,2776,488,88942,1130,6728,0,88840,79218,78796,78738,78782,79316,78458,78790,79100,79054,78680,78840,79052,79324,78944,78836,79110,78738,79056,78947,79380,78568,79162,78948,78856,79064,78782,79164,79328,55210,2832,2776,802,858,2194,55636,56738,1116,3040,2792,2722,1074,78984,72964,536,910,1130,2994,958,2776,3104,55540,55372,56790,55164,55588,55596,56616,2832,1014,794,598,3048,2926,3146,2788,55594,55538,55336,2194,1074,2980,1178,55228,55376,55708,72868,78364,78890,78998,79162,72914,72910,78826,3036,646,2994,386,958,56998,638,2572,2844,1286,56204,55216,55270,55646,72706,78992,73088,78882,78520,72964,72662,72548,72442,78734,78832,78628,78738,1172,2734,220,78738,78686,72862,72280,704,78946,79108,78890,55704,1130,638,748,2774,56950,56784
"58",14102,14218,14368,1230,14276,14640,13996,14216,752,14598,13740,14108,748,1282,14220,602,804,13946,81106,83016,82754,38400,38880,87186,87444,798,80736,86800,1244,432,80686,38664,438,642,82660,80674,968,80780,82970,88830,88934,80634,1018,602,86694,866,88778,38668,82552,86960,972,86914,88572,654,88940,82112,88840,0,38334,38022,38570,38870,39192,38770,38770,38716,38610,38716,39042,38940,38882,38776,38172,38446,38186,38282,38394,38938,38440,38500,38670,38506,38622,38558,38500,38664,69098,87334,87024,89418,89194,86866,69368,70250,89308,87440,86378,87224,88940,38978,44888,89100,89104,88664,87076,89256,87114,86856,69208,69100,70302,69150,68996,68894,70572,87220,89310,89310,88518,86636,87180,87058,86926,69000,68946,68524,86866,89050,86796,89036,68580,69420,68840,44740,38234,38978,38500,38610,45048,44778,38926,86906,89210,87076,88894,88926,70340,89252,86810,86540,88974,70146,69056,69112,69046,44884,38816,44740,38870,38298,45108,44370,44680,44480,38660,38610,38350,38294,89142,86650,88730,38240,38298,45056,44318,88790,38558,38720,38448,68946,88884,88778,88998,87020,70618,70398
"59",52274,52130,52176,38928,51980,52396,51648,51868,38346,52192,51854,52020,38498,39194,51924,38826,38716,51760,71270,73186,72340,1020,870,76922,77244,38860,71004,76386,38936,38546,70792,972,38610,38334,72656,70312,39030,70516,73296,78416,78572,70902,39080,38716,76552,38460,78526,658,72710,76598,38566,76812,78840,38664,78514,72490,79218,38334,0,532,1028,1132,1662,1286,1228,706,548,1174,1500,930,970,864,642,592,754,272,384,876,1118,276,660,1016,970,768,970,654,45972,77024,76662,79108,79092,77134,46450,46800,79264,77338,76646,77134,78254,1286,7196,79264,78950,78458,76760,79206,77024,76552,45972,46286,46898,45972,45656,45768,47122,77338,79052,79370,78786,76430,76928,76904,76760,45770,45716,46138,77244,78636,76654,78986,45760,46664,45500,6828,964,1020,808,386,7298,7196,1338,76764,79426,76812,79162,78888,47318,79162,76968,76756,78982,47436,45814,45870,46024,7354,1228,6516,964,918,7416,6556,7306,7048,1066,496,918,480,79098,76704,79108,646,918,7260,7048,79006,808,386,698,45878,78620,78636,79006,76814,47480,47480
"60",52014,52240,52280,38922,52188,52442,51908,52128,38334,52180,51322,52130,38770,39084,52132,38514,38826,51748,70952,72862,72710,598,858,76922,77290,38600,70582,76756,38936,38124,70532,972,38460,38224,72506,70520,38660,70406,72816,78786,78560,70480,38710,38294,76540,38448,78514,646,72398,76696,38664,76760,78418,38566,78676,72178,78796,38022,532,0,768,1288,1390,968,748,914,808,804,1020,918,860,864,590,864,494,260,592,1246,858,808,648,484,600,866,918,642,46076,77070,76650,79044,79040,76712,46340,46788,79044,77176,76114,77070,78786,1066,7086,79056,78950,78510,76812,79102,76960,76702,45856,46072,47060,46128,45644,45756,47220,77066,79046,79156,78474,76702,77026,76794,76552,46192,46248,45826,76712,79006,76862,78882,45662,46502,45812,6938,652,956,698,698,7136,7086,1234,76972,78946,76812,78740,78882,47098,79208,76656,76386,78930,47014,45814,45870,46128,7192,1014,6828,958,606,7196,6568,6878,6678,638,808,768,382,78878,76496,78796,548,386,7144,6626,78636,756,918,536,46248,78620,78734,78844,76976,47376,47376
"61",52396,52022,52498,39194,51964,52274,52022,51802,39046,52286,52034,52188,38936,39080,51908,38510,38828,52350,70838,73354,72604,650,964,76540,76902,39258,70634,76650,38554,38672,70260,536,38242,38668,72288,70902,38712,70850,72978,78624,79218,70422,39038,38566,77032,38720,78786,918,72396,77024,38660,76812,78416,38676,78730,72726,78738,38570,1028,768,0,1450,1552,910,1076,1130,592,1130,1402,1080,1138,646,918,1030,552,1028,918,754,1240,808,864,1252,768,644,1246,1190,46072,77066,76812,79206,79256,76654,46448,47060,79096,76952,76662,77286,78786,1228,7138,78942,78404,79006,76756,79154,77452,76704,45852,46180,47060,46014,45752,46138,47272,77172,78934,79044,78470,77032,76804,77342,76442,45918,46138,45658,76764,78404,77244,79264,45386,46334,45646,6720,760,1228,810,808,7134,7192,1176,76968,78832,76484,78408,79264,47644,79096,76764,76500,79256,46902,45378,45268,46070,7078,1010,6662,1176,438,7138,6678,7040,6516,1074,918,330,658,79316,76552,78738,492,382,7140,6458,78254,642,642,808,45810,78624,78730,78510,76702,47262,47428
"62",51920,52445,52080,38885,52292,51818,52398,52398,39042,52190,52498,52334,39251,39306,52236,39196,39086,52236,71064,72966,73090,1228,868,77346,76556,38728,71212,77136,39360,39086,71433,1178,38977,39200,73298,70898,38566,71382,72667,79109,78736,71161,38893,39250,76808,38716,79002,914,73136,76872,39098,77074,79266,39192,79376,73026,78782,38870,1132,1288,1450,0,1064,1024,764,482,1241,654,869,1184,1392,1122,1071,956,1228,1080,804,1180,434,1076,858,1240,1609,914,1010,1240,45380,76612,77028,78530,78688,76973,46398,47276,79210,77240,77292,76447,79054,1177,7307,78838,79376,79266,77347,78986,76336,77136,45765,46178,47484,45230,45922,46189,46954,76769,78846,79152,79156,77126,77084,77292,77398,46242,46076,46232,76918,79054,76698,79096,46454,45874,46246,7198,915,607,1178,1186,7146,7253,1008,76864,78688,77457,79058,78680,47430,78366,77178,77344,79104,47426,46130,46074,45706,6730,1339,7317,813,1122,7252,7304,6989,7194,1135,1076,1230,1340,79156,77344,78782,1340,1343,6778,7032,79262,1126,1132,1180,46132,79376,78893,79214,77292,47426,47260
"63",52662,52669,52508,39313,52712,52662,52818,52818,39352,52606,52600,52558,39365,38788,52656,39518,39310,52546,71280,72562,73510,1130,1284,77240,77290,39470,71114,77556,39254,39098,71645,1292,39409,39094,73620,71318,39198,71276,73079,79639,79372,71483,39525,39352,77228,39136,79202,1334,73348,77398,39518,77078,79478,39514,79270,73348,79316,39192,1662,1390,1552,1064,0,1240,1286,1338,1661,1396,1069,952,964,1236,1185,1070,1440,1390,1444,1168,1286,1496,1278,1122,1279,1224,692,1008,46028,77456,77228,79154,79218,77507,46100,47586,78692,76718,77394,77291,79584,769,6899,79274,79270,79160,77351,78802,77180,77336,45973,45884,47598,46074,46028,46609,47700,76969,79164,78858,79478,77240,77190,76884,77390,46772,46716,46444,77122,79474,77134,78692,46666,46404,46556,7422,1339,1231,1182,1386,6844,6845,824,77190,79320,77351,79372,79108,46912,79320,77190,77336,78802,47328,46244,46188,46134,7150,935,7517,1351,1334,6624,7626,6985,7406,1241,1386,1442,1662,78748,77446,79206,1442,1335,7206,7354,79254,1130,1552,1074,46772,79270,79423,79108,77186,47022,46966
"64",51856,52660,52498,38918,52226,51848,52442,52332,39086,52336,52178,52714,39246,38820,52170,38656,39466,52390,70040,72980,73244,802,1014,77066,76696,38774,70786,77290,39080,38660,70728,1228,38932,39140,72978,71162,38282,71322,72658,78988,79212,70676,38554,38930,77182,38760,79046,958,72926,77128,38922,77014,78506,39092,79316,72926,78458,38770,1286,968,910,1024,1240,0,702,1180,1012,812,972,1230,1664,1284,1066,1340,1020,1124,1235,1448,810,1230,1236,1028,1236,1070,1394,1506,45908,76752,76962,78780,78726,76484,45912,47210,78614,76862,76862,76972,79098,746,6546,78254,78986,79316,77232,78890,77026,77400,45908,45752,47424,45700,45534,46288,47100,76972,79044,78616,78616,77286,76586,76806,77078,46396,46340,46132,76594,79098,76970,79000,45694,45802,46070,7248,756,912,1448,1230,6878,6712,692,76806,78624,77232,78514,78988,47164,78836,76862,77244,78836,47000,45850,45904,46124,6768,638,7196,1066,692,6656,6874,6460,6984,386,1010,1020,1130,78890,77024,78568,1130,858,6976,6822,79052,1176,1286,1120,46506,79316,78992,78824,77122,47220,47054
"65",51818,52664,52400,38822,52554,51810,52604,52384,39030,52126,52070,52774,39194,39356,52498,38932,39470,52444,70686,73190,73406,1134,804,77236,76658,38404,71118,77452,39250,38660,71060,1176,38988,38868,72814,71216,38024,71050,72400,79262,78836,71008,38294,39042,77236,38814,79210,1012,72706,76972,38920,77074,78836,39314,79320,72926,78790,38770,1228,748,1076,764,1286,702,0,970,1172,496,492,1172,1392,1288,1014,1176,1130,956,1178,1500,662,1504,902,696,1016,1010,1230,1226,45866,76438,77016,78522,78522,76816,46282,47044,78876,76964,76862,76658,79042,1118,7138,78790,79264,79154,77236,78990,76768,77398,45756,46070,47704,45606,45684,46232,47166,76658,78726,79154,78892,77346,77176,77066,76860,46448,46614,46134,76706,79262,77342,79210,46080,45984,46068,7252,756,544,1342,1394,6924,7138,1232,77012,78310,77236,78624,79002,47370,78576,76862,77134,79158,47220,46128,46074,45808,6564,1122,7304,858,1024,7138,6986,6722,7096,482,1174,1186,1130,79150,76804,78790,1296,914,6934,6934,78944,960,1174,1180,46504,79264,79210,79158,77290,47264,47264
"66",52180,52287,52024,38775,51920,52078,52192,52192,38672,51708,52180,52288,39149,39142,51864,38876,38928,52086,71108,73076,72774,1228,386,77080,76816,38822,71212,76820,39094,38920,71225,1076,38767,38878,72868,70528,38716,71060,73037,78849,78310,70953,38987,38932,76658,38346,78742,544,72762,76446,38616,76808,79002,39094,78998,72872,79100,38716,706,914,1130,482,1338,1180,970,0,1037,804,1131,926,1238,744,969,966,1242,654,322,1032,804,816,488,1394,1403,820,1020,926,45378,76650,76658,78680,78726,77181,46180,46906,79158,77070,77028,76705,78684,1125,7255,78882,79164,79164,77079,78876,76706,76874,45653,46012,47328,45488,45606,45819,46584,77027,78680,79096,78836,77080,76768,77074,77080,46036,45926,46134,77236,78794,76548,78986,46134,46134,45874,6820,1177,757,1020,926,7032,7199,1008,76602,78836,77079,79210,78790,47376,78680,77012,77190,79044,47480,45918,45918,45596,6988,1227,6945,647,914,7200,6986,7255,7096,1069,926,1020,966,79048,77190,79100,1130,1023,6666,6934,79164,748,650,914,45870,79054,78631,78946,77190,47204,47370
"67",52440,52024,52342,38874,51926,52122,51542,51542,38622,52248,52130,52134,38716,39140,51870,38772,38830,51926,70996,73352,72344,966,926,76706,76970,39246,70950,76390,38720,38712,70356,646,38504,38448,72660,70698,38976,70630,73242,78200,78848,70628,39026,38882,76718,38516,78582,714,72876,76764,38512,76978,78566,38882,78842,72766,79054,38610,548,808,592,1241,1661,1012,1172,1037,0,1228,1444,874,972,813,698,863,536,548,770,658,1394,604,714,1180,752,492,1079,818,46028,76970,76718,79164,79258,76860,46396,46856,79100,77284,76702,77080,78582,1122,6922,79210,78514,78786,76758,79372,77190,76556,45808,46232,47006,46028,45492,45824,47068,77284,78998,79096,78732,76868,76654,77070,76978,45768,45934,46194,77190,78420,76930,79372,45648,46390,45498,6832,1020,1076,812,604,7244,7032,1284,76820,79262,76596,78888,78944,47484,78998,77134,76760,79148,47272,45378,45434,46190,7190,954,6514,910,864,7252,6884,7252,6832,1122,604,812,808,79154,76812,79164,864,754,7096,6884,78790,974,714,864,45772,78624,78472,78732,76812,47646,47536
"68",51708,52498,52236,38822,52608,52030,52440,52660,39030,52290,52070,52444,39360,38970,52552,39096,39084,52444,70740,72970,73242,804,968,77236,76768,38350,70788,77288,39250,38496,71060,1232,38822,38924,73088,70996,38244,71106,72510,79372,78672,70788,38350,38712,77016,38924,79100,1122,72982,76698,39084,77184,79002,38874,78934,72872,78680,38716,1174,804,1130,654,1396,812,496,804,1228,0,492,1392,1172,1012,1180,1342,910,1012,902,1610,332,1284,956,752,1236,1176,1396,1172,45810,76602,77236,78742,78686,76596,46228,47484,79316,77018,76918,76602,79372,1118,7138,78734,79320,79210,77180,79100,76548,77232,45810,46016,47264,45660,46180,46232,47056,76712,78892,79100,79056,77236,77232,76902,77190,46504,46614,46354,76926,79482,77012,78990,46134,45874,46452,7196,812,654,1066,1284,6980,7082,1232,77286,78474,77070,78790,78782,47314,78632,77028,77080,78992,47276,46074,46074,46028,6728,1066,7358,694,1134,7358,7206,6832,7206,646,1504,1240,746,78986,77300,78900,910,968,6988,6934,79274,1124,1338,850,46558,78990,78934,79102,77346,47428,47594
