"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173"
"138",8,6,10,10,8,6,12,6,8,10,8,14,14,14,8,6,12,10,8,8,10,10,10,10,8,6,8,10,14,8,10,16,8,12,10,8,10,10,8,10,10,14,12,12,12,8,12,12,14,12,14,14,4,12,14,12,8,10,12,14,12,10,14,10,6,12,12,8,12,12,6,10,12,14,8,12,10,8,14,12,8,12,10,8,10,12,12,10,12,8,8,12,10,10,12,10,12,12,10,12,14,12,12,14,6,10,14,12,10,12,14,8,10,6,8,4,6,6,10,8,6,8,4,8,10,8,10,10,6,6,10,12,4,12,6,6,4,0,6,8,12,10,10,10,12,12,12,2,8,10,10,4,6,8,6,12,4,8,10,8,12,14,8,8,12,4,10,12,8,10,8,8,8
"139",10,4,2,8,14,14,2,8,4,4,4,2,2,10,4,8,6,10,10,8,10,6,4,8,14,6,6,8,8,8,4,8,10,12,10,8,8,8,8,10,8,10,8,10,10,8,8,8,12,6,8,8,6,8,10,8,6,10,8,8,8,6,12,10,6,4,6,8,6,6,10,8,6,8,10,4,8,12,8,10,4,12,16,14,10,10,12,4,8,12,14,14,10,8,6,10,10,12,12,10,10,14,12,16,12,10,10,12,10,12,14,16,10,10,14,10,8,14,12,12,12,12,6,8,12,12,12,12,14,12,14,14,10,10,10,8,10,6,0,12,12,14,2,10,6,10,6,4,6,10,4,8,8,8,8,10,12,10,10,6,14,10,10,4,8,10,8,14,6,8,12,8,8
"140",8,12,8,10,12,14,10,10,12,8,14,10,8,10,10,12,8,14,12,8,12,12,10,12,14,14,12,8,12,10,12,10,12,14,8,8,6,6,4,8,10,8,4,10,8,10,16,14,8,10,12,10,12,12,10,10,10,10,8,10,10,12,14,4,14,14,12,14,14,12,8,8,4,14,12,14,12,12,12,12,12,12,12,14,10,12,8,8,12,12,12,6,12,14,14,14,14,14,6,10,8,12,12,10,10,6,12,14,12,10,10,8,12,12,8,14,12,10,10,14,12,10,14,12,6,12,12,10,16,6,14,8,10,10,10,16,10,8,12,0,12,10,10,10,8,16,6,4,10,10,6,10,6,2,8,8,12,2,10,10,10,10,12,4,4,10,6,6,6,4,6,6,8
"141",12,8,10,12,4,8,10,6,8,8,10,10,12,14,10,12,10,6,8,16,8,8,12,14,10,12,12,10,8,12,6,8,8,16,12,8,12,6,8,10,4,4,12,6,10,10,8,10,10,10,8,6,12,14,4,10,10,12,14,8,6,12,14,12,14,10,12,6,8,8,14,10,12,12,12,12,6,14,10,8,10,6,6,16,8,12,14,12,8,8,12,12,10,4,2,6,6,10,10,6,8,4,12,4,10,6,8,12,10,12,8,6,12,8,8,8,8,8,8,12,8,6,6,8,14,8,10,12,8,8,10,8,6,8,8,10,8,12,12,12,0,14,10,12,10,14,10,4,10,6,10,10,8,4,6,4,10,10,10,6,10,6,10,10,12,6,6,8,8,8,10,8,6
"142",10,8,12,10,10,8,12,10,2,8,10,10,10,10,10,14,8,10,14,10,6,8,12,6,12,8,8,8,10,12,10,8,6,8,10,12,4,6,4,4,6,8,10,8,8,8,6,12,6,8,12,10,8,10,8,8,12,12,8,10,8,12,14,8,8,10,10,16,16,12,14,16,10,14,16,14,14,12,14,8,14,14,16,14,10,16,14,16,18,14,12,12,14,10,14,14,14,12,12,12,12,14,12,12,16,10,12,10,6,12,14,14,12,12,14,14,18,16,16,8,12,12,12,14,14,14,10,14,16,16,10,12,12,16,12,6,14,10,14,10,14,0,10,14,8,8,6,10,8,6,8,8,6,6,10,6,12,6,8,10,10,8,6,12,14,8,8,8,8,4,4,10,10
"143",14,12,16,16,12,16,16,14,18,10,16,8,10,10,10,16,4,10,14,8,8,6,8,8,12,12,6,10,10,6,10,8,6,10,10,10,8,10,8,10,12,2,12,12,8,10,14,10,8,6,6,12,12,12,8,10,10,12,12,10,8,12,10,12,6,2,8,10,10,4,12,10,10,10,12,10,8,6,8,10,10,6,8,6,12,10,10,6,6,8,10,8,6,8,8,10,6,14,12,6,14,10,6,8,12,6,14,4,14,8,10,10,10,12,12,14,4,8,6,8,6,14,10,6,10,8,6,8,10,8,10,10,6,8,10,8,10,10,2,10,10,10,0,14,8,12,4,6,4,10,10,4,10,10,12,10,12,12,8,10,14,6,10,10,10,10,8,8,8,8,10,10,10
"144",12,14,8,8,6,4,10,8,10,10,8,8,12,12,8,10,10,10,12,8,6,10,8,10,4,12,12,12,12,10,12,6,8,4,12,8,8,8,6,12,12,10,8,6,8,8,10,8,12,8,10,6,14,12,6,14,8,2,10,12,8,12,4,14,8,10,10,10,14,8,8,10,8,8,14,12,12,8,10,16,8,8,12,12,12,8,12,10,10,6,8,16,12,10,14,12,12,12,10,10,12,12,12,10,14,14,14,12,10,12,12,12,8,14,12,6,10,12,10,12,14,12,16,10,14,14,10,8,8,12,6,12,12,8,12,10,12,10,10,10,12,14,14,0,12,10,10,10,2,12,8,8,8,6,10,12,6,10,6,10,8,10,8,10,12,12,6,8,6,6,12,8,6
"145",6,6,6,8,6,10,10,12,8,12,10,16,10,12,12,10,8,12,10,10,14,14,14,8,16,8,12,14,14,14,14,14,12,12,16,16,14,12,14,10,10,12,14,14,14,14,12,14,12,14,14,8,14,14,12,16,16,12,10,14,12,8,12,8,8,10,8,14,14,10,12,18,16,14,14,14,14,10,12,14,8,14,14,12,10,14,10,10,14,16,10,18,12,12,14,14,14,14,8,14,12,12,16,10,16,12,14,12,12,12,12,8,10,12,8,12,14,12,6,10,10,10,10,6,8,10,8,6,8,8,10,10,8,10,8,4,6,12,6,8,10,8,8,12,0,8,8,8,8,10,8,8,8,6,4,12,8,12,6,8,10,8,4,10,8,8,4,12,8,10,8,10,12
"146",6,8,6,8,8,4,10,12,10,8,10,14,8,10,6,14,12,6,10,10,8,8,8,12,14,8,10,12,10,6,8,8,10,10,8,6,10,12,12,8,8,6,10,8,12,8,8,4,6,6,10,12,8,10,6,2,12,8,8,10,8,10,12,10,10,14,12,12,8,6,12,10,12,10,8,12,12,12,10,6,10,14,8,8,14,16,10,8,14,10,8,12,10,12,4,12,8,12,16,10,8,10,8,8,10,10,10,12,8,10,10,10,8,8,16,10,8,10,14,12,12,10,10,10,12,14,12,6,14,2,10,10,16,10,12,8,8,12,10,16,14,8,12,10,8,0,8,8,12,8,6,10,8,10,12,10,6,10,8,6,12,8,8,10,8,10,8,2,10,12,10,8,4
"147",12,10,12,10,8,8,8,14,10,12,4,6,6,6,14,10,6,10,8,6,10,12,6,6,10,8,10,8,10,8,10,8,10,10,8,8,10,10,12,10,4,12,12,10,6,6,6,10,8,4,8,14,4,10,8,10,12,6,4,10,6,8,10,8,12,8,12,12,10,4,10,8,8,10,12,8,10,10,10,10,8,4,12,12,10,2,8,2,10,2,10,10,8,12,8,8,14,12,8,10,8,12,8,6,10,10,10,8,12,10,8,6,8,4,4,8,10,10,6,6,2,6,8,10,8,8,6,10,8,12,8,6,6,10,8,8,12,12,6,6,10,6,4,10,8,8,0,14,6,8,10,8,6,8,4,8,8,6,6,8,12,8,10,8,6,6,8,8,6,4,8,8,12
"148",8,8,6,8,8,8,10,10,10,8,10,10,6,6,8,4,8,6,4,8,6,6,8,10,8,6,12,4,10,6,8,10,10,8,8,10,8,8,8,8,8,8,10,10,8,6,8,6,8,6,8,10,8,6,10,12,6,8,8,12,10,8,10,10,6,10,12,14,4,8,10,4,8,12,8,6,6,12,10,6,10,4,4,4,2,6,10,4,6,8,6,8,12,6,4,4,12,10,6,6,10,12,8,8,8,8,8,14,8,6,12,4,10,8,14,6,10,10,6,8,8,14,8,10,8,8,8,10,10,10,8,8,10,8,10,8,12,2,4,4,4,10,6,10,8,8,14,0,10,4,10,10,8,6,10,4,6,10,10,8,12,6,8,6,6,6,10,10,10,8,8,6,10
"149",10,6,6,6,8,12,10,10,8,6,6,12,8,4,6,4,4,8,8,8,12,8,6,4,6,10,6,6,10,8,6,8,8,6,12,10,4,8,6,10,4,4,2,6,10,6,10,8,12,10,10,6,10,10,8,4,8,6,10,10,6,6,10,6,8,8,12,2,6,12,4,8,12,6,4,8,8,12,6,8,6,6,6,4,8,8,6,10,6,8,6,4,4,8,12,10,10,8,6,12,4,6,8,8,6,8,10,12,10,8,8,2,10,10,4,8,8,6,12,6,8,10,12,12,10,2,10,10,4,8,8,8,6,6,10,10,6,8,6,10,10,8,4,2,8,12,6,10,0,12,14,12,8,6,4,6,10,8,12,10,12,4,10,10,10,12,6,8,8,8,8,14,12
"150",6,10,10,8,10,10,6,6,2,10,4,6,12,8,6,8,4,10,6,8,6,10,6,8,10,14,8,6,8,6,10,6,8,10,10,2,4,14,4,8,14,8,10,12,8,12,8,8,10,8,10,10,12,8,10,12,8,10,8,12,14,8,6,10,6,6,6,10,12,8,10,12,6,4,6,6,8,10,10,2,10,8,6,4,8,8,12,14,10,6,6,8,10,4,12,8,12,10,10,8,12,12,6,10,2,10,10,8,12,12,10,6,10,6,2,4,4,4,8,6,4,10,8,8,10,4,10,6,6,4,6,8,8,6,8,8,8,10,10,10,6,6,10,12,10,8,8,4,12,0,12,8,4,10,6,8,4,6,8,6,8,10,12,6,6,10,8,10,8,10,6,12,10
"151",12,10,6,8,6,8,6,4,8,8,8,10,10,4,6,10,8,8,6,8,6,10,6,2,8,6,8,8,10,6,10,6,6,6,6,2,10,6,4,8,6,12,6,10,8,10,8,6,8,8,6,8,6,10,6,8,8,14,12,2,10,6,4,6,8,6,8,6,8,8,8,10,6,6,6,8,8,6,10,10,10,8,8,10,12,8,8,10,8,8,4,10,6,4,8,14,10,8,10,4,6,12,6,10,8,10,10,8,4,2,6,14,12,12,10,12,8,8,4,8,4,8,2,6,10,6,12,10,8,10,8,6,8,4,10,12,14,10,4,6,10,8,10,8,8,6,10,10,14,12,0,2,10,8,12,6,8,8,10,6,12,8,6,2,10,4,6,10,12,12,10,12,4
"152",6,10,10,10,8,10,12,8,6,10,10,8,10,10,8,12,12,6,6,10,8,10,10,14,10,12,12,6,8,10,6,6,6,4,10,6,10,12,12,8,8,8,8,10,8,8,8,6,12,4,14,12,4,12,8,6,10,14,12,8,6,12,10,12,10,12,12,6,8,10,6,6,6,6,6,8,8,10,2,10,6,10,8,2,10,12,12,4,8,8,8,6,6,6,8,6,10,4,12,12,6,10,10,4,8,12,10,10,8,8,6,4,8,6,8,6,4,10,4,10,8,8,6,8,8,8,10,8,8,8,6,8,4,10,8,8,8,4,8,10,10,8,4,8,8,10,8,10,12,8,2,0,6,6,8,10,12,6,8,10,12,6,8,8,10,8,4,6,12,10,8,12,12
"153",6,6,8,8,6,8,6,8,8,4,10,4,4,6,6,10,6,8,8,8,8,8,10,10,8,8,10,10,10,10,10,6,10,10,10,4,6,8,6,4,2,8,6,10,8,10,6,6,8,6,10,8,6,4,8,6,4,8,4,10,6,10,8,10,8,8,6,8,2,10,4,6,6,6,10,8,12,10,12,10,4,4,4,10,10,8,8,6,10,6,6,10,6,4,8,8,10,6,6,10,8,6,10,12,8,10,10,8,10,10,8,10,8,8,10,8,6,4,6,8,4,4,10,8,8,8,8,8,8,8,8,8,6,4,6,8,4,6,8,6,8,6,10,8,8,8,6,8,8,4,10,6,0,6,8,10,6,8,8,4,14,10,10,12,8,6,6,8,6,8,10,8,8
"154",6,4,8,8,8,10,8,12,8,6,4,12,10,6,12,10,8,10,8,8,6,6,4,10,6,10,6,10,10,4,10,12,6,6,8,8,12,10,6,8,8,12,10,6,10,8,2,8,8,6,10,8,8,12,10,8,10,8,12,4,4,4,10,12,6,6,6,10,8,10,12,6,10,4,2,10,4,6,12,6,2,6,8,12,6,6,4,8,4,8,8,8,8,8,6,10,10,4,10,10,8,6,8,10,10,6,10,8,6,12,12,8,8,6,8,12,8,6,8,8,10,12,6,8,8,4,10,6,8,8,8,6,8,6,4,6,12,8,8,2,4,6,10,6,6,10,8,6,6,10,8,6,6,0,10,12,12,10,8,8,6,8,8,8,8,6,10,6,8,8,10,8,10
"155",2,10,4,6,12,10,6,8,6,8,4,8,6,10,6,8,8,12,8,6,6,8,4,8,12,12,10,8,12,6,6,10,6,10,10,8,12,12,6,12,12,10,10,10,10,10,12,10,6,6,12,8,10,10,4,10,10,8,2,6,2,12,6,12,10,10,4,10,8,6,8,6,12,8,10,14,8,12,10,4,10,6,6,8,12,14,6,6,10,12,14,12,10,10,6,10,12,6,8,8,8,8,12,6,4,6,10,8,6,10,10,4,4,8,4,6,8,6,10,6,6,6,6,6,10,8,10,8,6,8,10,8,8,6,6,10,8,6,8,8,6,10,12,10,4,12,4,10,4,6,12,8,8,10,0,8,10,8,8,6,8,8,10,8,8,6,8,4,8,10,6,4,10
"156",8,10,8,10,8,8,8,10,10,10,8,10,4,6,4,6,8,10,12,10,10,8,12,4,6,6,6,6,12,10,4,12,10,8,6,8,4,6,6,8,6,8,8,4,12,10,8,10,12,8,10,10,4,8,6,8,10,14,8,10,8,8,6,6,10,10,10,10,6,10,10,8,12,10,2,10,8,8,10,8,6,10,8,6,4,6,12,6,8,6,8,10,6,2,14,6,8,12,8,8,12,8,10,6,10,10,6,12,10,12,10,10,12,10,8,6,14,12,8,8,8,8,6,8,12,12,6,10,12,6,6,4,8,8,10,8,2,12,10,8,4,6,10,12,12,10,8,4,6,8,6,10,10,12,8,0,6,6,4,8,8,6,12,6,10,10,6,4,10,4,6,8,10
"157",10,6,12,10,8,10,4,8,12,10,10,14,10,12,8,6,10,10,6,10,10,12,4,8,12,4,10,12,14,12,12,10,12,10,8,12,10,10,10,10,10,4,6,10,10,4,8,10,8,8,6,6,6,8,10,4,14,8,6,2,8,8,10,10,8,10,2,8,10,8,8,8,10,6,8,8,10,8,10,8,6,6,14,12,12,12,8,12,6,2,8,10,4,6,8,10,10,6,8,4,4,4,6,6,6,8,8,10,6,6,12,10,6,8,8,10,6,2,8,8,4,8,12,10,8,10,4,8,12,8,10,8,10,8,10,6,4,4,12,12,10,12,12,6,8,6,8,6,10,4,8,12,6,12,10,6,0,4,2,10,8,6,12,4,6,10,10,6,8,12,8,12,12
"158",8,6,4,6,12,12,8,10,14,10,8,4,4,12,10,12,8,10,10,12,12,10,8,12,10,12,8,4,8,10,8,2,12,10,10,10,12,10,6,6,6,12,10,6,6,6,12,10,8,6,8,8,10,8,8,10,10,10,8,14,12,8,14,10,4,8,12,6,14,2,14,8,10,10,10,12,8,8,8,6,4,12,10,10,6,6,6,10,8,8,8,6,8,12,6,10,10,8,12,12,6,6,10,8,8,6,6,4,6,10,8,6,4,2,12,6,12,6,6,4,10,6,6,8,6,10,6,8,10,6,8,6,6,6,2,10,8,8,10,2,10,6,12,10,12,10,6,10,8,6,8,6,8,10,8,6,4,0,8,8,12,12,6,10,8,6,8,10,8,8,14,8,10
"159",6,6,6,8,8,8,6,8,6,4,14,10,4,8,10,10,6,4,6,10,6,10,12,8,8,12,6,6,14,8,10,8,12,6,10,8,2,6,12,10,8,10,12,4,8,8,6,8,8,6,6,12,8,12,8,6,8,4,4,8,6,6,6,6,10,12,6,12,8,4,8,6,4,10,8,8,8,12,12,6,10,6,6,8,10,8,6,8,4,10,2,10,8,14,10,10,4,6,6,10,6,8,8,10,8,8,8,10,10,10,6,10,8,8,10,8,6,10,4,6,4,8,10,10,8,6,8,10,6,8,10,8,6,10,8,8,8,10,10,10,10,8,8,6,6,8,6,10,12,8,10,8,8,8,8,4,2,8,0,10,12,8,12,10,10,10,6,8,8,12,12,10,8
"160",8,12,8,12,10,10,6,10,10,6,6,8,8,8,8,6,8,12,6,10,4,12,6,8,10,6,6,10,6,4,4,6,12,4,12,10,10,10,4,6,8,12,10,6,8,4,6,8,6,2,6,8,10,10,6,6,8,12,8,8,6,12,2,4,6,6,8,6,8,12,12,6,8,10,10,8,6,6,8,10,10,6,8,6,8,10,10,8,12,2,4,10,4,6,14,6,4,10,6,14,6,6,4,6,4,4,10,12,12,2,6,6,6,4,4,4,10,4,8,6,10,10,6,8,8,6,6,12,8,8,6,8,8,6,6,8,10,8,6,10,6,10,10,10,8,6,8,8,10,6,6,10,4,8,6,8,10,8,10,0,8,12,8,8,8,6,8,8,10,4,14,8,8
"161",4,8,10,10,8,6,10,10,8,6,8,10,6,8,8,10,12,10,6,8,8,6,8,10,6,8,8,6,8,10,4,8,14,10,8,8,10,10,10,8,10,6,12,12,10,2,12,2,10,10,14,6,12,6,4,10,10,12,10,4,12,6,8,10,6,10,6,6,4,8,12,10,8,4,6,2,6,12,4,14,6,12,10,12,14,14,10,14,8,12,10,8,10,8,8,14,6,2,12,8,6,8,10,12,10,6,6,10,8,6,8,10,12,10,6,6,8,6,6,6,12,6,10,10,12,10,12,6,10,8,4,6,8,10,12,6,10,12,14,10,10,10,14,8,10,12,12,12,12,8,12,12,14,6,8,8,8,12,12,8,0,8,8,4,10,8,12,6,14,12,12,6,8
"162",2,8,10,10,10,10,14,6,10,4,8,8,10,10,6,8,10,8,10,6,4,8,8,8,10,12,10,10,10,8,6,10,8,6,8,8,10,12,6,10,8,10,10,6,12,8,6,6,2,4,4,8,2,6,4,8,8,8,10,8,6,8,14,8,8,8,6,6,6,8,10,12,10,8,10,8,10,8,10,10,8,10,10,10,8,8,12,6,6,8,8,10,10,10,6,10,10,10,6,4,12,8,8,6,8,10,4,6,12,10,8,10,12,8,10,8,10,8,10,10,10,10,4,8,8,10,4,10,10,12,6,10,6,8,8,12,8,14,10,10,6,8,6,10,8,8,8,6,4,10,8,6,10,8,8,6,6,12,8,12,8,0,6,8,12,10,4,10,10,8,6,14,6
"163",10,8,12,10,10,10,8,8,8,2,6,10,4,10,8,6,8,12,10,8,4,8,10,2,6,6,8,8,8,8,12,8,10,8,10,12,8,6,4,10,10,6,10,6,8,8,10,8,10,8,4,4,10,6,6,12,8,6,8,6,12,8,6,4,8,4,6,4,6,4,8,8,4,10,8,8,10,6,2,8,8,10,8,2,8,8,8,4,10,6,12,12,8,4,8,6,12,8,10,4,14,8,8,4,10,12,10,10,12,8,10,10,10,10,10,4,10,8,10,8,12,4,6,4,6,6,6,6,6,4,4,6,6,6,10,8,6,8,10,12,10,6,10,8,4,8,10,8,10,12,6,8,10,8,10,12,12,6,12,8,8,6,0,8,8,8,14,8,2,4,12,10,2
"164",10,14,8,8,10,10,12,8,12,8,8,8,12,8,6,10,10,6,8,6,8,6,4,12,2,8,6,8,10,10,8,6,2,10,12,4,8,8,10,10,6,6,10,10,12,10,8,10,6,8,6,12,8,8,12,8,10,6,12,6,8,6,6,6,12,8,8,10,10,8,6,8,10,10,4,2,6,6,8,8,6,8,8,8,8,6,10,6,6,8,14,4,6,8,8,10,4,6,10,14,8,10,8,8,6,8,8,10,8,12,8,10,8,6,12,8,6,10,4,6,12,6,8,12,8,6,8,8,12,8,4,2,4,6,6,10,8,8,4,4,10,12,10,10,10,10,8,6,10,6,2,8,12,8,8,6,4,10,10,8,4,8,8,0,12,8,10,8,10,8,8,10,2
"165",10,12,4,8,6,12,10,14,8,12,8,6,8,6,8,12,6,8,10,4,10,4,8,10,8,6,6,6,4,6,8,10,8,8,4,10,12,6,10,8,8,8,8,6,10,10,12,10,10,10,8,6,8,12,8,8,12,10,10,6,12,6,6,6,8,8,12,10,8,10,12,10,4,6,10,8,6,4,8,8,6,6,6,4,12,6,2,10,10,10,10,6,6,8,8,8,10,4,12,14,10,4,10,8,10,10,12,2,14,10,8,6,10,10,8,6,12,8,12,12,10,12,8,8,10,6,10,8,8,6,8,4,8,6,10,8,10,12,8,4,12,14,10,12,8,8,6,6,10,6,10,10,8,8,8,10,6,8,10,8,10,12,8,12,0,10,8,8,6,12,8,10,2
"166",10,8,6,4,6,8,8,12,6,8,8,12,8,6,4,10,4,10,8,8,12,8,2,12,8,8,10,10,8,4,6,8,8,6,12,8,10,8,10,8,10,14,6,4,8,12,8,10,6,8,6,8,12,12,8,12,6,6,10,8,10,12,8,8,8,8,10,6,4,6,6,2,6,12,10,6,12,10,10,6,6,6,8,6,12,10,8,10,10,8,8,14,8,6,10,12,6,12,6,6,6,10,10,10,6,14,4,8,10,6,10,10,8,6,10,8,12,4,6,8,4,4,6,8,12,10,8,10,10,12,10,8,12,8,6,10,12,4,10,10,6,8,10,12,8,10,6,6,12,10,4,8,6,6,6,10,10,6,10,6,8,10,8,8,10,0,2,8,8,10,4,10,10
"167",10,10,10,8,10,12,10,6,10,8,6,10,8,8,12,12,10,6,6,8,10,10,8,8,8,12,10,10,4,8,10,12,6,4,8,6,12,6,12,12,8,14,12,8,10,14,8,14,4,14,6,8,8,8,10,8,10,10,8,4,6,10,10,6,10,4,12,14,10,2,10,6,12,8,12,2,14,10,6,6,10,10,8,8,12,6,10,12,8,12,8,6,8,8,12,8,10,4,6,2,6,8,12,12,6,10,10,10,8,4,8,8,8,10,8,8,8,6,6,4,10,10,8,12,8,12,8,10,8,8,4,8,4,12,6,8,10,10,8,6,6,8,8,6,4,8,8,10,6,8,6,4,6,10,8,6,10,8,6,8,12,4,14,10,8,2,0,12,6,10,8,10,4
"168",8,8,8,12,4,8,6,8,12,10,8,10,8,10,6,10,8,10,10,8,8,10,12,10,12,10,4,10,8,8,8,10,12,8,8,4,10,8,8,8,8,10,8,6,8,6,6,8,6,10,8,12,12,10,12,10,6,12,8,6,6,10,8,12,4,12,10,12,12,8,10,6,6,8,10,8,6,12,10,8,10,10,12,6,4,4,10,10,8,8,8,8,6,10,10,8,10,2,2,12,4,8,14,8,4,8,8,12,6,4,2,6,2,6,6,6,6,6,12,8,10,10,6,6,10,8,10,6,8,6,12,6,6,2,12,10,12,12,14,6,8,8,8,8,12,2,8,10,8,10,10,6,8,6,4,4,6,10,8,8,6,10,8,8,8,8,12,0,8,6,8,10,4
"169",8,6,6,4,8,8,8,4,8,4,6,8,10,4,8,10,6,6,10,8,6,8,8,10,6,10,8,8,8,4,6,6,12,10,12,8,8,8,8,10,6,6,6,10,8,6,8,6,12,8,12,6,12,8,8,8,8,4,12,4,6,4,4,12,6,12,10,12,10,2,8,14,8,6,8,2,10,10,10,6,8,8,10,10,6,6,6,14,10,12,10,10,10,8,6,8,6,10,6,10,10,2,10,6,10,12,10,8,6,10,6,12,8,8,6,4,8,8,4,6,8,12,10,10,8,10,8,10,8,8,8,6,12,6,8,12,6,8,6,6,8,8,8,6,8,10,6,10,8,8,12,12,6,8,8,10,8,8,8,10,14,10,2,10,6,8,6,8,0,12,6,8,8
"170",8,12,10,10,8,14,10,8,12,6,10,6,4,8,8,10,8,10,6,4,6,8,10,8,8,2,12,8,8,6,10,6,8,8,8,10,10,10,8,10,6,8,10,8,10,4,8,8,10,6,10,10,8,4,12,8,10,8,8,6,10,6,8,8,8,10,8,10,14,6,12,8,6,10,8,6,10,12,12,8,4,10,10,12,12,8,12,6,14,6,12,6,8,4,12,6,6,12,8,6,4,8,10,6,8,6,6,6,6,12,10,8,12,6,10,6,12,10,12,10,8,10,8,10,8,8,6,8,8,4,6,4,12,8,10,12,8,10,8,4,8,4,8,6,10,12,4,8,8,10,12,10,8,8,10,4,12,8,12,4,12,8,4,8,12,10,10,6,12,0,8,8,4
"171",8,10,10,8,10,6,4,6,6,12,8,10,6,8,4,8,10,12,10,8,2,8,10,10,14,8,8,6,8,10,6,12,10,10,10,8,8,10,12,8,8,4,10,12,10,12,14,8,8,8,14,8,10,6,6,10,8,14,12,6,10,8,6,10,8,10,8,6,6,6,12,8,10,2,4,4,4,12,4,8,12,8,8,10,10,8,8,12,6,8,6,2,12,4,8,14,10,6,6,4,10,2,8,6,10,6,6,6,10,8,10,8,8,10,6,12,10,8,6,2,12,4,8,14,6,6,6,6,8,6,8,6,10,6,6,10,8,8,12,6,10,4,10,12,8,10,8,8,8,6,10,8,10,10,6,6,8,14,12,14,12,6,12,8,8,4,8,8,6,8,0,12,10
"172",10,8,12,10,10,10,6,8,10,8,12,6,10,6,8,4,8,8,8,8,10,6,6,6,10,4,10,8,4,10,4,8,10,8,8,8,10,10,12,10,14,10,10,6,4,10,10,12,8,12,8,8,4,8,4,8,4,6,10,8,10,8,8,10,8,6,8,8,14,10,10,8,12,6,8,6,6,6,6,4,4,10,8,12,8,8,10,6,6,10,10,8,10,12,12,8,10,6,10,6,10,4,10,10,8,8,10,8,10,8,6,4,8,4,8,4,8,8,10,10,10,10,14,10,8,12,8,10,6,4,8,8,10,6,10,6,8,8,8,6,8,10,10,8,10,8,8,6,14,12,12,12,8,8,4,8,12,8,10,8,6,14,10,10,10,10,10,10,8,8,12,0,8
"173",10,10,6,8,12,6,8,8,10,4,4,8,12,4,8,6,6,10,8,12,8,8,10,8,8,14,12,8,8,6,10,10,8,12,12,12,4,12,2,8,12,8,2,10,8,14,4,6,4,4,4,6,12,2,8,14,8,4,8,6,10,4,6,4,8,4,8,12,4,6,6,10,12,8,10,12,12,14,12,10,10,8,12,8,2,10,6,12,2,8,6,6,6,8,8,6,6,8,4,12,8,12,10,12,10,6,10,10,10,12,6,12,10,12,8,12,14,6,8,8,10,10,8,10,8,6,6,8,8,14,4,8,6,6,6,8,8,8,8,8,6,10,10,6,12,4,12,10,12,10,4,12,8,10,10,10,12,10,8,8,8,6,2,2,2,10,4,4,8,4,10,8,0
