"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173"
"100",46,40,46,44,40,40,44,40,46,40,46,42,44,42,44,44,40,6,44,4,12,8,46,48,10,4,8,12,42,44,44,8,12,6,16,10,12,44,50,14,14,10,44,8,38,38,36,42,40,40,40,42,40,40,44,42,36,42,38,42,36,40,38,44,38,40,42,38,40,36,42,44,38,38,40,40,42,40,42,42,40,34,36,44,40,40,42,38,38,42,40,40,40,44,40,40,42,40,42,0,12,2,36,16,38,42,44,36,16,14,16,44,40,40,44,10,14,44,12,44,44,40,48,44,44,22,14,48,42,28,42,16,14,12,6,10,14,12,10,10,6,12,6,10,14,10,10,6,12,8,4,12,10,10,8,8,4,12,10,14,8,4,4,14,14,6,2,12,10,6,4,6,12
"101",40,40,42,40,38,36,44,42,38,38,38,38,40,42,42,42,38,40,42,36,40,36,42,38,42,38,36,42,40,38,38,38,40,44,42,42,38,34,36,38,36,40,40,42,38,42,40,42,40,38,40,38,38,42,40,40,44,40,38,4,40,36,42,6,8,36,42,38,36,2,4,4,42,38,42,40,36,36,14,10,40,38,34,14,34,18,14,16,8,10,10,10,18,14,14,16,16,16,18,12,0,8,38,14,42,42,42,40,14,42,12,42,40,40,46,14,10,40,4,40,42,40,50,42,40,24,10,46,44,26,42,10,12,14,8,16,12,14,10,8,8,12,14,12,12,8,8,10,4,12,6,6,8,8,8,12,4,6,6,6,6,12,14,8,10,6,6,4,10,4,10,10,8
"102",14,16,8,16,14,16,10,12,14,14,12,16,14,12,12,14,14,16,14,14,12,12,12,14,14,12,14,14,12,12,16,14,12,14,16,12,18,16,10,10,14,14,10,12,8,10,12,12,16,12,10,12,16,14,16,12,14,12,10,10,16,8,14,16,12,10,12,12,12,12,14,10,18,14,14,12,16,14,16,12,14,16,14,16,14,16,14,12,16,10,12,10,12,12,14,12,14,12,42,2,8,0,40,14,40,40,42,40,18,22,14,46,40,42,44,12,20,38,6,42,40,40,46,44,40,22,8,46,44,24,44,14,10,12,8,12,12,12,14,12,4,14,10,12,12,10,12,12,6,12,12,10,6,6,8,8,4,6,8,6,8,8,8,10,4,10,8,8,2,8,2,4,12
"103",8,44,46,6,10,4,8,40,42,42,6,8,6,12,6,8,42,48,10,10,6,42,4,38,34,38,40,36,40,40,44,42,38,40,42,40,38,34,38,40,40,42,40,38,38,38,42,40,36,44,42,36,40,42,40,42,40,40,40,42,38,40,42,36,42,42,40,42,44,42,40,40,40,42,44,42,38,40,40,42,40,40,38,40,40,42,40,34,38,38,42,38,42,40,42,42,40,38,40,36,38,40,0,16,40,10,44,36,14,20,12,46,42,40,42,16,14,14,14,42,44,40,50,46,44,26,40,46,42,26,44,14,14,14,12,14,8,12,12,12,12,12,6,12,16,8,8,8,8,6,6,10,10,8,12,10,6,10,8,4,10,8,8,8,10,10,12,14,10,10,8,10,10
"104",40,38,38,38,40,38,40,38,40,42,42,40,38,38,40,42,36,44,40,40,42,44,40,40,44,38,42,34,42,38,40,40,40,42,44,38,46,4,8,36,46,42,40,6,8,6,46,42,46,42,40,40,16,8,42,42,38,14,38,20,14,16,10,14,12,12,20,14,16,18,18,18,20,16,14,18,10,16,16,16,12,12,18,14,16,18,14,12,12,18,18,18,16,14,14,14,16,18,14,16,14,14,16,0,42,40,46,38,14,22,14,46,42,44,44,12,18,38,6,44,42,44,50,44,40,28,6,44,40,22,46,12,12,16,8,12,6,14,16,10,4,12,8,10,10,8,6,8,8,10,10,4,12,10,6,6,6,8,10,6,12,6,4,8,8,10,12,8,6,6,6,10,12
"105",16,18,14,14,18,18,12,18,16,14,10,14,16,12,12,12,10,14,14,18,16,14,12,20,18,18,16,18,16,10,14,18,12,14,18,12,14,16,14,14,16,18,14,18,16,14,16,18,18,16,14,14,18,16,16,16,16,14,16,18,14,12,14,14,14,16,14,16,16,10,6,46,48,8,8,6,10,42,44,44,8,10,4,14,8,10,44,50,12,12,8,44,6,36,36,36,42,38,38,38,42,40,40,42,0,42,44,38,16,10,16,44,42,44,46,12,18,18,8,40,46,40,46,42,46,26,48,44,42,22,46,18,14,12,10,10,10,6,12,10,10,16,12,14,16,10,10,8,6,2,8,8,8,10,4,10,6,8,8,4,10,8,10,6,10,6,6,4,10,8,10,8,10
"106",40,38,40,36,40,38,42,40,42,36,40,40,40,38,34,42,44,38,38,40,38,40,38,42,42,40,36,38,44,38,40,44,38,40,42,40,42,42,42,40,42,40,40,42,38,40,42,38,40,38,42,44,38,36,40,36,40,40,40,42,40,40,42,36,38,38,40,38,42,40,36,40,38,36,38,40,38,44,44,42,36,36,38,40,34,42,38,42,40,42,42,42,42,36,40,36,40,40,38,42,42,40,10,40,42,0,44,36,16,14,14,44,38,36,42,14,16,16,44,42,42,42,46,46,40,24,44,48,44,26,40,14,10,10,10,10,14,10,10,6,6,10,6,14,12,10,10,8,8,10,10,12,10,6,6,10,8,6,8,4,6,10,12,8,10,14,10,8,12,6,6,8,6
"107",4,14,6,4,38,40,40,12,8,12,6,6,4,40,44,8,6,2,40,4,44,40,42,44,42,46,46,48,46,42,46,48,44,44,40,44,44,44,46,46,44,42,44,46,46,42,48,46,40,44,46,46,48,46,44,44,46,42,44,46,42,46,46,44,46,48,46,44,44,46,46,48,48,42,44,46,46,44,46,42,44,46,46,44,40,42,44,46,44,48,44,46,46,44,42,46,40,44,44,44,42,42,44,46,44,44,0,42,16,14,8,42,40,38,42,16,18,18,48,42,46,40,50,44,46,22,46,42,44,28,42,16,12,8,10,10,10,14,10,12,8,12,14,14,14,10,10,8,10,10,10,10,10,10,10,6,8,6,8,10,6,4,10,8,12,4,10,8,10,6,6,10,10
"108",42,46,46,46,44,44,42,44,46,42,48,46,44,46,48,44,44,48,44,46,40,46,44,46,44,46,46,48,46,12,10,4,10,42,42,46,10,12,6,10,12,8,48,48,12,10,8,48,10,40,40,36,40,38,42,38,40,36,40,44,40,38,40,38,42,40,44,40,44,36,40,40,38,42,38,40,42,38,38,38,40,42,42,42,38,38,38,40,40,40,40,42,36,40,38,36,42,42,44,36,40,40,36,38,38,36,42,0,16,10,6,44,42,42,44,14,18,8,12,8,44,38,46,44,42,38,46,44,40,26,44,16,10,6,8,8,12,12,12,14,12,10,4,12,12,12,8,14,12,8,8,10,8,8,8,12,10,4,10,12,10,6,10,10,2,8,10,12,8,6,6,8,10
"109",38,38,40,42,42,36,36,38,40,36,42,40,38,38,38,42,36,38,40,44,38,42,40,36,42,42,40,38,38,40,42,44,38,36,38,36,40,38,40,42,40,42,40,42,40,42,38,40,40,42,40,38,40,42,36,8,38,46,44,40,8,6,2,46,42,46,44,40,42,14,8,44,42,40,14,40,20,18,20,10,16,12,12,20,18,16,18,18,18,20,18,18,18,10,20,16,20,12,16,16,14,18,14,14,16,16,16,16,0,20,38,46,38,40,42,14,14,14,6,10,46,40,50,40,44,44,42,38,46,26,44,12,14,10,8,12,12,10,10,12,10,6,14,10,12,8,12,8,10,12,4,8,10,6,6,10,6,6,10,12,8,12,12,8,14,10,8,6,6,6,10,10,10
"110",14,12,14,14,14,18,16,14,18,14,14,18,14,14,18,14,16,14,16,18,16,16,14,18,16,8,16,14,14,10,10,18,18,16,16,18,16,14,14,16,14,10,16,18,14,14,14,12,16,18,14,10,14,16,16,18,12,14,14,18,16,20,14,18,14,12,16,12,16,18,14,14,16,12,16,10,14,16,14,12,14,42,50,46,44,8,8,8,48,44,50,36,44,42,18,4,36,44,42,14,42,22,20,22,10,14,14,10,20,0,40,42,42,38,44,12,16,10,10,2,44,40,44,44,42,44,50,42,44,26,42,8,6,10,10,8,14,12,12,10,12,12,8,12,12,10,10,6,8,12,2,8,10,12,10,12,6,10,10,2,6,10,8,12,10,6,4,4,10,12,8,8,12
"111",16,18,18,16,18,18,18,18,20,12,20,16,18,14,14,18,20,20,18,18,18,18,20,20,18,18,20,12,14,20,22,16,18,20,16,18,18,16,16,14,20,18,14,20,18,14,12,16,14,14,14,12,16,12,12,18,16,14,18,20,20,16,16,18,18,16,18,16,16,20,20,18,16,20,14,16,20,22,14,22,16,18,16,16,22,18,14,20,16,18,20,18,20,18,18,18,16,18,18,16,12,14,12,14,16,14,8,6,38,40,0,48,38,42,44,14,20,10,46,4,44,44,50,44,44,18,46,46,38,26,44,12,16,10,12,10,12,14,14,10,8,14,10,12,12,10,8,12,8,10,6,6,8,12,10,10,12,8,6,6,8,8,10,8,8,10,8,2,6,10,10,6,6
"112",40,10,6,10,8,4,6,38,44,6,8,4,38,2,44,40,42,44,42,46,46,48,46,42,46,48,44,44,40,44,44,44,46,46,44,42,44,46,46,42,48,46,40,44,46,46,48,46,44,44,46,42,44,46,42,46,46,44,46,48,46,44,44,46,46,48,48,42,44,46,46,44,46,42,44,46,46,44,40,42,44,46,44,48,44,46,46,44,42,46,40,44,44,44,42,42,44,46,44,44,42,46,46,46,44,44,42,44,46,42,48,0,42,38,44,14,12,18,8,40,44,42,44,46,44,44,50,46,42,26,40,12,12,10,6,12,6,8,16,8,6,14,10,12,8,10,6,4,2,6,14,4,10,8,4,10,10,6,10,6,10,10,10,10,6,10,8,6,12,8,8,4,12
"113",46,44,46,48,44,44,48,44,46,40,46,44,46,44,46,46,10,10,44,44,44,8,12,6,18,10,14,46,50,18,12,12,48,12,40,40,38,44,42,42,42,44,42,42,46,44,38,44,40,44,38,42,40,46,40,42,44,38,40,38,42,44,40,40,40,40,42,40,42,44,42,36,36,44,42,40,42,40,38,42,42,42,40,44,42,40,42,42,44,42,42,42,42,40,38,44,42,40,40,40,40,40,42,42,42,38,40,42,38,42,38,42,0,40,44,12,18,16,44,44,16,44,46,44,16,26,46,44,44,26,42,8,10,12,10,12,14,10,10,12,12,12,10,8,10,8,8,10,10,10,12,8,8,8,4,12,6,4,8,6,12,12,10,8,10,8,8,2,8,12,8,8,10
"114",38,42,40,38,44,40,38,38,40,40,44,42,42,40,34,38,40,38,40,40,42,38,42,42,42,40,40,40,40,38,44,42,42,44,40,6,40,42,42,8,10,6,10,8,6,44,48,12,8,4,44,6,40,36,36,38,38,42,42,42,40,36,42,44,40,40,36,40,40,40,42,42,40,36,40,42,42,38,42,40,34,38,40,42,44,42,38,38,40,38,40,40,38,40,42,38,42,42,40,40,40,42,40,44,44,36,38,42,40,38,42,38,40,0,46,12,16,14,40,8,6,44,44,44,40,20,46,44,44,26,44,14,14,10,10,14,10,6,10,12,8,12,12,14,12,8,4,8,10,6,12,6,8,6,8,10,8,2,8,4,10,8,10,6,10,6,10,6,8,6,10,4,12
"115",42,42,38,36,38,40,40,40,44,38,42,40,38,36,42,36,40,38,38,38,36,40,42,40,38,38,42,40,42,38,40,38,40,42,38,44,42,38,42,42,40,38,44,40,40,36,42,40,42,40,42,40,38,38,38,8,4,8,8,2,4,40,44,10,2,2,42,4,44,40,42,44,42,46,46,48,46,42,46,48,44,44,40,44,44,44,46,46,44,42,44,44,44,42,46,44,40,44,44,44,46,44,42,44,46,42,42,44,42,44,44,44,44,46,0,14,16,16,42,2,12,38,46,44,42,22,48,44,46,26,44,16,14,14,12,14,6,8,14,8,8,14,12,12,8,16,4,14,4,2,10,8,10,8,4,8,8,12,10,4,6,10,10,12,8,10,8,6,6,10,6,8,8
"116",46,44,42,44,46,46,46,42,44,46,46,42,46,42,44,44,44,44,40,42,44,44,42,46,42,44,44,42,42,46,40,42,42,42,42,42,44,44,42,42,42,44,44,44,42,44,40,44,46,42,46,44,42,44,46,44,42,46,44,44,40,44,44,46,44,44,44,4,6,40,36,44,40,38,34,16,10,40,36,36,16,36,20,16,18,6,10,12,10,16,14,16,14,16,14,18,10,12,18,10,14,12,16,12,12,14,16,14,14,12,14,14,12,12,14,0,14,16,40,6,44,10,46,42,40,14,48,44,44,22,42,10,10,10,6,8,10,4,10,14,8,14,14,6,12,10,8,6,8,4,12,6,8,12,6,6,10,6,8,4,6,8,4,8,6,8,8,6,4,6,12,4,12
"117",16,16,12,10,14,16,14,10,16,14,10,10,16,14,10,12,14,12,18,16,10,10,14,14,12,12,8,12,12,12,14,12,10,14,16,12,16,12,14,10,12,12,16,10,16,18,14,8,14,10,14,14,16,10,16,12,12,12,16,16,16,10,16,16,16,14,16,14,12,10,14,8,14,12,14,12,14,12,14,12,4,42,38,44,40,38,38,14,6,40,38,38,18,38,22,18,20,10,10,14,10,20,14,18,18,16,18,18,14,16,20,12,18,16,16,14,0,16,40,42,50,6,6,44,4,16,46,44,42,28,38,12,14,10,6,16,8,6,8,12,8,18,4,10,14,8,10,10,8,4,8,4,6,8,8,14,6,12,6,10,8,10,10,6,12,12,8,6,8,12,10,8,14
"118",12,10,14,16,14,12,16,16,12,12,14,14,14,12,14,16,14,10,14,14,10,14,10,12,14,14,12,14,12,14,12,10,10,14,14,10,12,8,14,8,8,18,12,10,16,12,12,12,8,10,10,10,14,16,12,14,16,12,12,16,14,12,12,14,10,16,12,12,8,16,14,16,14,18,12,14,14,14,14,16,10,14,12,12,14,12,12,14,12,10,8,44,40,44,44,38,40,14,8,44,40,38,14,38,18,16,18,8,14,10,10,18,16,14,16,16,16,0,46,4,14,42,38,8,38,18,44,44,42,26,40,10,16,14,12,16,8,6,14,10,8,16,8,12,12,10,10,10,6,4,8,10,4,6,6,12,2,6,10,4,6,8,8,10,8,4,6,6,8,10,8,8,6
"119",18,16,16,16,8,18,14,18,10,14,14,12,16,12,12,14,14,14,14,12,10,12,12,12,16,14,12,16,12,12,16,12,12,16,12,14,12,14,16,14,14,12,16,14,6,14,12,12,8,8,16,16,14,14,16,14,12,12,14,12,8,14,16,12,12,12,10,14,16,12,8,12,14,14,16,10,12,12,16,14,18,12,16,12,10,14,10,14,16,12,12,14,10,14,8,12,14,12,10,12,4,6,14,6,8,44,48,12,6,10,46,8,44,40,42,40,40,46,0,46,10,38,44,2,32,14,42,46,44,24,42,12,12,6,6,10,16,10,12,10,8,16,6,10,6,14,6,6,12,8,4,4,6,8,10,8,8,6,4,8,6,10,10,4,12,6,6,12,4,12,6,10,8
"120",44,44,44,42,42,46,38,42,36,40,42,42,40,42,42,42,42,40,44,42,42,40,40,44,40,40,42,44,42,42,42,40,40,42,38,44,40,40,38,44,44,38,36,40,44,42,44,40,42,44,44,42,44,38,42,42,40,40,38,38,44,42,38,44,40,40,40,42,42,44,38,42,42,42,36,42,40,44,42,42,38,40,40,38,40,42,38,40,40,42,42,44,38,42,42,38,38,40,40,44,40,42,42,44,40,42,42,8,10,2,4,40,44,8,2,6,42,4,46,0,10,2,8,2,28,24,46,44,40,30,44,12,12,12,6,16,10,8,12,14,12,8,8,12,10,12,6,8,6,6,8,10,8,8,6,8,8,4,6,6,6,10,8,6,12,8,4,8,6,10,2,10,8
"121",42,44,42,42,48,46,46,46,44,44,48,42,44,38,42,46,46,44,44,44,44,44,44,46,44,44,42,42,46,42,42,44,46,44,44,44,44,44,44,40,46,44,42,42,46,46,42,40,42,46,46,46,42,44,46,46,44,46,42,46,44,44,42,40,42,46,44,40,46,42,44,42,44,44,46,42,44,44,44,40,44,42,46,44,44,42,42,42,42,42,44,42,44,44,44,46,46,40,46,44,42,40,44,42,46,42,46,44,46,44,44,44,16,6,12,44,50,14,10,10,0,8,4,42,30,16,48,44,42,28,42,14,8,8,10,14,12,6,12,12,8,12,6,14,10,12,2,8,8,4,4,8,4,10,6,8,4,10,4,10,12,10,12,12,10,4,10,10,8,8,12,10,10
"122",46,8,40,40,36,42,42,42,42,42,40,40,46,44,40,44,40,44,40,44,42,46,40,40,44,40,40,38,40,42,38,38,38,40,42,40,40,42,40,38,38,42,42,38,44,38,40,40,40,44,42,44,40,42,42,40,42,42,40,40,42,42,40,44,44,38,40,42,40,38,42,42,40,40,38,40,36,42,40,42,36,40,42,36,44,40,38,36,42,40,42,44,40,40,36,40,42,38,42,40,40,40,40,44,40,42,40,38,40,40,44,42,44,44,38,10,6,42,38,2,8,0,4,4,22,22,48,42,44,24,46,10,14,14,8,12,14,8,12,10,6,12,14,12,10,10,6,14,10,10,8,8,4,12,6,8,8,6,8,10,6,10,4,6,12,4,10,10,12,10,4,10,10
"123",6,42,8,48,44,46,46,42,50,46,50,46,46,48,48,46,44,42,46,48,48,48,48,44,46,44,46,50,46,50,48,44,48,48,48,50,50,48,44,48,46,48,46,44,50,46,46,48,48,46,46,46,48,46,48,48,42,44,46,46,48,46,42,48,46,46,46,40,42,48,46,46,48,44,46,48,48,46,46,44,48,48,48,44,46,46,50,48,48,42,48,48,48,44,44,46,44,48,46,48,50,46,50,50,46,46,50,46,50,44,50,44,46,44,46,46,6,38,44,8,4,4,0,44,24,22,48,42,40,22,42,14,10,6,8,12,14,4,6,14,6,12,10,16,10,10,8,8,12,8,2,6,10,6,6,6,12,6,10,6,10,4,6,8,8,6,8,6,10,8,8,14,8
"124",40,2,44,40,42,44,42,46,46,48,46,42,46,48,44,44,40,44,44,44,46,46,44,42,44,44,44,42,46,44,40,44,44,44,46,44,42,44,46,42,42,44,42,44,44,44,44,46,46,44,42,44,46,46,46,42,44,46,46,42,46,42,44,44,44,44,40,42,44,44,42,46,42,44,44,42,42,46,40,42,42,42,42,42,44,44,42,42,42,44,44,44,42,44,40,44,46,42,46,44,42,44,46,44,42,46,44,44,40,44,44,46,44,44,44,42,44,8,2,2,42,4,44,0,24,20,48,46,44,26,44,18,12,10,6,10,10,8,8,12,8,14,6,10,6,10,10,10,12,8,6,8,8,8,6,8,10,8,10,8,10,8,4,12,8,8,12,6,10,10,14,10,10
"125",40,42,40,40,46,44,44,44,42,42,46,40,42,36,40,44,44,42,42,42,42,42,44,46,42,44,42,40,44,42,42,44,46,44,42,42,42,44,44,38,46,44,40,42,46,44,40,40,42,44,46,46,40,42,44,44,44,44,40,44,44,44,40,38,40,44,44,40,46,42,44,42,44,42,44,40,44,44,44,38,42,40,46,44,44,40,42,42,42,42,42,42,42,42,42,46,46,40,46,44,40,40,44,40,46,40,46,42,44,42,44,44,16,40,42,40,4,38,32,28,30,22,24,24,0,22,44,42,44,24,44,16,12,14,10,10,6,10,12,6,14,14,10,14,8,12,8,8,10,10,10,8,8,8,10,12,8,6,8,8,12,8,6,8,10,12,8,10,8,8,6,8,8
"126",24,32,28,28,30,30,30,32,26,28,30,22,30,28,30,24,26,24,24,26,26,24,26,26,24,24,26,24,24,26,26,26,24,24,26,24,24,26,22,26,28,26,24,26,26,28,26,24,24,28,28,20,26,22,24,22,22,30,26,24,26,26,24,26,22,24,22,20,24,30,22,24,26,22,24,26,26,22,22,24,24,28,24,24,22,30,24,30,26,28,26,24,26,24,26,28,22,26,24,22,24,22,26,28,26,24,22,38,44,44,18,44,26,20,22,14,16,18,14,24,16,22,22,20,22,0,46,42,42,20,42,6,12,14,10,12,10,8,12,12,8,14,8,14,10,14,8,8,2,4,6,8,8,4,8,12,10,10,6,6,10,10,6,6,6,10,12,8,10,8,6,12,6
"127",22,20,18,24,16,20,20,18,18,14,16,16,22,18,14,18,18,18,18,18,18,16,16,18,22,20,12,20,16,12,20,16,16,16,18,18,18,14,16,14,16,12,16,18,14,14,14,16,12,12,22,18,16,18,18,18,16,14,16,16,12,20,20,18,16,20,14,18,22,18,16,18,20,16,18,16,14,14,20,20,18,18,20,16,18,16,18,16,18,16,18,18,14,20,16,16,18,16,14,14,10,8,40,6,48,44,46,46,42,50,46,50,46,46,48,48,46,44,42,46,48,48,48,48,44,46,0,44,44,24,40,10,16,14,8,14,12,10,12,12,10,10,6,10,8,12,6,8,10,10,12,10,8,10,10,6,4,6,8,6,12,4,6,8,10,8,8,10,8,6,6,8,6
"128",44,46,50,46,50,48,44,48,48,48,50,50,48,44,48,46,48,46,44,50,46,46,48,48,46,46,46,48,46,48,48,42,44,46,46,48,46,42,48,46,46,46,40,42,48,46,46,48,44,46,48,48,46,46,44,48,48,48,44,46,46,50,48,48,42,48,48,48,44,44,46,44,48,46,48,50,46,50,50,46,46,50,46,50,44,50,44,46,44,46,46,4,44,6,46,42,44,42,42,48,46,46,46,44,44,48,42,44,38,42,46,46,44,44,44,44,44,44,46,44,44,42,42,46,42,42,44,0,46,22,44,10,14,8,12,12,8,10,12,10,12,14,8,8,6,6,10,10,10,6,10,8,8,6,8,10,8,8,10,12,6,10,6,8,8,10,10,6,10,8,6,10,8
"129",46,44,44,44,44,44,44,40,46,44,42,42,46,46,42,40,42,46,46,46,42,44,46,46,44,46,42,46,44,44,42,40,42,46,44,40,46,42,44,42,44,44,46,42,44,44,44,40,44,42,46,44,44,42,42,42,42,42,44,42,44,44,44,46,46,40,46,44,42,40,44,42,46,42,46,44,46,44,44,44,40,2,42,38,40,42,40,44,44,46,44,40,44,46,42,42,38,42,42,42,44,44,42,40,42,44,44,40,46,44,38,42,44,44,46,44,42,42,44,40,42,44,40,44,44,42,44,46,0,22,38,12,14,8,6,14,6,6,14,16,8,16,10,8,8,14,8,10,4,6,8,8,8,8,6,12,12,10,6,8,10,10,6,12,8,10,8,8,8,8,8,6,8
"130",44,42,42,44,44,46,46,40,42,44,44,42,44,40,42,44,44,42,38,40,42,44,42,46,42,44,44,42,40,44,38,42,42,42,40,40,42,44,42,42,40,44,44,44,42,42,40,42,44,40,46,44,42,44,46,42,42,46,42,44,38,44,42,44,42,44,44,38,28,26,28,18,24,20,20,28,26,24,26,26,26,28,26,26,26,18,28,24,28,20,24,28,26,26,26,26,24,24,28,28,26,24,26,22,22,26,28,26,26,26,26,26,26,26,26,22,28,26,24,30,28,24,22,26,24,20,24,22,22,0,42,6,14,10,2,14,4,6,12,6,8,16,8,12,8,2,12,10,8,4,10,8,8,8,8,6,8,6,8,8,8,12,4,8,6,12,8,6,8,4,6,4,14
"131",22,22,26,26,24,24,30,28,26,26,28,26,22,24,26,22,26,26,24,24,26,22,22,26,28,24,30,24,26,26,26,28,28,22,26,26,24,28,24,28,26,26,26,24,24,24,22,22,24,22,24,26,42,38,40,42,40,44,44,46,44,40,44,46,42,42,38,42,42,42,44,44,42,40,42,44,44,40,46,44,38,42,44,44,46,44,42,42,44,40,42,44,40,44,44,42,44,46,44,42,42,44,44,46,46,40,42,44,44,42,44,40,42,44,44,42,38,40,42,44,42,46,42,44,44,42,40,44,38,42,0,14,14,10,6,12,8,10,14,14,10,10,10,6,10,10,8,8,8,6,8,6,8,8,10,6,10,8,10,6,4,6,4,4,8,10,4,12,8,6,8,8,4
"132",42,42,40,40,42,44,42,42,40,44,44,44,42,42,40,42,44,40,46,44,42,44,46,42,42,46,42,44,38,44,42,44,42,44,44,8,8,16,14,8,12,8,14,6,8,8,8,4,10,12,4,12,12,10,8,10,14,16,12,8,12,18,10,10,14,12,12,8,14,12,12,10,12,18,12,12,18,14,16,14,12,14,16,12,14,14,14,16,16,12,12,14,12,16,12,14,16,8,10,16,10,14,14,12,18,14,16,16,12,8,12,12,8,14,16,10,12,10,12,12,14,10,14,18,16,6,10,10,12,6,14,0,12,10,4,10,8,12,14,8,8,12,10,12,10,10,6,8,8,8,6,8,8,6,8,4,8,6,8,8,6,10,6,2,4,8,8,6,6,4,6,8,8
"133",10,14,12,14,14,18,14,12,14,10,12,12,10,14,14,16,6,14,10,14,14,16,12,10,12,14,12,8,8,8,12,14,12,12,8,10,8,16,10,10,16,12,6,10,16,14,14,12,10,12,14,12,14,12,10,12,12,14,16,16,12,12,14,12,12,14,12,12,10,10,14,12,10,12,10,12,14,12,8,12,8,16,12,14,14,16,16,10,12,12,10,8,12,10,12,12,10,12,12,14,12,10,14,12,14,10,12,10,14,6,16,12,10,14,14,10,14,16,12,12,8,14,10,12,12,12,16,14,14,14,14,12,0,12,6,6,8,4,10,10,6,12,6,12,8,16,6,10,6,8,8,4,6,8,8,8,10,6,6,8,8,6,6,4,8,12,4,6,12,12,10,10,6
"134",8,10,16,14,10,12,12,12,10,16,10,16,8,10,12,14,10,10,12,12,6,6,12,14,14,12,10,12,10,10,12,12,14,8,14,10,14,12,8,14,16,16,8,12,12,12,10,10,10,12,10,14,8,16,16,8,12,14,8,12,16,14,14,14,12,10,8,12,12,12,8,10,14,8,14,12,12,10,14,10,14,14,14,10,10,8,12,6,14,12,10,12,10,12,14,14,12,8,12,12,14,12,14,16,12,10,8,6,10,10,10,10,12,10,14,10,10,14,6,12,8,14,6,10,14,14,14,8,8,10,10,10,12,0,10,10,10,12,10,10,8,16,8,8,10,10,10,8,6,6,4,10,4,6,6,8,8,6,10,6,10,8,6,6,6,8,12,2,6,8,6,6,6
"135",10,12,12,6,4,14,16,10,10,12,12,8,10,10,10,6,12,10,8,16,14,8,6,12,8,6,10,8,10,8,8,8,12,10,12,14,12,12,10,14,8,8,10,12,10,14,12,10,8,12,6,10,14,14,10,14,6,10,10,12,16,14,6,14,12,12,10,12,10,10,8,10,8,10,12,10,8,10,8,10,10,12,8,14,6,12,10,6,12,10,6,8,14,12,12,6,8,8,2,6,8,8,12,8,10,10,10,8,8,10,12,6,10,10,12,6,6,12,6,6,10,8,8,6,10,10,8,12,6,2,6,4,6,10,0,14,6,6,10,10,8,12,10,12,8,12,8,10,10,8,10,8,6,4,6,10,10,2,8,6,12,8,10,6,10,6,6,12,8,10,6,10,6
"136",6,4,10,6,8,12,4,2,6,10,8,6,4,8,10,10,6,8,6,10,14,10,4,10,4,10,6,12,4,12,10,8,6,8,12,10,10,10,8,8,12,10,12,10,6,10,6,12,6,12,2,4,4,4,8,4,10,12,10,10,6,12,12,14,14,8,4,14,8,12,10,12,14,10,10,12,16,14,10,14,12,10,8,16,12,8,12,14,16,14,12,16,12,12,12,12,12,18,14,10,16,12,14,12,10,10,10,8,12,8,10,12,12,14,14,8,16,16,10,16,14,12,12,10,10,12,14,12,14,14,12,10,6,10,14,0,4,6,8,16,10,6,8,10,4,8,8,8,10,8,12,8,8,6,10,8,6,10,8,8,6,12,8,10,8,10,8,10,12,12,10,6,8
"137",14,14,14,16,16,10,14,14,8,10,12,8,18,10,14,16,16,12,8,10,12,8,10,8,12,12,12,12,8,14,12,6,10,12,12,12,12,8,12,10,8,10,8,10,10,10,10,14,14,10,12,10,8,8,16,8,6,12,14,12,12,12,12,10,10,8,8,10,16,12,6,12,8,10,8,6,6,10,4,8,8,6,8,10,10,10,8,12,14,6,12,10,10,12,10,6,12,14,12,14,12,12,8,6,10,14,10,12,12,14,12,6,14,10,6,10,8,8,16,10,12,14,14,10,6,10,12,8,6,4,8,8,8,10,6,4,0,4,10,10,8,14,10,12,6,8,12,12,6,8,14,8,4,12,8,2,4,8,8,10,10,8,6,8,10,12,10,12,6,8,8,8,8
