"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72"
"62",27585,26397,24909,27737,26549,24757,27737,31259,27585,26537,31337,24909,27725,33585,33659,31945,32019,31867,24897,31107,33507,32097,24757,26549,24745,27573,31185,26397,16766,18494,16614,18342,14334,15910,14182,16062,2166,13382,2318,4598,9186,11770,11618,11722,11570,11282,9850,2584,2432,9698,13230,9338,10258,4750,11434,10954,10410,9746,10802,9898,152,0,23014,23166,24746,23864,24894,23642,23490,24012,24524,24372
"63",17476,18736,21648,17628,18888,21496,17628,29230,17476,18748,29308,21648,17488,25796,25870,28556,28630,28478,21508,29078,25718,28708,21496,18888,21356,17336,29156,18736,23473,21745,23321,21593,25905,24025,25753,24177,21570,21242,21722,19138,25134,22854,22702,23574,23422,23134,25798,20734,20582,25646,21090,25286,25182,19290,23286,24854,25334,24670,24702,24822,23166,23014,0,152,7646,9012,7794,8790,8638,9160,7424,7272
"64",17628,18888,21496,17476,18736,21648,17476,29078,17628,18596,29156,21496,17336,25948,25718,28708,28478,28630,21356,29230,25870,28556,21648,18736,21508,17488,29308,18888,23321,21593,23473,21745,25753,24177,25905,24025,21722,21090,21570,19290,25286,22702,22854,23422,23574,23286,25646,20582,20734,25798,21242,25134,25334,19138,23134,24702,25182,24822,24854,24670,23014,23166,152,0,7494,8860,7642,8638,8790,9008,7272,7424
"65",14340,15600,18208,14188,15448,18360,14188,25790,14340,15308,25868,18208,14048,22660,22430,25420,25190,25342,18068,25942,22582,25268,18360,15448,18220,14200,26020,15600,26440,24712,26592,24864,28872,27296,29024,27144,22580,21948,22428,20148,26144,23560,23712,24280,24432,24144,26504,22162,22314,26656,22100,25992,26192,19996,23992,25560,26040,25680,25712,25528,24594,24746,7646,7494,0,1422,148,1644,1796,1570,222,374
"66",14418,15678,18286,14266,15526,18438,14266,25868,14418,15386,25946,18286,14126,22738,22508,25498,25268,25420,18146,26020,22660,25346,18438,15526,18298,14278,26098,15678,25558,23830,25710,23982,27990,26414,28142,26262,21698,21066,21546,19266,25262,22678,22830,23398,23550,23262,25622,21280,21432,25774,21218,25110,25310,19114,23110,24678,25158,24798,24830,24646,23712,23864,9012,8860,1422,0,1570,222,374,148,1644,1796
"67",14488,15748,18356,14336,15596,18508,14336,25938,14488,15456,26016,18356,14196,22808,22578,25568,25338,25490,18216,26090,22730,25416,18508,15596,18368,14348,26168,15748,26588,24860,26740,25012,29020,27444,29172,27292,22728,22096,22576,20296,26292,23708,23860,24428,24580,24292,26652,22310,22462,26804,22248,26140,26340,20144,24140,25708,26188,25828,25860,25676,24742,24894,7794,7642,148,1570,0,1792,1944,1422,370,522
"68",14196,15456,18064,14044,15304,18216,14044,25646,14196,15164,25724,18064,13904,22516,22286,25276,25046,25198,17924,25798,22438,25124,18216,15304,18076,14056,25876,15456,25336,23608,25488,23760,27768,26192,27920,26040,21476,20844,21324,19044,25040,22456,22608,23176,23328,23040,25400,21058,21210,25552,20996,24888,25088,18892,22888,24456,24936,24576,24608,24424,23490,23642,8790,8638,1644,222,1792,0,152,370,1422,1574
"69",14044,15304,18216,14196,15456,18064,14196,25798,14044,15316,25876,18216,14056,22364,22438,25124,25198,25046,18076,25646,22286,25276,18064,15456,17924,13904,25724,15304,25488,23760,25336,23608,27920,26040,27768,26192,21324,20996,21476,18892,24888,22608,22456,23328,23176,22888,25552,21210,21058,25400,20844,25040,24936,19044,23040,24608,25088,24424,24456,24576,23642,23490,8638,8790,1796,374,1944,152,0,522,1574,1422
"70",14566,15826,18434,14414,15674,18586,14414,26016,14566,15534,26094,18434,14274,22886,22656,25646,25416,25568,18294,26168,22808,25494,18586,15674,18446,14426,26246,15826,25706,23978,25858,24130,28138,26562,28290,26410,21846,21214,21694,19414,25410,22826,22978,23546,23698,23410,25770,21428,21580,25922,21366,25258,25458,19262,23258,24826,25306,24946,24978,24794,23860,24012,9160,9008,1570,148,1422,370,522,0,1792,1944
"71",14118,15378,17986,13966,15226,18138,13966,25568,14118,15086,25646,17986,13826,22438,22208,25198,24968,25120,17846,25720,22360,25046,18138,15226,17998,13978,25798,15378,26218,24490,26370,24642,28650,27074,28802,26922,22358,21726,22206,19926,25922,23338,23490,24058,24210,23922,26282,21940,22092,26434,21878,25770,25970,19774,23770,25338,25818,25458,25490,25306,24372,24524,7424,7272,222,1644,370,1422,1574,1792,0,152
"72",13966,15226,18138,14118,15378,17986,14118,25720,13966,15238,25798,18138,13978,22286,22360,25046,25120,24968,17998,25568,22208,25198,17986,15378,17846,13826,25646,15226,26370,24642,26218,24490,28802,26922,28650,27074,22206,21878,22358,19774,25770,23490,23338,24210,24058,23770,26434,22092,21940,26282,21726,25922,25818,19926,23922,25490,25970,25306,25338,25458,24524,24372,7272,7424,374,1796,522,1574,1422,1944,152,0
