"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135"
"46",24,18,28,28,20,24,24,24,20,26,22,28,28,18,22,24,24,24,20,22,24,22,24,22,20,18,20,22,30,24,26,22,18,26,20,22,20,24,18,26,18,18,24,22,24,0,22,26,4,30,30,18,26,8,22,26,30,26,32,28,20,22,30,34,30,26,18,28,26,22,20,26,30,22,26,34,28,32,28,36,38,30,30,28,28,28,32,30,18,24,30,34,34,32,30,8,14,10,14,12,10,14,16,18,6,12,10,14,16,18,12,10,12,6,20,6,14,14,12,18,18,16,12,12,16,16,10,20,10,12,8,16,12,10,14
"47",30,20,18,22,28,24,26,24,22,8,6,4,6,6,2,6,4,12,8,8,4,4,10,6,6,16,16,18,8,4,10,16,10,6,6,16,16,16,16,30,28,28,26,24,24,22,0,32,10,30,32,20,26,10,24,24,30,22,36,28,22,20,30,30,28,22,24,26,28,22,18,28,28,30,26,22,26,32,30,34,34,36,30,28,24,28,32,40,16,26,26,30,32,36,34,14,12,16,14,8,12,12,14,22,12,14,18,16,16,16,14,14,12,14,20,8,18,14,16,14,12,16,14,6,18,14,10,12,8,8,10,18,10,12,14
"48",24,28,28,30,30,28,26,28,34,32,30,28,30,28,26,26,28,24,22,24,22,24,22,24,26,24,28,30,28,26,30,28,30,26,28,28,22,30,30,24,28,28,28,24,28,26,32,0,6,24,26,18,22,4,22,26,32,28,34,28,26,22,32,32,26,28,24,26,18,22,20,24,26,30,34,24,32,30,8,34,32,34,32,24,30,24,30,36,16,26,32,38,36,32,34,8,14,12,14,12,14,14,16,20,22,12,18,14,24,20,6,16,12,16,16,8,4,16,16,10,16,12,20,12,12,16,12,10,6,8,6,14,6,14,16
"49",30,22,26,26,26,28,24,26,28,26,28,26,24,22,24,26,32,28,30,26,22,28,24,24,24,28,22,30,22,22,28,26,28,34,24,22,26,32,28,30,28,26,8,12,8,4,10,6,0,26,22,26,24,6,26,32,30,24,34,34,26,24,32,28,28,18,24,6,26,26,22,22,10,22,32,26,30,32,8,30,36,36,38,26,32,24,32,36,16,22,30,40,32,38,34,12,14,22,20,6,10,8,12,18,12,14,16,16,18,18,6,10,12,4,14,12,12,6,10,4,20,18,16,16,14,20,6,14,12,12,10,6,22,18,6
"50",6,6,8,8,4,8,2,10,6,20,16,20,6,8,6,20,16,10,10,18,20,14,16,30,30,28,30,28,28,26,28,30,28,34,30,32,28,28,36,34,32,32,30,32,30,30,30,24,26,0,30,22,22,8,28,22,28,24,28,30,28,32,30,24,28,22,22,8,26,26,30,24,6,22,32,34,22,30,16,32,32,36,36,26,22,26,34,34,20,22,22,28,36,42,34,12,14,20,20,12,10,8,6,18,12,8,10,20,12,16,14,18,8,6,14,20,12,12,14,10,18,22,20,12,16,10,10,18,12,12,8,14,18,4,10
"51",28,24,24,26,24,28,24,30,34,28,26,30,30,30,26,28,30,26,32,34,24,32,32,32,28,28,26,34,34,26,26,28,26,28,24,28,28,30,30,26,26,26,24,28,34,30,32,26,22,30,0,24,26,4,26,20,28,22,32,32,28,26,28,30,28,24,22,4,26,26,24,22,6,24,30,26,26,30,14,32,36,36,36,26,30,22,34,34,16,22,26,36,32,36,34,10,14,12,14,16,12,8,10,22,14,10,12,18,8,18,14,16,10,14,14,12,12,16,18,18,10,18,14,16,18,18,18,16,8,16,12,14,16,10,12
"52",24,26,26,28,26,30,24,26,30,26,32,36,24,26,28,36,28,30,28,30,6,8,8,8,8,2,6,4,6,6,4,10,8,10,18,18,24,10,8,14,18,8,10,12,20,18,20,18,26,22,24,0,28,12,24,24,26,28,36,30,26,28,30,26,26,24,24,8,22,24,26,24,18,22,30,28,26,30,20,32,32,32,34,34,30,24,38,10,22,20,26,36,34,34,36,12,20,12,14,14,8,12,10,10,16,8,14,14,18,20,22,10,10,18,8,12,12,22,18,8,10,14,14,8,14,16,12,10,6,4,8,12,14,14,18
"53",24,22,22,20,22,22,24,28,26,26,20,24,28,26,24,26,26,26,24,24,22,20,20,22,16,20,20,20,20,20,22,28,24,22,26,22,26,22,24,22,20,24,28,20,26,26,26,22,24,22,26,28,0,2,28,30,26,24,34,26,24,24,36,26,26,28,30,6,22,22,22,22,18,24,30,26,26,24,4,38,34,36,32,28,30,26,36,12,12,24,26,36,32,38,42,12,20,12,14,16,12,10,10,12,16,12,18,12,20,10,16,6,10,14,12,8,16,16,16,18,10,14,12,18,14,22,10,16,8,10,6,10,14,18,14
"54",20,22,20,22,24,20,20,24,24,22,22,18,20,20,20,26,22,24,22,18,22,20,18,18,24,20,26,16,20,22,22,26,28,20,20,20,30,24,26,24,24,8,10,4,6,8,10,4,6,8,4,12,2,0,26,26,24,30,32,30,26,20,34,26,24,30,28,6,20,20,18,24,22,20,28,28,28,26,18,34,32,42,8,30,26,24,38,20,16,32,28,32,30,38,38,8,12,20,12,14,8,24,2,8,20,16,18,18,12,12,12,6,10,12,8,10,8,14,22,14,16,8,6,12,16,18,14,16,8,12,12,12,14,12,16
"55",6,16,20,20,10,4,12,20,10,6,6,18,20,20,20,28,26,26,24,22,22,20,22,26,26,28,28,26,24,26,32,30,28,26,28,26,24,24,26,22,20,22,20,22,20,22,24,22,26,28,26,24,28,26,0,28,26,20,34,28,32,28,32,30,22,22,26,18,28,18,26,26,10,24,28,4,24,28,16,36,30,38,4,28,26,26,30,14,18,28,24,34,34,38,36,8,12,18,14,10,12,14,10,10,10,16,12,10,22,10,4,18,2,12,16,18,12,10,12,8,16,4,12,12,12,20,16,14,10,8,10,14,8,14,14
"56",28,24,26,26,20,28,28,22,26,26,26,22,26,24,30,28,20,24,24,24,26,22,24,26,24,26,24,22,20,22,24,30,26,28,24,20,26,22,22,22,26,20,28,20,20,26,24,26,32,22,20,24,30,26,28,0,20,24,34,26,30,22,30,24,22,22,30,22,28,20,20,24,4,24,28,16,26,24,16,34,34,38,18,24,24,22,36,20,18,28,26,30,38,34,40,14,12,12,14,14,6,14,10,16,14,12,18,8,18,14,14,8,8,6,10,12,18,14,16,8,20,8,12,10,16,10,10,20,12,12,12,14,14,12,16
"57",26,24,4,4,8,6,6,10,6,6,8,6,6,4,14,16,18,2,6,6,16,12,8,6,14,16,18,16,30,28,30,30,28,26,24,26,26,28,32,30,30,24,28,32,30,30,30,32,30,28,28,26,26,24,26,20,0,26,34,26,30,24,32,32,24,22,24,24,20,24,22,28,10,26,24,20,28,24,8,30,38,34,14,30,32,28,40,18,22,22,28,38,30,36,36,6,18,12,16,14,12,8,4,12,6,8,22,10,18,18,12,14,18,4,20,18,6,20,20,10,22,14,6,12,12,20,8,14,18,14,18,10,10,16,8
"58",26,26,26,24,24,26,32,30,28,32,26,30,28,30,26,24,30,34,24,30,30,30,26,30,26,30,34,24,26,26,28,28,24,24,28,28,26,26,22,24,24,24,32,26,28,26,22,28,24,24,22,28,24,30,20,24,26,0,32,32,26,22,30,24,18,32,28,12,20,24,20,30,18,26,24,20,26,26,8,34,30,38,10,26,32,32,36,22,24,18,26,40,36,38,40,12,20,14,20,6,10,8,14,18,6,12,18,10,18,10,14,14,8,6,22,12,8,22,22,12,18,16,6,10,12,14,10,18,20,16,6,10,10,10,8
"59",26,30,32,24,24,24,34,28,30,28,28,8,4,6,6,12,10,6,8,6,8,6,16,12,18,2,8,6,16,12,10,8,18,16,14,12,34,30,32,32,30,30,28,30,30,32,36,34,34,28,32,36,34,32,34,34,34,32,0,28,30,26,28,24,22,26,26,4,22,26,24,28,8,22,26,8,28,24,6,32,36,34,8,26,24,28,34,20,16,26,28,30,36,34,36,12,16,14,20,12,12,12,6,18,16,14,22,6,12,16,16,16,14,14,10,10,10,16,18,6,14,10,8,14,10,14,18,16,14,14,8,12,6,6,6
"60",32,30,28,28,30,24,28,28,28,28,28,30,36,32,30,34,30,34,30,32,30,28,32,36,28,34,34,34,30,32,30,34,36,28,30,28,30,32,28,28,32,32,30,30,26,28,28,28,34,30,32,30,26,30,28,26,26,32,28,0,26,20,28,30,22,28,28,12,20,26,18,26,6,22,22,6,26,28,8,30,36,32,16,24,24,26,36,22,18,20,26,30,36,40,38,8,16,14,20,14,14,10,4,14,22,12,18,16,12,16,14,16,10,14,4,6,12,14,18,12,16,18,10,6,16,14,18,12,8,16,12,12,18,12,14
"61",34,24,28,30,30,34,36,28,28,28,38,32,34,32,32,8,6,10,8,6,6,6,8,6,6,16,18,16,6,4,8,18,12,6,6,14,18,18,18,28,28,28,26,24,22,20,22,26,26,28,28,26,24,26,32,30,30,26,30,26,0,28,30,28,22,26,24,22,22,24,26,30,10,22,24,10,24,24,38,30,36,32,18,30,26,30,36,22,16,24,24,34,32,42,36,4,12,16,16,8,14,10,10,12,14,16,8,16,10,18,14,20,12,10,12,10,12,16,18,6,8,16,10,10,14,10,14,12,10,12,18,12,12,18,4
"62",24,24,26,24,20,22,20,24,22,24,24,22,26,28,28,26,30,26,28,26,28,26,20,30,30,22,26,26,26,22,28,24,30,30,20,24,26,26,26,22,24,26,24,26,24,22,20,22,24,32,26,28,24,20,28,22,24,22,26,20,28,0,26,30,22,26,22,12,18,22,18,28,16,20,26,20,22,30,34,36,32,34,16,26,24,28,36,18,26,24,22,32,36,32,34,8,14,14,4,10,10,6,12,16,12,10,14,22,20,16,14,20,12,6,18,10,10,4,22,10,16,16,14,14,16,10,8,14,20,16,10,16,14,14,2
"63",20,20,26,24,26,32,22,20,24,30,26,28,26,24,10,6,10,6,6,6,8,4,8,20,16,18,6,10,8,20,12,12,8,20,20,16,16,32,30,30,28,26,26,24,26,30,30,32,32,30,28,30,36,34,32,30,32,30,28,28,30,26,0,36,22,8,28,6,22,24,18,30,18,24,24,12,24,34,36,32,36,32,14,32,26,28,34,18,22,24,24,32,32,40,38,12,14,22,16,10,12,12,10,6,8,8,18,16,14,20,12,16,16,10,16,6,8,16,6,16,8,20,4,14,14,16,14,18,14,10,12,12,16,18,8
"64",24,26,24,26,24,26,28,26,30,32,30,28,32,30,32,28,30,30,24,32,32,26,30,30,30,26,30,28,34,32,24,28,28,28,30,26,28,30,28,30,28,26,24,26,28,34,30,32,28,24,30,26,26,26,30,24,32,24,24,30,28,30,36,0,24,4,32,10,22,30,24,26,16,30,26,8,26,28,36,38,32,28,32,22,22,26,34,16,22,22,26,28,36,40,42,8,14,22,20,14,16,6,10,6,16,12,18,16,12,8,8,20,6,20,10,10,10,10,12,6,8,18,14,10,14,16,20,10,20,12,14,14,16,14,12
"65",26,24,28,34,30,32,30,28,8,6,8,4,6,8,10,8,16,16,22,8,6,12,16,10,8,10,18,16,18,16,28,24,26,26,24,24,22,24,24,26,30,28,28,22,26,30,28,26,28,28,28,26,26,24,22,22,24,18,22,22,22,22,22,24,0,8,22,18,24,28,22,28,18,26,22,4,32,26,34,28,36,30,30,26,26,28,32,18,20,26,34,32,38,40,34,8,16,22,14,8,14,14,12,12,12,14,12,8,14,16,14,10,10,14,12,10,10,16,8,8,10,20,12,16,6,14,8,16,18,16,16,10,18,16,8
"66",30,26,24,28,24,28,24,26,24,22,26,30,22,28,28,28,24,26,24,28,30,22,24,22,24,26,22,22,26,26,24,24,20,22,22,22,28,24,26,24,20,24,22,20,20,26,22,28,18,22,24,24,28,30,22,22,22,32,26,28,26,26,8,4,8,0,28,22,24,28,24,28,26,28,28,18,28,30,34,32,38,28,32,28,26,28,30,20,20,20,30,32,30,36,40,12,22,18,16,14,14,8,12,14,14,12,18,14,20,14,8,16,10,14,12,10,8,20,16,8,6,24,10,20,16,10,12,16,20,12,10,6,14,18,10
"67",10,4,8,10,20,18,20,4,12,8,22,14,14,12,20,22,20,18,28,26,28,28,26,24,22,24,24,26,30,28,28,22,26,30,28,28,28,30,28,26,26,24,24,22,24,18,24,24,24,22,22,24,30,28,26,30,24,28,26,28,24,22,28,32,22,28,0,20,20,24,30,22,26,22,32,20,30,30,32,34,30,32,32,28,28,24,30,20,4,22,30,34,32,36,40,12,22,2,18,12,14,4,16,10,16,14,18,8,14,10,10,10,10,6,12,16,10,18,16,16,8,14,4,14,16,16,12,18,22,12,8,10,14,22,12
"68",28,28,24,28,24,28,32,22,24,24,26,26,22,22,26,26,24,24,20,22,22,22,30,24,26,24,20,26,22,22,20,26,22,28,18,22,24,24,28,30,22,22,22,32,26,28,26,26,6,8,4,8,6,6,18,22,24,12,4,12,22,12,6,10,18,22,20,0,20,28,20,30,24,18,28,20,26,30,34,34,32,30,30,32,28,32,32,24,16,26,26,34,30,34,40,10,22,14,10,14,6,12,22,16,14,14,14,16,14,12,12,14,18,12,14,6,6,20,16,10,12,18,10,16,18,16,14,18,22,12,8,12,16,20,10
"69",22,24,24,22,24,22,22,20,22,24,22,28,24,26,22,22,30,28,26,26,24,26,24,24,24,18,20,22,18,18,20,18,22,18,24,28,22,20,24,24,24,20,22,24,20,26,28,18,26,26,26,22,22,20,28,28,20,20,22,20,22,18,22,22,24,24,20,20,0,24,18,30,26,26,26,20,22,26,34,38,30,32,28,34,24,34,26,22,16,22,22,30,32,42,36,14,18,20,16,16,12,12,16,10,12,12,14,14,20,10,8,18,18,18,18,8,10,14,10,6,10,20,10,12,18,16,22,20,16,16,12,10,14,16,8
"70",20,18,22,28,24,26,20,16,24,18,20,20,22,20,24,18,20,24,20,26,30,18,20,22,30,22,24,22,24,4,8,6,4,8,20,22,20,8,10,10,22,14,12,8,18,22,22,22,26,26,26,24,22,20,18,20,24,24,26,26,24,22,24,30,28,28,24,28,24,0,22,24,24,20,30,30,28,28,36,40,32,32,26,26,24,22,30,24,18,28,28,30,34,42,38,18,2,16,16,16,12,10,10,12,14,14,14,14,20,6,10,16,18,16,12,10,6,14,14,8,10,24,14,8,18,16,20,20,20,14,12,24,16,16,8
"71",22,22,24,22,18,20,18,22,20,22,22,20,24,26,26,24,28,24,26,24,26,24,18,28,28,20,24,24,24,20,26,22,28,28,18,22,24,24,24,20,22,24,22,24,22,20,18,20,22,30,24,26,22,18,26,20,22,20,24,18,26,18,18,24,22,24,30,20,18,22,0,28,24,22,28,28,24,30,40,32,34,30,28,26,24,30,30,16,20,32,24,30,30,34,36,14,16,18,20,10,10,18,12,18,4,12,12,14,16,14,6,12,14,18,20,14,10,18,16,12,4,20,8,16,10,10,20,16,24,16,14,16,20,18,10
"72",28,24,26,24,22,8,6,6,6,18,18,20,8,8,10,18,14,10,6,18,18,18,18,30,28,28,26,24,24,22,24,28,28,30,30,28,26,28,34,32,30,28,30,28,26,26,28,24,22,24,22,24,22,24,26,24,28,30,28,26,30,28,30,26,28,28,22,30,30,24,28,0,22,22,28,28,24,26,38,32,30,34,28,26,22,30,30,22,26,20,26,28,30,34,40,14,18,16,10,14,12,8,22,16,2,12,18,12,22,16,12,16,10,14,22,14,18,18,14,12,8,14,20,16,8,14,16,20,14,16,12,12,16,20,6
"73",28,28,24,28,26,32,30,22,26,26,26,28,24,26,28,26,28,26,24,22,24,26,32,28,30,26,22,28,24,24,24,28,22,30,22,22,28,26,28,34,24,22,26,32,28,30,28,26,10,6,6,18,18,22,10,4,10,18,8,6,10,16,18,16,18,26,26,24,26,24,24,22,0,24,26,26,24,32,38,32,30,36,30,36,26,30,30,26,28,24,26,32,34,36,42,8,14,10,18,18,14,6,12,10,6,18,12,12,16,10,6,22,18,2,20,12,8,10,12,14,8,18,16,10,12,10,8,8,14,14,12,10,16,18,10
"74",24,26,24,30,26,28,24,24,32,30,28,28,26,28,26,26,26,20,22,24,20,20,22,20,24,20,26,30,24,22,26,26,26,22,24,26,22,28,30,20,28,28,28,24,24,22,30,30,22,22,24,22,24,20,24,24,26,26,22,22,22,20,24,30,26,28,22,18,26,20,22,22,24,0,28,24,28,34,32,42,34,36,34,30,32,26,30,22,26,24,28,40,34,34,34,6,18,14,14,16,8,12,20,6,16,16,18,10,14,10,8,16,16,12,10,6,10,16,12,22,10,22,16,4,10,12,16,20,16,12,12,8,12,22,6
"75",22,26,20,22,26,22,28,32,20,22,24,32,24,26,24,26,10,6,20,18,18,4,8,4,22,18,10,10,16,22,16,18,28,30,28,30,28,26,24,26,28,26,32,28,30,26,26,34,32,32,30,30,30,28,28,28,24,24,26,22,24,26,24,26,22,28,32,28,26,30,28,28,26,28,0,24,22,24,36,36,34,34,32,32,28,30,32,20,28,32,22,34,32,36,36,16,18,14,18,16,12,16,22,10,22,6,16,16,12,14,14,18,16,12,12,10,8,18,14,14,10,14,10,4,12,14,10,20,16,14,14,14,16,22,10
"76",28,24,32,34,22,30,30,30,26,28,24,32,34,24,24,28,26,26,22,26,26,28,28,24,24,24,22,26,34,28,30,24,20,30,22,26,24,26,24,28,22,24,28,24,30,34,22,24,26,34,26,28,26,28,4,16,20,20,8,6,10,20,12,8,4,18,20,20,20,30,28,28,26,24,24,0,30,32,40,38,32,38,32,30,30,24,38,22,24,26,30,36,32,32,34,14,10,18,20,16,12,12,22,16,10,10,18,8,12,14,12,10,12,12,12,10,8,12,14,8,10,12,6,14,14,6,14,12,20,16,10,8,14,22,6
"77",22,24,28,28,30,30,28,26,28,34,32,30,28,30,28,26,26,28,24,22,24,22,24,22,24,26,24,28,30,28,26,30,28,30,26,28,28,22,30,30,24,28,28,28,24,28,26,32,30,22,26,26,26,28,24,26,28,26,28,26,24,22,24,26,32,28,30,26,22,28,24,24,24,28,22,30,0,32,38,36,32,34,26,30,24,32,34,22,24,26,22,30,28,36,36,12,14,10,20,10,12,14,22,14,8,6,12,14,22,14,12,20,18,6,22,10,16,14,8,6,4,8,8,12,12,14,8,18,10,16,10,14,18,24,8
"78",22,22,28,26,28,34,24,22,26,32,28,30,28,26,14,18,20,6,2,6,18,14,4,4,14,18,16,18,30,30,28,30,28,28,26,28,30,28,34,30,32,28,28,36,34,32,32,30,32,30,30,30,24,26,28,24,24,26,24,28,24,30,34,28,26,30,30,30,26,28,30,26,32,34,24,32,32,0,36,36,28,36,30,8,20,34,32,22,22,24,22,26,30,36,38,6,16,16,18,14,6,16,22,12,10,10,22,14,20,16,10,16,14,12,18,14,12,14,14,12,10,6,4,16,12,18,6,14,18,18,14,8,24,10,6
"79",32,28,28,26,34,34,26,26,28,26,28,24,28,28,30,30,26,26,26,24,28,34,30,32,26,22,30,24,26,26,28,26,30,24,26,30,26,32,36,24,26,28,36,28,30,28,30,8,8,16,14,20,4,18,16,16,8,8,6,8,38,34,36,36,34,34,32,34,34,36,40,38,38,32,36,40,38,36,0,6,30,34,34,18,28,24,36,20,24,26,28,36,30,38,34,4,20,16,18,8,12,14,18,12,8,20,16,8,22,10,14,14,10,14,16,16,14,14,12,12,8,8,16,18,16,8,10,12,16,12,12,12,18,12,8
"80",38,38,38,36,36,34,32,32,34,28,32,32,32,32,32,34,40,36,34,38,34,38,34,36,34,32,36,40,32,38,38,38,34,36,34,38,40,32,34,32,34,36,32,32,36,36,34,34,30,32,32,32,38,34,36,34,30,34,32,30,30,36,32,38,28,32,34,34,38,40,32,32,32,42,36,38,36,36,6,0,30,36,32,12,22,24,32,20,28,18,26,28,30,38,34,14,8,18,20,12,14,14,16,14,10,16,20,4,14,10,16,10,8,8,14,14,8,12,14,10,4,16,18,18,8,4,8,14,22,14,8,6,18,14,6
"81",14,18,14,4,14,16,16,10,4,6,4,36,34,36,36,32,32,30,32,34,34,38,36,38,30,36,40,36,34,36,36,36,34,34,32,30,30,32,26,30,30,30,30,30,32,38,34,32,36,32,36,32,34,32,30,34,38,30,36,36,36,32,36,32,36,38,30,32,30,32,34,30,30,34,34,32,32,28,30,30,0,34,32,2,24,28,36,18,24,16,28,32,38,34,38,10,18,18,6,10,8,10,16,6,18,20,20,10,14,4,16,12,6,10,10,12,10,18,10,20,8,6,4,18,10,12,8,20,18,14,12,12,18,6,12
"82",30,38,34,34,32,28,32,30,30,30,34,30,36,26,30,32,32,36,38,30,32,30,40,36,36,34,34,16,20,14,6,20,18,16,10,10,6,10,36,38,38,36,32,30,28,30,36,34,36,36,36,32,36,42,38,38,34,38,34,32,32,34,32,28,30,28,32,30,32,32,30,34,36,36,34,38,34,36,34,36,34,0,32,6,24,26,32,16,30,20,34,30,34,34,38,14,16,20,20,16,16,10,14,16,14,14,20,14,8,14,14,16,8,8,12,10,8,16,16,12,4,10,14,20,16,12,10,14,20,20,14,10,22,16,8
"83",28,38,38,30,34,34,34,30,38,32,38,38,28,32,34,34,34,30,32,34,32,34,32,30,28,30,32,42,36,36,32,28,36,30,34,32,34,28,36,28,28,34,32,34,40,30,30,32,38,36,36,34,32,8,4,18,14,10,8,16,18,16,14,32,30,32,32,30,28,26,28,28,30,34,32,32,26,30,34,32,32,32,0,14,26,26,34,16,26,20,24,32,34,34,36,16,16,20,20,12,8,8,14,16,12,8,22,10,14,16,10,14,12,8,14,12,10,18,10,18,16,14,18,18,18,12,10,18,12,18,12,12,20,14,10
"84",34,32,30,30,28,28,26,28,22,28,28,28,26,26,28,34,32,30,34,28,32,30,32,28,26,32,36,26,32,32,32,28,32,28,32,36,26,28,28,30,30,26,26,30,30,28,28,24,26,26,26,34,28,30,28,24,30,26,26,24,30,26,32,22,26,28,28,32,34,26,26,26,36,30,32,30,30,8,18,12,2,6,14,0,24,22,32,18,30,30,24,30,32,32,36,16,20,16,14,14,8,10,22,14,16,14,20,12,12,18,14,18,18,14,10,6,6,16,6,12,10,14,8,14,12,10,10,18,20,14,12,14,22,14,2
"85",18,16,18,28,28,26,28,26,26,24,26,28,26,32,28,30,26,26,34,32,30,30,28,30,28,28,28,22,24,26,22,22,24,22,26,22,28,32,26,24,28,28,28,24,26,28,24,30,32,22,30,30,30,26,26,24,32,32,24,24,26,24,26,22,26,26,28,28,24,24,24,22,26,32,28,30,24,20,28,22,24,24,26,24,0,26,30,12,24,30,26,34,28,36,32,16,18,20,20,12,14,14,12,16,16,4,10,14,16,14,16,12,6,8,10,16,6,16,14,4,8,14,6,22,20,10,4,20,14,16,14,14,16,18,14
"86",28,22,24,28,24,30,34,22,24,26,34,26,28,26,28,18,14,6,6,16,18,16,18,28,32,30,32,28,26,24,26,30,26,32,28,32,26,28,36,32,32,30,30,30,28,28,28,24,24,26,22,24,26,24,26,22,28,32,28,26,30,28,28,26,28,28,24,32,34,22,30,30,30,26,30,24,32,34,24,24,28,26,26,22,26,0,34,16,26,30,32,28,32,42,34,18,20,6,16,14,14,14,20,16,10,12,10,14,22,16,8,18,12,14,16,10,6,6,10,4,12,16,18,12,12,8,8,16,12,18,12,16,22,14,6
"87",26,28,28,24,24,24,22,26,36,30,30,24,20,30,22,28,26,26,24,28,22,24,28,24,30,34,22,26,26,34,28,28,26,28,14,16,16,10,4,6,8,36,34,36,36,32,32,30,32,34,34,38,36,38,30,36,40,36,34,36,36,36,34,34,32,30,30,32,26,30,30,30,30,30,32,38,34,32,36,32,36,32,34,32,30,34,0,16,34,28,30,30,30,38,34,14,18,20,14,8,14,16,20,20,8,10,10,10,24,10,10,14,14,14,16,8,8,18,10,6,14,16,12,10,12,10,10,20,16,6,10,20,20,18,6
"88",38,30,36,36,36,32,36,32,36,38,30,32,30,32,34,30,30,34,34,32,32,28,30,30,30,38,34,34,32,28,32,30,30,30,34,30,36,26,30,32,32,36,38,30,32,30,40,36,36,34,34,10,12,20,14,20,18,22,20,22,22,18,18,16,18,20,20,24,22,24,16,22,26,22,20,22,22,22,20,20,18,16,16,18,12,16,16,0,30,24,30,34,30,40,34,14,18,20,16,14,14,14,18,8,10,4,12,16,22,14,6,8,4,14,18,10,12,18,10,18,16,10,10,14,18,10,10,18,12,16,12,8,16,22,6
"89",16,16,16,18,24,20,18,22,18,22,18,20,18,16,20,24,16,22,22,22,18,22,18,22,24,16,18,16,18,20,16,16,20,20,18,18,14,16,16,16,24,20,20,18,14,18,16,16,16,20,16,22,12,16,18,18,22,24,16,18,16,26,22,22,20,20,4,16,16,18,20,26,28,26,28,24,24,22,24,28,24,30,26,30,24,26,34,30,0,24,28,30,30,34,40,20,6,12,20,16,14,14,14,10,18,8,10,20,24,8,18,12,6,8,10,4,14,20,16,22,12,14,16,12,18,8,2,18,12,12,14,14,16,12,8
"90",28,28,26,28,26,26,26,20,22,24,20,20,22,20,24,20,26,30,24,22,26,26,26,22,24,26,22,28,30,20,28,28,28,24,26,22,30,30,22,22,24,22,24,20,24,24,26,26,22,22,22,20,24,32,28,28,22,18,26,20,24,24,24,22,26,20,22,26,22,28,32,20,24,24,32,26,26,24,26,18,16,20,20,30,30,30,28,24,24,0,26,36,34,30,36,14,18,18,16,12,14,12,14,10,18,6,18,14,20,12,8,16,14,20,10,8,4,20,12,8,18,14,14,14,18,6,16,22,16,16,14,16,14,16,10
"91",22,24,30,28,30,30,30,26,30,36,32,30,28,30,28,26,26,28,24,22,24,22,24,22,24,26,24,28,30,28,26,30,28,30,26,28,28,22,30,30,24,28,28,28,24,30,26,32,30,22,26,26,26,28,24,26,28,26,28,26,24,22,24,26,34,30,30,26,22,28,24,26,26,28,22,30,22,22,28,26,28,34,24,24,26,32,30,30,28,26,0,40,30,38,38,10,18,16,16,16,6,16,20,10,12,12,10,16,12,12,12,10,18,16,16,4,8,20,8,10,10,8,8,16,18,10,22,14,16,18,16,20,16,16,10
"92",6,8,6,34,36,34,36,34,32,30,32,34,32,38,34,36,32,32,40,38,38,36,36,36,34,34,34,30,30,32,28,30,32,30,32,28,34,38,34,32,36,34,34,32,34,34,30,38,40,28,36,36,36,32,34,30,38,40,30,30,34,32,32,28,32,32,34,34,30,30,30,28,32,40,34,36,30,26,36,28,32,30,32,30,34,28,30,34,30,36,40,0,36,32,36,12,14,12,20,10,12,10,20,10,10,6,18,12,20,10,12,12,14,22,14,12,6,14,8,16,12,18,8,14,18,6,8,16,16,18,10,16,20,22,8
"93",28,30,32,40,32,34,32,34,10,4,36,34,36,36,32,32,30,32,34,34,38,36,38,30,36,40,36,34,36,36,36,34,34,32,30,30,32,26,30,30,30,30,30,32,38,34,32,36,32,36,32,34,32,30,34,38,30,36,36,36,32,36,32,36,38,30,32,30,32,34,30,30,34,34,32,32,28,30,30,30,38,34,34,32,28,32,30,30,30,34,30,36,0,34,32,10,20,16,20,10,14,6,22,14,14,12,18,10,14,16,12,18,12,14,10,10,16,10,10,6,16,16,10,14,18,12,14,20,8,18,12,12,20,18,6
"94",26,30,32,32,36,38,30,32,30,40,36,36,34,34,6,38,38,36,38,36,36,34,36,38,36,42,38,40,36,36,44,42,40,40,38,40,38,38,38,32,34,36,32,32,34,32,36,32,38,42,36,34,38,38,38,34,36,38,34,40,42,32,40,40,40,36,36,34,42,42,34,34,36,34,36,32,36,36,38,38,34,34,34,32,36,42,38,40,34,30,38,32,34,0,36,14,12,20,14,16,14,4,14,2,20,10,18,16,20,12,14,16,12,18,16,8,12,8,10,8,10,10,16,18,12,20,16,22,14,18,12,12,14,14,10
