"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135"
"95",34,36,34,38,32,34,38,34,40,44,32,34,36,44,36,38,36,38,40,36,38,38,36,36,34,36,36,38,42,40,40,34,38,42,40,38,40,40,40,38,38,36,34,34,36,30,34,34,34,34,34,36,42,38,36,40,36,40,36,38,36,34,38,42,34,40,40,40,36,38,36,40,42,34,36,34,36,38,34,34,38,38,36,36,32,34,34,34,40,36,38,36,32,36,0,14,14,14,20,14,14,14,22,16,10,10,12,16,18,10,18,12,6,12,22,12,12,12,8,16,16,4,16,14,16,12,6,18,14,20,18,18,20,14,8
"96",34,32,32,38,34,40,30,34,36,36,40,42,34,34,34,44,38,40,38,38,16,14,16,8,8,16,12,22,14,8,6,20,20,4,18,6,4,8,8,2,12,14,18,14,14,8,14,8,12,12,10,12,12,8,8,14,6,12,12,8,4,8,12,8,8,12,12,10,14,18,14,14,8,6,16,14,12,6,4,14,10,14,16,16,16,18,14,14,20,14,10,12,10,14,14,0,12,18,20,16,16,16,16,20,12,6,12,14,14,10,16,6,4,14,20,10,8,10,12,10,14,8,18,20,14,12,6,16,14,12,16,10,18,18,8
"97",12,16,18,12,18,6,16,12,8,10,10,12,10,14,12,10,8,8,8,12,4,4,10,10,20,14,10,16,22,18,10,20,16,12,14,14,16,12,16,18,16,20,14,16,16,14,12,14,14,14,14,20,20,12,12,12,18,20,16,16,12,14,14,14,16,22,22,22,18,2,16,18,14,18,18,10,14,16,20,8,18,16,16,20,18,20,18,18,6,18,18,14,20,12,14,12,0,18,16,16,10,6,20,6,12,6,10,6,14,16,16,14,6,10,14,10,10,16,10,12,12,18,6,10,14,6,18,18,14,20,10,12,16,6,10
"98",18,16,18,20,18,16,18,20,18,20,16,16,18,22,20,18,20,22,2,12,10,20,14,12,14,22,16,10,22,14,14,16,14,16,12,16,18,16,22,10,16,16,16,8,16,10,16,12,22,20,12,12,12,20,18,12,12,14,14,14,16,14,22,22,22,18,2,14,20,16,18,16,10,14,14,18,10,16,16,18,18,20,20,16,20,6,20,20,12,18,16,12,16,20,14,18,18,0,22,16,16,12,24,4,16,4,20,4,12,8,20,10,14,16,14,8,10,16,8,16,4,8,10,16,16,8,14,22,4,14,14,6,18,18,10
"99",20,16,20,18,18,22,14,16,20,22,18,16,18,22,10,8,18,12,12,16,20,18,8,22,16,14,16,14,14,14,14,16,14,22,12,14,14,16,10,14,12,16,14,22,18,14,14,14,20,20,14,14,14,12,14,14,16,20,20,20,16,4,16,20,14,16,18,10,16,16,20,10,18,14,18,20,20,18,18,20,6,20,20,14,20,16,14,16,20,16,16,20,20,14,20,20,16,22,0,16,22,8,24,12,20,10,20,14,8,12,12,10,14,14,10,16,6,14,10,14,6,14,16,12,18,18,12,16,14,12,16,22,20,14,14
"100",16,14,20,20,20,18,20,20,4,12,8,20,14,12,14,16,18,12,22,10,8,10,10,6,8,10,16,12,10,10,12,6,4,10,8,12,18,12,10,10,10,16,18,12,10,12,8,12,6,12,16,14,16,14,10,14,14,6,12,14,8,10,10,14,8,14,12,14,16,16,10,14,18,16,16,16,10,14,8,12,10,16,12,14,12,14,8,14,16,12,16,10,10,16,14,16,16,16,16,0,18,10,18,16,20,14,14,12,18,16,14,14,8,14,2,16,10,16,12,10,18,14,14,8,16,10,18,20,14,14,4,14,10,20,16
"101",10,4,16,12,12,10,12,16,10,18,10,10,8,12,6,8,6,16,12,8,8,10,6,8,8,8,10,16,12,12,12,12,14,16,12,10,10,4,12,10,10,14,12,14,12,10,12,14,10,10,12,8,12,8,12,6,12,10,12,14,14,10,12,16,14,14,14,6,12,12,10,12,14,8,12,12,12,6,12,14,8,16,8,8,14,14,14,14,14,14,6,12,14,14,14,16,10,16,22,18,0,12,16,14,22,20,22,16,18,8,6,10,6,24,10,14,10,10,18,10,10,16,10,10,18,18,16,4,14,14,2,14,12,12,10
"102",18,16,20,14,10,10,14,12,10,14,10,12,12,14,8,10,16,12,20,12,20,16,18,18,16,18,10,20,18,12,16,12,16,4,20,14,14,18,10,14,16,18,14,2,14,14,12,14,8,8,8,12,10,24,14,14,8,8,12,10,10,6,12,6,14,8,4,12,12,10,18,8,6,12,16,12,14,16,14,14,10,10,8,10,14,14,16,14,14,12,16,10,6,4,14,16,6,12,8,10,12,0,22,12,18,6,12,18,12,4,14,14,10,20,14,14,16,12,10,8,16,16,12,12,12,12,10,2,12,16,8,12,12,14,4
"103",12,4,6,14,8,16,16,16,12,14,16,14,14,8,16,14,8,12,10,12,8,14,10,10,14,8,10,12,16,12,8,10,10,8,10,12,12,8,10,14,18,12,10,2,10,16,14,16,12,6,10,10,10,2,10,10,4,14,6,4,10,12,10,10,12,12,16,22,16,10,12,22,12,20,22,22,22,22,18,16,16,14,14,22,12,20,20,18,14,14,20,20,22,14,22,16,20,24,24,18,16,22,0,8,8,20,12,18,12,8,18,12,22,24,16,10,16,18,8,18,16,20,16,16,10,8,8,14,12,16,14,10,20,16,14
"104",24,14,22,22,22,10,12,16,18,24,18,18,18,24,22,12,14,18,16,16,10,8,14,18,10,14,16,18,14,14,14,12,14,8,16,8,18,12,16,16,20,18,20,14,16,18,22,20,18,18,22,10,12,8,10,16,12,18,18,14,12,16,6,6,12,14,10,16,10,12,18,16,10,6,10,16,14,12,12,14,6,16,16,14,16,16,20,8,10,10,10,10,14,2,16,20,6,4,12,16,14,12,8,0,16,22,20,18,16,14,18,6,14,18,8,10,10,20,4,14,18,20,24,10,18,8,10,14,6,12,14,12,20,20,14
"105",2,2,4,10,14,14,4,8,20,16,12,8,12,20,12,20,16,4,12,12,14,10,14,12,14,12,8,12,14,12,14,8,12,10,8,12,14,12,12,12,10,12,16,6,4,6,12,22,12,12,14,16,16,20,10,14,6,6,16,22,14,12,8,16,12,14,16,14,12,14,4,2,6,16,22,10,8,10,8,10,18,14,12,16,16,10,8,10,18,18,12,10,14,20,10,12,12,16,20,20,22,18,8,16,0,18,22,20,14,4,14,10,14,16,18,14,10,16,10,18,18,16,14,14,18,8,18,14,4,14,4,8,14,20,14
"106",8,16,10,8,12,8,6,12,12,12,2,10,10,10,4,16,18,8,14,12,10,12,12,8,12,10,18,18,10,12,10,12,18,14,10,10,10,8,12,18,10,8,10,12,8,12,14,12,14,8,10,8,12,16,16,12,8,12,14,12,16,10,8,12,14,12,14,14,12,14,12,12,18,16,6,10,6,10,20,16,20,14,8,14,4,12,10,4,8,6,12,6,12,10,10,6,6,4,10,14,20,6,20,22,18,0,16,18,16,8,18,16,8,24,16,12,10,20,12,6,18,20,24,12,4,10,14,12,6,20,10,12,8,22,10
"107",20,18,8,6,14,20,12,18,14,18,20,20,14,12,14,16,20,20,20,18,12,22,22,18,16,22,20,14,12,12,12,14,10,8,18,20,8,10,18,22,20,18,14,10,6,10,18,18,16,10,12,14,18,18,12,18,22,18,22,18,8,14,18,18,12,18,18,14,14,14,12,18,12,18,16,18,12,22,16,20,20,20,22,20,10,10,10,12,10,18,10,18,18,18,12,12,10,20,20,14,22,12,12,20,22,16,0,14,12,16,20,8,12,22,16,6,16,14,14,10,20,12,20,14,8,8,16,10,14,16,22,6,14,14,6
"108",16,20,24,10,10,14,10,10,22,8,18,24,8,6,16,20,20,10,14,10,10,8,10,4,14,8,2,24,18,16,14,14,14,10,14,10,10,8,18,12,14,16,16,18,14,14,16,14,16,20,18,14,12,18,10,8,10,10,6,16,16,22,16,16,8,14,8,16,14,14,14,12,12,10,16,8,14,14,8,4,10,14,10,12,14,14,10,16,20,14,16,12,10,16,16,14,6,4,14,12,16,18,18,18,20,18,14,0,6,14,16,12,16,20,20,4,16,14,14,18,14,14,8,8,10,10,8,4,12,18,16,14,16,12,10
"109",22,14,6,14,12,14,18,14,12,14,14,20,10,16,12,8,10,12,16,10,10,12,14,4,10,10,12,14,18,16,16,18,14,12,16,24,18,16,16,22,26,24,16,16,10,16,16,24,18,12,8,18,20,12,22,18,18,18,12,12,10,20,14,12,14,20,14,14,20,20,16,22,16,14,12,12,22,20,22,14,14,8,14,12,16,22,24,22,24,20,12,20,14,20,18,14,14,12,8,18,18,12,12,16,14,16,12,6,0,12,16,14,16,12,16,16,6,20,10,8,18,12,14,10,20,8,12,4,12,12,10,4,8,18,14
"110",8,10,6,14,16,14,18,16,8,14,12,14,16,10,16,14,8,10,18,12,10,14,10,10,6,14,10,4,16,16,14,14,20,16,18,6,6,18,18,12,12,6,18,10,18,18,16,20,18,16,18,20,10,12,10,14,18,10,16,16,18,16,20,8,16,14,10,12,10,6,14,16,10,10,14,14,14,16,10,10,4,14,16,18,14,16,10,14,8,12,12,10,16,12,10,10,16,8,12,16,8,4,8,14,4,8,16,14,12,0,10,10,18,22,20,10,4,18,8,10,10,14,8,10,8,12,18,6,2,18,8,14,10,24,8
"111",16,20,16,18,8,6,18,18,8,8,8,18,10,18,18,16,20,18,16,18,20,10,10,12,14,18,12,16,14,18,16,20,10,16,14,8,14,12,12,14,16,12,12,12,12,12,14,6,6,14,14,22,16,12,4,14,12,14,16,14,14,14,12,8,14,8,10,12,8,10,6,12,6,8,14,12,12,10,14,16,16,14,10,14,16,8,10,6,18,8,12,12,12,14,18,16,16,20,12,14,6,14,18,18,14,18,20,16,16,10,0,6,14,18,24,16,12,20,12,14,16,18,18,12,14,16,14,12,8,14,12,8,10,16,10
"112",18,12,12,10,8,14,14,14,10,14,14,10,12,12,10,18,18,24,12,16,8,16,10,14,14,16,12,16,16,2,8,2,12,10,6,8,6,16,8,8,14,16,16,14,16,10,14,16,10,18,16,10,6,6,18,8,14,14,16,16,20,20,16,20,10,16,10,14,18,16,12,16,22,16,18,10,20,16,14,10,12,16,14,18,12,18,14,8,12,16,10,12,18,16,12,6,14,10,10,14,10,14,12,6,10,16,8,12,14,10,6,0,4,16,14,14,10,20,8,16,12,16,14,14,16,4,10,12,22,10,20,12,2,22,8
"113",8,10,8,6,14,10,8,12,16,16,16,8,4,14,16,12,8,6,16,10,16,14,16,18,18,12,16,20,14,10,12,12,16,14,14,16,18,14,16,8,16,10,8,12,8,12,12,12,12,8,10,10,10,10,2,8,18,8,14,10,12,12,16,6,10,10,10,18,18,18,14,10,18,16,16,12,18,14,10,8,6,8,12,18,6,12,14,4,6,14,18,14,12,12,6,4,6,14,14,8,6,10,22,14,14,8,12,16,16,18,14,4,0,16,18,16,10,20,8,22,14,12,12,8,12,10,14,14,14,8,14,12,10,22,12
"114",12,10,12,6,12,14,10,8,8,8,14,6,14,14,14,8,10,18,8,14,10,12,14,14,8,10,10,12,18,18,18,14,10,18,16,16,10,18,16,10,8,6,8,12,16,6,14,16,4,6,14,18,14,12,12,6,4,6,14,14,10,6,10,20,14,14,6,12,18,16,18,14,2,12,12,12,6,12,14,8,10,8,8,14,8,14,14,14,8,20,16,22,14,18,12,14,10,16,14,14,24,20,24,18,16,24,22,20,12,22,18,16,16,0,18,18,12,20,4,18,18,16,6,10,16,10,18,2,14,14,20,14,10,22,10
"115",14,16,16,22,12,12,18,12,12,18,24,20,14,16,12,12,10,16,14,8,12,10,24,18,18,14,10,12,18,18,14,10,16,16,8,14,16,20,18,8,14,16,18,10,20,20,20,16,14,14,14,8,12,8,16,10,20,22,10,4,12,18,16,10,12,12,12,14,18,12,20,22,20,10,12,12,22,18,16,14,10,12,14,10,10,16,16,18,10,10,16,14,10,16,22,20,14,14,10,2,10,14,16,8,18,16,16,20,16,20,24,14,18,18,0,16,10,14,8,20,16,22,10,12,18,16,24,6,10,18,16,16,12,14,14
"116",24,20,16,16,20,10,4,12,14,16,8,6,12,12,14,16,16,6,12,14,16,12,12,16,16,2,8,12,8,10,16,8,14,16,6,6,12,14,14,12,10,10,8,10,10,6,8,8,12,20,12,12,8,10,18,12,18,12,10,6,10,10,6,10,10,10,16,6,8,10,14,14,12,6,10,10,10,14,16,14,12,10,12,6,16,10,8,10,4,8,4,12,10,8,12,10,10,8,16,16,14,14,10,10,14,12,6,4,16,10,16,14,16,18,16,0,18,14,10,16,10,16,8,12,20,12,18,20,12,12,4,18,8,8,6
"117",16,12,18,12,12,10,14,16,18,12,16,18,16,14,10,16,10,10,6,8,14,12,12,6,14,12,12,10,8,10,16,16,6,6,8,14,14,16,16,6,12,12,14,10,14,14,18,4,12,12,12,12,16,8,12,18,6,8,10,12,12,10,8,10,10,8,10,6,10,6,10,18,8,10,8,8,16,12,14,8,10,8,10,6,6,6,8,12,14,4,8,6,16,12,12,8,10,10,6,10,10,16,16,10,10,10,16,16,6,4,12,10,10,12,10,18,0,22,8,10,16,18,12,14,18,10,24,16,20,16,14,10,8,14,12
"118",14,18,16,10,12,16,12,12,12,6,8,6,10,8,12,14,14,14,16,14,10,18,14,14,16,8,10,12,10,10,14,10,16,12,12,8,12,12,14,18,6,10,14,18,12,14,14,16,6,12,16,22,16,14,10,14,20,22,16,14,16,4,16,10,16,20,18,20,14,14,18,18,10,16,18,12,14,14,14,12,18,16,18,16,16,6,18,18,20,20,20,14,10,8,12,10,16,16,14,16,10,12,18,20,16,20,14,14,20,18,20,20,20,20,14,14,22,0,10,16,22,12,16,10,20,4,20,14,14,10,12,14,8,6,14
"119",20,14,10,14,20,20,12,10,16,4,14,16,14,22,20,22,16,12,16,20,16,18,16,10,14,12,12,12,16,18,18,14,16,10,16,18,16,20,20,10,8,12,10,12,16,12,16,16,10,14,18,18,16,22,12,16,20,22,18,18,18,22,6,12,8,16,16,16,10,14,16,14,12,12,14,14,8,14,12,14,10,16,10,6,14,10,10,10,16,12,8,8,10,10,8,12,10,8,10,12,18,10,8,4,10,12,14,14,10,8,12,8,8,4,8,10,8,10,0,12,16,20,8,16,10,12,10,8,18,16,14,12,12,10,12
"120",6,6,8,12,10,10,12,14,12,12,10,12,12,10,8,12,14,10,14,16,18,4,12,14,12,8,12,4,12,18,8,6,12,12,12,8,8,8,8,10,10,10,12,6,10,18,14,10,4,10,18,8,18,14,8,8,10,12,6,12,6,10,16,6,8,8,16,10,6,8,12,12,14,22,14,8,6,12,12,10,20,12,18,12,4,4,6,18,22,8,10,16,6,8,16,10,12,16,14,10,10,8,18,14,18,6,10,18,8,10,14,16,22,18,20,16,10,16,12,0,16,16,10,14,12,4,14,12,14,10,10,20,4,10,14
"121",14,12,6,8,12,8,12,14,6,8,10,10,8,2,16,22,14,12,14,16,12,14,16,14,8,14,10,8,12,14,20,16,2,6,14,16,18,14,12,14,16,16,14,16,18,18,12,16,20,18,10,10,10,16,16,20,22,18,14,16,8,16,8,8,10,6,8,12,10,10,4,8,8,10,10,10,4,10,8,4,8,4,16,10,8,12,14,16,12,18,10,12,16,10,16,14,12,4,6,18,10,16,16,18,18,18,20,14,18,10,16,12,14,18,16,10,16,22,16,16,0,12,12,12,8,2,10,20,6,10,14,18,10,16,8
"122",10,20,16,14,8,12,16,14,18,10,18,14,10,10,14,8,20,18,14,14,14,12,14,16,14,22,22,22,8,10,14,22,16,18,16,10,12,14,10,8,14,14,16,8,12,16,16,12,18,22,18,14,14,8,4,8,14,16,10,18,16,16,20,18,20,24,14,18,20,24,20,14,18,22,14,12,8,6,8,16,6,10,14,14,14,16,16,10,14,14,8,18,16,10,4,8,18,8,14,14,16,16,20,20,16,20,12,14,12,14,18,16,12,16,22,16,18,12,20,16,12,0,8,12,16,16,18,10,10,8,12,16,8,16,8
"123",12,14,18,14,18,14,16,12,6,10,14,8,10,14,6,18,12,14,6,8,12,6,16,20,12,10,16,12,10,14,12,10,16,12,14,14,12,14,8,14,12,14,14,8,6,12,14,20,16,20,14,14,12,6,12,12,6,6,8,10,10,14,4,14,12,10,4,10,10,14,8,20,16,16,10,6,8,4,16,18,4,14,18,8,6,18,12,10,16,14,8,8,10,16,16,18,6,10,16,14,10,12,16,24,14,24,20,8,14,8,18,14,12,6,10,8,12,16,8,10,12,8,0,12,20,22,12,20,14,10,14,10,10,18,8
"124",8,6,4,6,16,8,10,12,14,14,12,20,14,14,16,12,14,14,10,4,4,16,12,16,18,18,18,18,20,12,20,10,14,12,14,16,18,12,16,20,16,18,10,18,14,12,6,12,16,12,16,8,18,12,12,10,12,10,14,6,10,14,14,10,16,20,14,16,12,8,16,16,10,4,4,14,12,16,18,18,18,20,18,14,22,12,10,14,12,14,16,14,14,18,14,20,10,16,12,8,10,12,16,10,14,12,14,8,10,10,12,14,8,10,12,12,14,10,16,14,12,12,12,0,16,8,12,16,12,12,12,16,10,8,8
"125",14,14,10,8,6,18,6,16,14,14,18,14,18,14,14,8,12,8,14,18,16,10,16,18,16,14,10,16,14,10,8,10,12,14,16,6,16,14,10,10,12,16,14,14,18,16,18,12,14,16,18,14,14,16,12,16,12,12,10,16,14,16,14,14,6,16,16,18,18,18,10,8,12,10,12,14,12,12,16,8,10,16,18,12,20,12,12,18,18,18,18,18,18,12,16,14,14,16,18,16,18,12,10,18,18,4,8,10,20,8,14,16,12,16,18,20,18,20,10,12,8,16,20,16,0,12,8,4,6,10,8,14,16,8,12
"126",16,16,20,18,20,14,18,16,10,14,14,16,16,18,12,16,14,10,12,14,18,16,14,14,20,14,20,10,2,18,20,14,10,8,20,14,20,18,20,22,22,16,20,24,12,16,14,16,20,10,18,16,22,18,20,10,20,14,14,14,10,10,16,16,14,10,16,16,16,16,10,14,10,12,14,6,14,18,8,4,12,12,12,10,10,8,10,10,8,6,10,6,12,20,12,12,6,8,18,10,18,12,8,8,8,10,8,10,8,12,16,4,10,10,16,12,10,4,12,4,2,16,22,8,12,0,8,10,12,14,12,14,20,14,12
"127",14,6,6,18,12,14,18,16,10,8,10,18,14,16,8,12,20,12,12,14,18,24,18,24,20,10,14,12,18,12,10,10,10,10,14,14,10,6,12,10,6,2,6,16,22,10,10,12,6,10,18,12,10,14,16,10,8,10,18,18,14,8,14,20,8,12,12,14,22,20,20,16,8,16,10,14,8,6,10,8,8,10,10,10,4,8,10,10,2,16,22,8,14,16,6,6,18,14,12,18,16,10,8,10,18,14,16,8,12,18,14,10,14,18,24,18,24,20,10,14,10,18,12,12,8,8,0,12,10,16,14,24,18,20,12
"128",8,14,14,8,8,14,12,8,4,18,12,16,20,12,14,14,20,18,6,10,12,8,12,6,8,10,14,8,22,18,12,10,12,14,8,14,10,14,4,16,12,8,16,14,12,20,12,10,14,18,16,10,16,16,14,20,14,18,16,12,12,14,18,10,16,16,18,18,20,20,16,20,8,20,20,12,18,14,12,14,20,14,18,18,20,16,20,18,18,22,14,16,20,22,18,16,18,22,16,20,4,2,14,14,14,12,10,4,4,6,12,12,14,2,6,20,16,14,8,12,20,10,20,16,4,10,12,0,12,16,12,14,20,12,6
"129",14,10,14,10,14,12,8,12,12,12,14,10,10,8,8,16,16,16,14,12,14,14,16,16,14,18,16,14,16,18,16,8,8,10,16,14,20,20,16,14,18,8,14,10,6,10,8,6,12,12,8,6,8,8,10,12,18,20,14,8,10,20,14,20,18,20,22,22,16,20,24,14,14,16,16,20,10,18,16,22,18,20,12,20,14,12,16,12,12,16,16,16,8,14,14,14,14,4,14,14,14,12,12,6,4,6,14,12,12,2,8,22,14,14,10,12,20,14,18,14,6,10,14,12,6,12,10,12,0,16,14,16,16,18,6
"130",12,8,8,10,10,14,14,12,4,14,14,14,12,12,4,6,6,12,10,14,2,8,22,16,14,8,12,20,12,20,16,4,12,12,14,10,14,10,14,12,8,12,12,12,14,12,8,8,12,12,16,4,10,12,8,12,14,16,14,16,12,16,10,12,16,12,12,12,16,14,16,16,14,12,14,16,16,18,12,14,14,20,18,14,16,18,6,16,12,16,18,18,18,18,20,12,20,14,12,14,14,16,16,12,14,20,16,18,12,18,14,10,8,14,18,12,16,10,16,10,10,8,10,12,10,14,16,16,16,0,10,10,14,16,8
"131",18,16,12,20,12,10,10,10,12,16,12,14,16,12,18,6,14,10,8,6,8,12,8,12,8,14,8,10,10,12,14,12,14,14,6,8,10,10,10,24,14,14,6,6,12,8,10,6,10,8,12,8,6,12,10,12,18,6,8,12,18,10,12,14,16,10,8,8,12,12,14,12,12,12,14,10,10,14,12,8,12,14,12,12,14,12,10,12,14,14,16,10,12,12,18,16,10,14,16,4,2,8,14,14,4,10,22,16,10,8,12,20,14,20,16,4,14,12,14,10,14,12,14,12,8,12,14,12,14,10,0,4,16,18,10
"132",12,10,4,12,14,12,6,8,20,16,12,10,14,20,14,20,16,6,10,14,14,8,14,14,12,12,10,10,14,10,16,10,14,8,10,12,14,6,8,20,14,8,10,14,18,16,18,14,6,14,14,12,10,12,14,14,10,10,12,12,12,16,12,14,10,6,10,12,10,24,16,12,10,8,14,8,14,8,12,6,12,10,12,14,14,16,20,8,14,16,20,16,12,12,18,10,12,6,22,14,14,12,10,12,8,12,6,14,4,14,8,12,12,14,16,18,10,14,12,20,18,16,10,16,14,14,24,14,16,10,4,0,8,14,6
"133",14,14,16,10,12,8,10,4,8,12,16,12,16,8,10,16,14,16,16,14,16,8,22,14,14,8,10,20,12,18,14,4,12,12,12,8,12,8,14,12,6,10,10,12,12,12,10,6,22,18,16,14,14,14,8,14,10,10,6,18,12,14,16,16,18,14,14,16,14,16,20,16,16,12,16,14,18,24,18,18,18,22,20,22,16,22,20,16,16,14,16,20,20,14,20,18,16,18,20,10,12,12,20,20,14,8,14,16,8,10,10,2,10,10,12,8,8,8,12,4,10,8,10,10,16,20,18,20,16,14,16,8,0,10,10
"134",14,10,8,6,6,10,12,12,4,14,10,6,10,12,8,16,12,16,12,4,12,8,10,4,10,8,6,14,4,6,10,14,8,8,10,14,16,12,14,8,10,10,10,2,8,10,12,14,18,4,10,14,18,12,14,12,16,10,6,12,18,14,18,14,16,18,22,20,16,16,18,20,18,22,22,22,24,10,12,14,6,16,14,14,18,14,18,22,12,16,16,22,18,14,14,18,6,18,14,20,12,14,16,20,20,22,14,12,18,24,16,22,22,22,14,8,14,6,10,10,16,16,18,8,8,14,20,12,18,16,18,14,10,0,8
"135",12,8,12,12,10,10,6,10,14,10,12,12,12,10,14,10,10,14,14,14,20,10,12,14,18,18,14,12,14,12,10,6,6,6,8,6,12,8,10,8,8,6,12,8,8,14,14,16,6,10,12,18,14,16,14,16,8,8,6,14,4,2,8,12,8,10,12,10,8,8,10,6,10,6,10,6,8,6,8,6,12,8,10,2,14,6,6,6,8,10,10,8,6,10,8,8,10,10,14,16,10,4,14,14,14,10,6,10,14,8,10,8,12,10,14,6,12,14,12,14,8,8,8,8,12,12,12,6,6,8,10,6,10,8,0
