"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146"
"106",350,325,94,350,181,198,387,221,136,266,335,338,181,181,387,62,387,370,161,45,94,77,335,189,367,178,266,293,198,305,234,129,221,161,221,367,283,234,266,367,338,77,94,146,251,146,387,116,84,116,387,161,161,350,350,283,367,181,370,266,305,367,283,318,146,273,350,367,166,136,45,370,338,305,335,318,32,367,350,178,335,161,335,318,149,350,305,266,355,283,387,77,318,335,367,370,251,335,266,367,181,181,370,305,350,0,350,198,104,367,367,178,234,273,178,355,178,367,198,350,338,221,283,350,350,305,251,251,325,335,350,146,84,350,129,325,161,305,116,266,94,94,116,129,273,350
"107",45,233,367,116,454,471,439,161,454,161,94,265,422,409,471,367,439,188,318,350,335,305,94,350,283,251,318,265,471,266,116,305,161,273,318,367,146,305,273,146,454,273,335,283,367,367,471,318,266,234,471,350,305,129,318,178,251,377,233,305,129,146,146,350,283,266,305,94,471,422,305,454,265,45,178,77,350,178,266,251,94,221,283,116,454,45,77,129,471,367,282,350,305,367,94,409,367,367,161,335,454,422,377,350,350,350,0,471,454,251,62,283,161,350,367,282,283,367,439,32,409,129,335,189,77,318,178,178,422,178,234,367,350,116,266,233,234,161,266,350,367,367,350,221,77,221
"108",426,283,121,439,17,0,238,355,62,310,409,238,49,62,206,136,238,283,237,153,136,166,409,387,394,237,342,283,17,439,387,282,355,282,387,394,342,387,387,426,238,198,153,237,325,237,206,282,282,282,189,205,250,426,426,293,426,94,238,355,471,409,325,426,220,471,439,394,49,94,198,206,238,471,409,426,166,394,394,220,426,250,426,471,49,426,439,342,221,293,206,121,471,409,377,251,342,426,310,409,17,49,283,439,394,198,471,0,94,409,409,188,342,471,188,221,205,377,49,439,283,387,325,471,394,471,325,342,283,426,426,220,282,439,237,283,237,439,250,310,121,104,250,282,471,439
"109",454,221,198,454,77,94,283,325,32,370,439,234,77,77,283,166,283,266,265,149,198,181,439,293,471,282,370,189,94,409,338,233,325,265,325,471,387,338,370,471,234,181,198,250,355,250,283,220,188,220,283,265,265,454,454,387,471,77,266,370,409,471,387,422,250,377,454,471,62,32,149,266,234,409,439,422,136,471,454,282,439,265,439,422,45,454,409,370,251,387,283,181,422,439,471,266,355,439,370,471,77,77,266,409,454,104,454,94,0,471,471,282,338,377,282,251,282,471,94,454,234,325,387,454,454,409,355,355,221,439,454,250,188,454,233,221,265,409,220,370,198,198,220,233,377,454
"110",206,439,322,367,426,409,205,367,471,322,221,426,394,471,237,305,205,439,290,322,273,367,221,178,49,206,101,471,426,94,367,367,367,335,146,133,290,178,146,290,237,335,290,238,116,322,237,335,283,251,220,322,367,290,101,305,17,439,394,178,335,273,273,133,221,94,178,238,426,439,367,237,426,251,305,238,367,322,49,189,238,283,49,367,426,206,283,290,220,116,426,322,178,116,221,282,133,133,322,84,426,394,250,178,133,367,251,409,471,0,189,221,322,178,305,409,238,116,394,283,282,335,84,62,238,146,305,322,250,322,17,305,367,367,238,439,206,367,283,133,322,305,367,283,283,94
"111",17,250,322,178,426,409,394,178,471,133,32,237,394,471,426,305,394,250,290,322,273,367,32,367,238,206,290,282,426,283,178,367,178,335,335,322,101,367,335,101,426,335,290,238,305,322,426,335,283,251,409,322,367,101,290,116,206,439,205,367,146,84,84,322,221,283,367,49,426,439,367,426,237,62,116,49,367,133,238,189,49,283,238,178,426,17,94,101,409,305,237,322,367,305,32,471,322,322,133,273,426,394,439,367,322,367,62,409,471,189,0,221,133,367,305,220,238,305,394,94,471,146,273,251,49,335,116,133,439,133,206,305,367,178,238,250,206,178,283,322,322,305,367,283,94,283
"112",238,471,101,335,205,188,426,335,250,290,221,426,237,250,394,116,426,471,133,133,116,146,221,367,206,49,322,471,205,251,367,178,335,178,367,290,322,367,367,322,426,178,133,49,305,133,394,178,94,94,377,101,146,322,322,273,238,282,426,335,367,305,305,322,32,283,335,206,237,282,178,394,426,283,305,238,146,290,206,32,238,62,238,367,237,238,251,322,409,273,394,101,367,305,189,439,322,322,290,305,205,237,471,335,290,178,283,188,282,221,221,0,322,367,84,409,17,273,237,251,471,367,305,283,206,367,305,322,471,322,238,116,178,335,49,471,49,335,62,290,101,84,146,94,283,251
"113",116,181,238,161,325,342,342,77,370,32,101,104,325,370,342,206,342,181,305,189,238,266,101,234,322,322,221,149,342,350,45,318,77,350,266,322,49,234,266,133,293,266,238,290,206,290,342,350,318,350,342,305,350,116,305,49,322,370,136,266,161,133,49,273,290,318,350,133,310,370,234,325,104,161,101,84,266,133,305,322,101,350,290,129,293,116,161,32,310,238,153,221,318,290,133,370,206,290,32,322,325,325,370,350,305,234,161,342,338,322,133,322,0,318,322,121,322,322,342,161,338,77,238,350,116,350,17,17,370,101,305,290,318,161,273,181,305,161,350,221,238,238,350,318,129,350
"114",350,409,367,266,454,471,282,305,409,350,335,422,454,454,282,335,282,454,266,318,367,350,335,84,178,367,161,377,471,116,318,234,305,266,116,94,367,129,161,283,233,350,367,335,146,251,282,221,273,305,282,266,266,266,77,367,178,454,454,161,221,283,367,45,335,84,77,367,439,409,318,265,422,305,251,318,305,283,161,367,335,350,146,234,422,350,305,350,250,178,471,350,45,62,367,265,146,62,350,94,454,454,265,32,77,273,350,471,377,178,367,367,318,0,283,439,367,94,471,350,233,305,178,161,350,32,335,335,220,251,161,251,189,266,318,409,350,221,305,161,367,367,221,318,273,161
"115",322,471,101,251,205,188,426,335,250,290,305,426,237,250,394,116,426,471,49,133,116,146,305,367,290,133,322,471,205,335,367,94,335,94,367,206,322,367,367,238,426,178,133,133,305,49,394,94,178,178,377,17,62,238,238,273,322,282,426,335,283,221,305,238,116,367,251,290,237,282,178,394,426,367,221,322,146,206,290,116,322,146,322,283,237,322,335,322,409,273,394,101,283,221,273,439,322,238,290,221,205,237,471,251,206,178,367,188,282,305,305,84,322,283,0,409,101,189,237,335,471,367,305,367,290,283,305,322,471,238,322,32,94,251,133,471,133,251,146,290,101,84,62,178,367,335
"116",237,94,342,282,238,221,238,198,283,153,188,17,238,283,238,293,238,94,426,310,325,387,188,355,426,426,342,62,238,471,166,439,198,471,387,426,153,355,387,237,206,387,342,394,293,394,238,471,439,471,221,426,471,237,426,136,426,283,49,387,282,220,136,394,377,439,471,237,206,283,355,238,17,282,188,205,387,237,426,409,205,471,394,250,206,237,282,153,189,325,49,342,439,377,220,283,310,394,153,409,238,238,283,471,426,355,282,221,251,409,220,409,121,439,409,0,426,409,238,282,251,198,325,471,237,471,104,121,283,205,426,377,439,282,394,94,426,282,471,342,342,325,471,439,250,471
"117",238,471,84,335,205,205,409,335,250,290,238,426,237,250,377,133,409,471,133,133,133,146,238,367,189,32,322,471,188,251,367,178,335,178,367,273,305,367,367,305,426,178,116,32,322,116,377,178,94,94,394,101,146,322,322,290,221,282,426,335,367,322,322,322,49,283,335,189,220,282,178,394,426,283,322,238,146,273,206,49,221,62,221,367,237,238,251,322,426,290,377,101,367,322,206,439,305,305,290,322,205,237,471,335,290,178,283,205,282,238,238,17,322,367,101,426,0,290,220,251,471,367,322,283,206,367,322,305,471,305,238,133,178,335,49,471,49,335,62,290,84,101,146,94,283,251
"118",322,471,290,251,394,377,237,335,439,290,305,426,426,439,205,305,237,471,238,322,305,335,305,178,101,322,133,471,394,146,367,283,335,283,178,17,322,178,178,238,237,367,322,322,116,238,205,283,367,367,188,206,251,238,49,273,133,471,426,146,283,221,305,49,305,178,62,290,426,471,367,205,426,367,221,322,335,206,101,305,322,335,133,283,426,322,335,322,220,84,394,290,94,32,273,250,133,49,290,32,394,426,282,62,17,367,367,377,471,116,305,273,322,94,189,409,290,0,426,335,282,367,116,178,290,94,305,322,282,238,133,221,283,251,322,471,322,251,335,101,290,273,251,367,367,146
"119",394,251,136,471,49,49,189,387,94,342,426,238,17,94,221,153,189,251,205,153,121,198,426,387,409,188,310,283,32,471,387,282,387,250,355,409,293,387,355,377,238,166,104,220,342,220,221,250,282,250,238,237,282,394,394,342,377,62,206,387,439,394,310,426,237,471,471,409,32,62,198,238,238,439,426,426,198,409,426,205,409,282,409,471,49,394,471,310,238,342,221,153,471,426,426,283,325,409,342,394,49,17,251,471,426,198,439,49,94,394,394,237,342,471,237,238,220,426,0,471,283,355,310,439,426,439,342,325,251,409,394,237,282,471,237,251,205,471,282,342,136,153,282,282,471,471
"120",77,265,335,84,422,439,471,129,422,129,94,265,454,377,439,367,471,220,350,350,367,273,94,350,251,283,350,265,439,234,116,305,129,305,350,335,178,305,305,178,454,305,367,283,367,367,439,350,266,266,439,318,273,161,350,146,283,409,265,273,161,178,178,350,283,266,273,62,471,454,305,422,265,77,178,77,318,146,234,283,94,189,283,116,454,77,45,161,471,335,250,318,305,367,62,377,367,367,129,367,422,454,409,318,318,350,32,439,454,283,94,251,161,350,335,282,251,335,471,0,409,161,367,221,45,350,178,178,454,178,266,367,350,84,266,265,266,129,234,318,335,335,318,221,77,189
"121",454,266,387,409,266,283,94,370,266,370,439,234,266,221,94,355,94,221,454,338,387,325,439,149,282,471,181,234,283,265,293,377,370,409,181,282,387,104,136,471,45,325,387,439,166,439,94,454,422,454,94,454,409,454,265,387,282,221,266,136,454,471,387,233,439,233,220,471,251,266,293,77,234,454,439,422,370,471,265,471,439,409,250,377,234,454,454,370,62,198,283,370,188,250,471,32,166,250,370,282,266,266,32,265,265,338,409,283,234,282,471,471,338,233,471,251,471,282,283,409,0,370,198,220,454,265,355,355,77,439,265,439,422,409,422,266,454,454,454,181,387,387,454,377,422,220
"122",129,104,283,161,370,387,355,32,325,77,178,181,338,370,387,283,355,149,318,266,251,266,178,221,367,335,234,136,387,305,77,350,32,318,189,367,62,266,234,146,370,234,251,367,283,367,387,273,305,273,387,350,350,129,318,94,335,338,149,266,84,146,62,350,367,305,350,178,387,293,266,370,181,84,178,161,221,178,350,335,178,350,367,161,370,129,116,45,387,283,198,266,350,367,178,370,283,367,77,335,370,338,338,305,350,221,129,387,325,335,146,367,77,305,367,198,367,367,355,161,370,0,251,318,161,273,94,94,293,178,318,367,305,161,350,104,318,116,305,266,283,283,305,350,116,350
"123",290,355,238,367,342,325,121,283,387,238,305,342,310,387,153,221,121,355,290,238,189,283,305,94,133,290,17,387,342,178,283,367,283,335,62,133,206,94,62,290,153,251,206,322,32,322,153,335,367,335,136,322,367,290,101,221,101,355,310,94,335,273,189,133,305,178,178,322,342,355,283,153,342,335,305,322,283,322,133,273,322,367,133,367,342,290,367,206,136,32,342,238,178,116,305,198,49,133,238,84,342,310,166,178,133,283,335,325,387,84,273,305,238,178,305,325,322,116,310,367,198,251,0,146,322,146,221,238,166,322,101,305,367,367,322,355,290,367,367,49,238,221,367,367,367,178
"124",234,422,367,305,454,471,250,350,454,350,283,454,422,409,282,367,250,377,318,350,335,305,283,161,94,251,129,454,471,77,305,305,350,273,129,178,335,116,84,335,265,273,335,283,178,367,282,318,266,234,282,350,305,318,129,367,62,377,422,116,318,335,335,161,283,77,116,283,471,422,305,265,454,234,367,266,350,367,77,251,283,221,94,305,454,234,266,318,282,178,471,350,116,178,283,220,178,178,350,146,454,422,188,161,161,350,189,471,454,62,251,283,350,161,367,471,283,178,439,221,220,318,146,0,266,129,367,367,233,367,45,367,350,305,266,422,234,350,266,161,367,367,350,221,266,32
"125",32,265,290,129,377,394,426,129,422,84,49,220,409,422,394,322,426,265,305,305,322,318,49,350,206,238,305,265,394,234,161,350,129,350,350,290,133,350,350,133,409,350,322,238,322,322,394,350,266,266,394,273,318,116,305,101,238,454,220,318,161,133,133,305,238,266,318,17,426,454,350,377,220,77,133,32,318,101,189,238,49,234,238,161,409,32,45,116,426,290,205,273,350,322,17,422,322,322,84,322,377,409,454,318,273,350,77,394,454,238,49,206,116,350,290,237,206,290,426,45,454,161,322,266,0,350,133,133,454,133,221,322,350,129,221,265,221,129,234,273,290,290,318,266,77,234
"126",318,377,367,266,454,471,250,305,409,350,367,454,422,454,282,367,250,422,234,350,335,350,367,116,178,335,129,409,471,116,350,266,305,234,84,94,335,161,129,251,265,318,335,367,178,283,282,189,305,273,282,266,266,234,45,367,146,422,422,161,189,251,335,77,367,116,77,367,471,377,350,265,454,273,283,350,305,283,161,335,367,350,178,266,454,318,305,318,282,178,471,350,77,94,367,265,178,94,350,62,454,422,233,32,77,305,318,471,409,146,335,367,350,32,283,471,367,94,439,350,265,273,146,129,350,0,367,367,188,283,129,283,221,266,350,377,318,221,305,161,367,367,221,350,305,161
"127",133,198,238,178,342,325,342,94,387,49,84,121,342,387,342,189,342,198,322,206,221,283,84,251,322,322,238,166,342,367,62,335,94,367,283,322,49,251,283,133,310,283,238,290,189,290,342,367,335,367,325,322,367,133,322,32,322,387,153,283,178,116,32,290,273,335,367,133,310,387,251,342,121,178,84,101,283,133,322,305,101,367,290,146,310,133,178,49,293,221,153,238,335,273,116,387,206,290,49,305,342,342,387,367,322,251,178,325,355,305,116,305,17,335,305,104,322,305,342,178,355,94,221,367,133,367,0,17,387,101,322,273,335,178,290,198,322,178,367,238,238,221,367,335,146,367
"128",133,198,221,178,342,342,325,94,387,49,101,121,342,387,325,206,325,198,322,206,238,283,101,251,305,305,238,166,325,367,62,335,94,367,283,305,32,251,283,116,310,283,221,273,206,273,325,367,335,367,342,322,367,133,322,49,305,387,153,283,178,133,49,290,290,335,367,116,293,387,251,342,121,178,101,101,283,116,322,322,84,367,273,146,310,133,178,49,310,238,136,238,335,290,133,387,189,273,49,322,342,342,387,367,322,251,178,342,355,322,133,322,17,335,322,121,305,322,325,178,355,94,238,367,133,367,17,0,387,84,322,290,335,178,290,198,322,178,367,238,221,238,367,335,146,367
"129",422,189,387,454,266,283,62,325,221,370,471,266,234,266,94,387,62,234,422,370,355,370,471,136,282,439,149,221,283,220,370,454,325,422,104,282,355,181,149,439,77,338,355,471,198,471,94,377,409,377,94,454,454,422,233,387,250,234,234,181,377,439,355,265,471,220,265,471,283,189,370,77,266,377,471,454,325,471,265,439,471,454,282,454,266,422,409,338,94,198,283,370,265,282,471,77,198,282,370,250,266,234,45,220,265,325,422,283,221,250,439,471,370,220,471,283,471,282,251,454,77,293,166,233,454,188,387,387,0,471,233,471,409,454,454,189,422,409,409,181,387,387,409,454,409,265
"130",133,282,305,94,426,426,409,178,471,133,101,205,426,471,409,290,409,282,238,290,322,367,101,335,305,305,322,250,409,367,146,251,178,283,367,221,116,335,367,32,394,367,305,273,290,189,409,283,335,367,426,238,283,49,238,133,305,471,237,367,94,49,133,206,290,335,283,116,377,471,335,426,205,178,17,101,367,32,322,322,84,367,273,62,394,133,178,133,394,322,220,322,251,206,133,471,273,189,133,238,426,426,471,283,238,335,178,426,439,322,133,322,101,251,238,205,305,238,409,178,439,178,322,367,133,283,101,84,471,0,322,206,251,94,290,282,322,94,367,322,305,322,283,335,146,367
"131",189,422,322,350,409,426,205,350,454,305,238,409,377,454,237,322,205,422,273,305,290,350,238,161,49,206,84,454,426,77,350,350,350,318,129,133,290,161,129,290,220,318,290,238,133,322,237,318,266,234,237,305,350,273,84,322,17,422,377,161,318,290,290,116,238,77,161,238,426,422,350,220,409,234,322,221,350,322,32,206,238,266,49,350,409,189,266,273,237,133,426,305,161,133,238,265,133,133,305,101,409,377,233,161,116,350,234,426,454,17,206,238,305,161,322,426,238,133,394,266,265,318,101,45,221,129,322,322,233,322,0,322,350,350,221,422,189,350,266,116,322,322,350,266,266,77
"132",322,471,133,283,237,220,426,367,282,322,273,394,237,282,426,84,426,471,49,101,116,178,273,335,322,133,322,439,237,367,335,62,367,94,367,238,322,335,367,238,394,178,133,101,273,17,426,94,146,178,409,49,94,238,238,305,322,282,426,367,283,221,305,206,84,335,283,322,205,282,146,426,394,367,189,290,178,238,322,116,290,178,290,251,205,322,367,322,377,305,426,133,251,189,305,471,290,206,322,221,237,237,471,283,238,146,367,220,250,305,305,116,290,251,32,377,133,221,237,367,439,367,305,367,322,283,273,290,471,206,322,0,62,283,101,471,133,283,178,322,133,116,94,146,335,367
"133",350,409,178,266,265,282,471,305,220,350,335,422,265,265,471,146,471,454,77,129,178,161,335,273,367,178,350,377,282,305,318,45,305,77,305,283,367,318,350,283,422,161,178,146,335,62,471,32,84,116,471,77,77,266,266,367,367,265,454,350,221,283,367,234,146,273,266,367,250,220,129,454,422,305,251,318,116,283,350,178,335,161,335,234,233,350,305,350,439,367,471,161,234,251,367,454,335,251,350,283,265,265,454,221,266,84,350,282,188,367,367,178,318,189,94,439,178,283,282,350,422,305,367,350,350,221,335,335,409,251,350,62,0,266,129,409,161,221,116,350,178,178,32,129,273,350
"134",161,265,335,0,422,439,471,129,422,129,178,265,454,377,439,367,471,220,266,350,367,273,178,350,335,367,350,265,439,318,116,221,129,221,350,251,178,305,305,94,454,305,367,367,367,283,439,266,350,350,439,234,189,77,266,146,367,409,265,273,77,94,178,266,367,350,189,146,471,454,305,422,265,161,94,161,318,62,318,367,178,273,367,32,454,161,129,161,471,335,250,318,221,283,146,377,367,283,129,283,422,454,409,234,234,350,116,439,454,367,178,335,161,266,251,282,335,251,471,84,409,161,367,305,129,266,178,178,454,94,350,283,266,0,350,265,350,45,318,318,335,335,234,305,161,273
"135",221,454,133,350,220,237,426,350,265,305,206,377,220,265,426,101,426,454,116,84,133,161,206,318,238,49,305,422,237,266,318,129,350,161,350,322,322,318,350,322,377,161,133,17,290,101,426,161,45,77,426,116,161,305,305,322,238,265,409,350,350,322,322,273,17,234,350,238,205,265,129,409,377,266,290,189,161,322,221,49,206,77,206,318,188,221,266,305,394,322,426,116,318,290,238,454,290,290,305,322,220,220,454,350,305,129,266,237,233,238,238,49,273,318,133,394,49,322,237,266,422,350,322,266,221,350,290,290,454,290,221,101,129,350,0,454,32,350,77,305,133,133,161,45,234,266
"136",233,0,387,265,266,283,251,136,221,181,282,77,234,266,283,387,251,45,422,370,355,370,282,325,471,439,338,32,283,409,181,454,136,422,293,471,166,370,338,250,266,338,355,471,387,471,283,377,409,377,283,454,454,233,422,198,439,234,45,370,188,250,166,454,471,409,454,282,283,189,370,266,77,188,282,265,325,282,454,439,282,454,471,265,266,233,220,149,283,387,94,370,454,471,282,266,387,471,181,439,266,234,234,409,454,325,233,283,221,439,250,471,181,409,471,94,471,471,251,265,266,104,355,422,265,377,198,198,189,282,422,471,409,265,454,0,422,220,409,370,387,387,409,454,220,454
"137",189,422,133,350,220,237,394,350,265,305,238,409,188,265,426,133,394,422,84,116,101,161,238,350,238,17,273,454,237,266,350,161,350,129,318,322,290,350,318,290,409,129,101,49,322,133,426,129,77,45,426,116,161,273,273,322,206,233,377,350,318,290,290,305,49,266,350,238,237,233,161,409,409,234,322,221,161,322,221,17,238,77,238,350,220,189,266,273,426,322,426,116,350,322,238,454,322,322,305,290,220,188,422,350,305,161,234,237,265,206,206,49,305,350,133,426,49,322,205,266,454,318,290,234,221,318,322,322,422,322,189,133,161,350,32,422,0,350,77,305,133,133,161,77,266,266
"138",161,220,335,45,422,439,471,84,377,129,178,265,454,422,439,367,471,265,266,350,367,318,178,305,335,367,350,220,439,273,161,266,84,266,305,251,178,350,350,94,454,350,367,367,367,283,439,221,305,305,439,234,234,77,266,146,367,454,265,318,32,94,178,266,367,305,234,146,471,409,350,422,265,116,94,161,273,62,318,367,178,318,367,77,454,161,84,161,471,335,250,318,266,283,146,422,367,283,129,283,422,454,454,189,234,305,161,439,409,367,178,335,161,221,251,282,335,251,471,129,454,116,367,350,129,221,178,178,409,94,350,283,221,45,350,220,350,0,273,318,335,335,189,350,116,318
"139",266,409,146,318,233,250,471,273,188,318,283,454,265,233,439,178,471,454,161,161,178,129,283,305,251,94,350,409,250,189,350,161,273,161,305,335,367,350,350,367,454,161,178,94,367,178,439,116,32,32,439,129,129,350,350,335,283,265,454,318,305,367,367,350,94,221,318,251,282,220,161,422,454,221,367,266,84,335,234,94,283,45,283,350,265,266,189,350,471,335,439,129,350,367,251,422,367,367,318,367,233,265,454,273,318,116,266,250,220,283,283,62,350,305,146,471,62,335,282,234,454,305,367,266,234,305,367,367,409,367,266,178,116,318,77,409,77,273,0,318,146,146,84,77,221,234
"140",305,370,206,318,293,310,153,234,338,189,322,325,325,338,121,238,153,370,305,221,238,234,322,77,101,322,32,370,310,129,266,350,234,350,77,101,238,77,77,322,136,266,238,322,49,322,121,350,350,350,121,273,318,305,116,206,133,370,325,45,350,322,238,116,322,161,129,290,342,370,266,104,325,350,322,305,234,290,84,322,322,318,133,350,325,305,318,221,153,17,310,189,161,133,290,149,49,133,189,133,293,325,181,129,84,266,350,310,370,133,322,290,221,161,290,342,290,101,342,318,181,266,49,161,273,161,238,238,181,322,116,322,350,318,305,370,305,318,318,0,206,206,318,350,350,129
"141",322,387,0,335,121,121,325,251,166,206,322,342,153,166,293,49,325,387,133,49,49,62,322,283,273,116,238,387,104,335,283,178,251,178,283,273,221,283,283,305,342,94,32,116,238,116,293,178,178,178,310,101,146,322,322,206,305,198,342,251,367,322,238,322,133,367,335,273,136,198,94,310,342,367,322,322,62,273,290,133,305,146,305,367,153,322,335,238,342,206,293,17,367,322,290,355,221,305,206,322,121,153,387,335,290,94,367,121,198,322,322,101,238,367,101,342,84,290,136,335,387,283,238,367,290,367,238,221,387,305,322,133,178,335,133,387,133,335,146,206,0,17,146,178,367,335
"142",322,387,17,335,121,104,342,251,166,206,305,342,153,166,310,32,342,387,133,49,32,62,305,283,290,133,238,387,121,335,283,178,251,178,283,290,238,283,283,322,342,94,49,133,221,133,310,178,178,178,293,101,146,322,322,189,322,198,342,251,367,305,221,322,116,367,335,290,153,198,94,310,342,367,305,322,62,290,290,116,322,146,322,367,153,322,335,238,325,189,310,17,367,305,273,355,238,322,206,305,121,153,387,335,290,94,367,104,198,305,305,84,238,367,84,325,101,273,153,335,387,283,221,367,290,367,221,238,387,322,322,116,178,335,133,387,133,335,146,206,17,0,146,178,367,335
"143",350,409,146,234,233,250,471,273,188,318,367,454,265,233,439,178,471,454,77,161,178,129,367,305,335,178,350,409,250,273,350,77,273,77,305,251,367,350,350,283,454,161,178,178,367,94,439,32,116,116,439,45,45,266,266,335,367,265,454,318,221,283,367,266,178,305,234,335,282,220,161,422,454,305,283,350,84,251,318,178,367,129,367,266,265,350,273,350,471,335,439,129,266,283,335,422,367,283,318,283,233,265,454,189,234,116,350,250,220,367,367,146,350,221,62,471,146,251,282,318,454,305,367,350,318,221,367,367,409,283,350,94,32,234,161,409,161,189,84,318,146,146,0,161,305,318
"144",266,454,178,305,265,282,471,350,265,350,251,422,265,220,471,146,471,409,161,129,178,116,251,318,283,94,350,422,282,266,273,84,350,116,350,367,367,273,305,367,422,116,178,62,335,146,471,161,45,77,471,161,116,350,350,367,283,220,454,305,350,367,367,318,62,234,305,283,250,265,84,454,422,266,335,234,161,367,266,94,251,32,251,273,233,266,266,350,439,367,471,161,273,335,283,409,335,335,350,367,265,265,409,350,350,129,221,282,233,283,283,94,318,318,178,439,94,367,282,221,377,350,367,221,266,350,335,335,454,335,266,146,129,305,45,454,77,350,77,350,178,178,161,0,234,221
"145",77,220,367,161,454,471,471,116,409,161,62,233,454,454,471,335,471,265,350,318,367,350,62,273,283,283,350,188,471,221,129,318,116,350,305,367,178,318,350,178,422,350,367,251,335,335,471,305,189,221,471,350,350,161,350,178,283,454,265,350,116,178,178,318,251,189,350,94,439,409,318,454,233,32,146,45,305,178,266,283,62,266,251,129,422,77,32,161,439,367,282,350,318,335,94,454,335,335,161,367,454,454,454,305,350,273,77,471,377,283,94,283,129,273,367,250,283,367,471,77,422,116,367,266,77,305,146,146,409,146,266,335,273,161,234,220,266,116,221,350,367,367,305,234,0,266
"146",266,454,335,273,422,439,282,318,422,318,283,454,454,377,250,367,282,409,350,350,367,273,283,161,62,283,161,454,439,45,305,305,318,305,161,146,367,116,116,367,265,305,367,283,178,367,250,350,266,266,250,318,273,350,161,335,94,409,454,84,350,367,367,161,283,77,84,251,471,454,305,233,454,266,367,266,318,335,45,283,283,189,94,305,454,266,234,350,282,146,439,318,116,178,251,188,178,178,318,178,422,454,220,129,129,350,221,439,454,94,283,251,350,161,335,471,251,146,471,189,220,350,178,32,234,161,367,367,265,367,77,367,350,273,266,454,266,318,234,129,335,335,318,221,266,0
