"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146"
"61",129,188,367,77,454,471,439,116,409,161,178,265,422,454,471,367,439,233,234,350,335,350,178,305,367,335,318,220,471,305,161,266,116,234,273,283,146,350,318,62,454,318,335,367,367,283,471,189,305,273,471,266,266,45,234,178,335,422,233,350,0,62,146,266,367,305,266,178,471,377,350,454,265,84,94,161,305,94,350,335,178,350,367,77,454,129,116,129,471,367,282,350,266,283,178,454,367,283,161,251,454,422,422,221,266,305,129,471,409,335,146,367,161,221,283,282,367,283,439,161,454,84,335,318,161,189,178,178,377,94,318,283,221,77,350,188,318,32,305,350,367,367,221,350,116,350
"62",101,250,322,94,426,409,394,178,471,133,116,237,394,471,426,305,394,250,206,322,273,367,116,367,322,290,290,282,426,367,178,283,178,251,335,238,101,367,335,17,426,335,290,322,305,238,426,251,367,335,409,238,283,17,206,116,290,439,205,367,62,0,84,238,305,367,283,133,426,439,367,426,237,146,32,133,367,49,322,273,133,367,322,94,426,101,178,101,409,305,237,322,283,221,116,471,322,238,133,189,426,394,439,283,238,367,146,409,471,273,84,305,133,283,221,220,322,221,394,178,471,146,273,335,133,251,116,133,439,49,290,221,283,94,322,250,290,94,367,322,322,305,283,367,178,367
"63",101,166,238,178,342,325,310,94,387,49,116,153,310,387,342,221,310,166,290,238,189,283,116,283,322,290,206,198,342,367,94,367,94,335,251,322,17,283,251,101,342,251,206,322,221,322,342,335,367,335,325,322,367,101,290,32,290,355,121,283,146,84,0,322,305,367,367,133,342,355,283,342,153,146,116,133,283,133,322,273,133,367,322,178,342,101,178,17,325,221,153,238,367,305,116,387,238,322,49,273,342,310,355,367,322,283,146,325,387,273,84,305,49,367,305,136,322,305,310,178,387,62,189,335,133,335,32,49,355,133,290,305,367,178,322,166,290,178,367,238,238,221,367,367,178,367
"64",305,454,322,266,409,426,237,350,454,305,290,377,409,454,237,290,237,454,221,273,322,350,290,129,133,322,116,422,426,161,318,234,350,266,161,49,322,129,161,238,188,350,322,290,101,206,237,266,318,350,237,221,266,221,32,322,133,454,409,161,266,238,322,0,290,129,77,322,394,454,318,220,377,350,206,273,350,238,116,322,290,350,101,234,377,305,350,305,205,133,426,305,45,17,322,265,101,17,305,49,409,409,265,77,32,318,350,426,422,133,322,322,273,45,238,394,322,49,426,350,233,350,133,161,305,77,290,290,265,206,116,206,234,266,273,454,305,266,350,116,322,322,266,318,318,161
"65",238,471,133,367,237,220,426,367,282,322,189,394,237,282,426,84,426,471,133,101,116,178,189,335,238,49,322,439,237,283,335,146,367,178,367,322,322,335,367,322,394,178,133,17,273,101,426,178,62,94,409,133,178,322,322,305,238,282,426,367,367,305,305,290,0,251,367,238,205,282,146,426,394,283,273,206,178,322,238,32,206,94,206,335,205,238,283,322,377,305,426,133,335,273,221,471,290,290,322,305,237,237,471,367,322,146,283,220,250,221,221,32,290,335,116,377,49,305,237,283,439,367,305,283,238,367,273,290,471,290,238,84,146,367,17,471,49,367,94,322,133,116,178,62,251,283
"66",266,409,367,350,454,471,282,305,409,350,251,422,454,454,282,335,282,454,350,318,367,350,251,84,94,283,161,377,471,32,318,318,305,350,116,178,367,129,161,367,233,350,367,251,146,335,282,305,189,221,282,350,350,350,161,367,94,454,454,161,305,367,367,129,251,0,161,283,439,409,318,265,422,221,335,234,305,367,77,283,251,266,62,318,422,266,221,350,250,178,471,350,129,146,283,265,146,146,350,178,454,454,265,116,161,273,266,471,377,94,283,283,318,84,367,439,283,178,471,266,233,305,178,77,266,116,335,335,220,335,77,335,273,350,234,409,266,305,221,161,367,367,305,234,189,77
"67",350,454,335,189,422,439,282,318,422,318,367,454,454,377,250,367,282,409,266,350,367,273,367,161,146,367,161,454,439,129,305,221,318,221,161,62,367,116,116,283,265,305,367,367,178,283,250,266,350,350,250,234,189,266,77,335,178,409,454,84,266,283,367,77,367,161,0,335,471,454,305,233,454,350,283,350,318,251,129,367,367,273,178,221,454,350,318,350,282,146,439,318,32,94,335,188,178,94,318,94,422,454,220,45,45,350,305,439,454,178,367,335,350,77,251,471,335,62,471,273,220,350,178,116,318,77,367,367,265,283,161,283,266,189,350,454,350,234,318,129,335,335,234,305,350,84
"68",49,282,273,146,394,394,409,146,439,101,49,237,426,439,377,322,409,282,322,322,322,335,49,367,189,221,322,282,377,251,178,367,146,367,367,273,116,367,367,116,426,367,305,221,322,305,377,367,283,283,394,290,335,133,322,101,221,471,237,335,178,133,133,322,238,283,335,0,409,471,367,394,237,94,133,49,335,84,206,238,32,251,221,178,426,49,62,133,426,290,188,290,367,322,17,439,305,305,101,322,394,426,471,335,290,367,94,394,471,238,49,206,133,367,290,237,189,290,409,62,471,178,322,283,17,367,133,116,471,116,238,322,367,146,238,282,238,146,251,290,273,290,335,283,94,251
"69",426,283,136,471,49,49,221,387,94,342,394,206,49,94,221,121,221,283,237,121,153,198,394,355,409,220,342,251,32,471,355,250,387,282,387,409,325,355,387,409,206,198,136,188,310,188,221,282,250,282,238,237,282,426,426,342,409,94,238,387,471,426,342,394,205,439,471,409,0,94,166,238,206,471,394,394,198,409,426,237,377,282,377,439,17,426,471,342,206,342,221,153,439,394,426,283,293,377,342,426,49,49,283,471,426,166,471,49,62,426,426,237,310,439,237,206,220,426,32,471,251,387,342,471,426,471,310,293,283,377,426,205,250,471,205,283,237,471,282,342,136,153,282,250,439,471
"70",422,189,198,454,77,94,251,325,32,370,471,266,45,77,283,198,251,234,233,181,166,181,471,325,471,250,338,221,94,409,370,265,325,233,293,471,355,370,338,439,266,149,166,282,387,282,283,188,220,188,283,265,265,422,422,387,439,45,234,370,377,439,355,454,282,409,454,471,94,0,181,266,266,377,471,454,136,471,454,250,471,265,471,454,77,422,409,338,283,387,283,181,454,471,471,266,387,471,370,439,77,45,234,409,454,136,422,94,32,439,439,282,370,409,282,283,282,471,62,454,266,293,355,422,454,377,387,387,189,471,422,282,220,454,265,189,233,409,220,370,198,198,220,265,409,454
"71",350,370,94,305,181,198,387,266,181,266,335,338,181,136,387,62,387,325,161,45,94,32,335,234,367,178,266,338,198,350,189,84,266,116,266,367,283,189,221,367,338,32,94,146,251,146,387,161,129,161,387,161,116,350,350,283,367,136,370,221,350,367,283,318,146,318,305,367,166,181,0,370,338,350,335,318,77,367,350,178,335,116,335,273,149,350,350,266,355,283,387,77,273,335,367,325,251,335,266,367,181,181,325,350,350,45,305,198,149,367,367,178,234,318,178,355,178,367,198,305,293,266,283,305,350,350,251,251,370,335,350,146,129,305,129,370,161,350,161,266,94,94,161,84,318,305
"72",409,266,310,422,189,206,49,338,234,293,426,221,221,234,17,342,49,266,409,325,342,338,426,181,205,426,136,266,206,233,370,454,338,454,181,205,342,181,181,426,32,370,342,426,153,426,17,454,454,454,17,377,422,409,220,310,237,266,221,149,454,426,342,220,426,265,233,394,238,266,370,0,221,454,426,409,338,394,188,426,426,422,237,454,221,409,422,325,49,121,206,293,265,237,394,45,153,237,293,237,189,221,77,233,188,370,454,206,266,237,426,394,325,265,394,238,394,205,238,422,77,370,153,265,377,265,342,342,77,426,220,426,454,422,409,266,409,422,422,104,310,310,422,454,454,233
"73",220,77,342,265,221,238,238,181,266,136,205,0,221,266,238,310,238,77,409,293,342,370,205,338,426,426,325,45,238,454,149,422,181,454,370,426,153,338,370,237,189,370,342,394,310,394,238,454,422,454,238,409,454,220,409,153,426,266,32,370,265,237,153,377,394,422,454,237,206,266,338,221,0,265,205,188,370,237,409,426,205,454,394,233,189,220,265,136,206,342,49,325,422,394,237,266,310,394,136,426,221,221,266,454,409,338,265,238,234,426,237,426,104,422,426,17,426,426,238,265,234,181,342,454,220,454,121,121,266,205,409,394,422,265,377,77,409,265,454,325,342,342,454,422,233,454
"74",45,188,367,161,454,471,439,116,409,161,94,265,422,454,471,367,439,233,318,350,335,350,94,305,283,251,318,220,471,221,161,350,116,318,273,367,146,350,318,146,454,318,335,283,367,367,471,273,221,189,471,350,350,129,318,178,251,422,233,350,84,146,146,350,283,221,350,94,471,377,350,454,265,0,178,77,305,178,266,251,94,266,283,161,454,45,32,129,471,367,282,350,350,367,94,454,367,367,161,335,454,422,422,305,350,305,45,471,409,251,62,283,161,305,367,282,283,367,439,77,454,84,335,234,77,273,178,178,377,178,234,367,305,161,266,188,234,116,221,350,367,367,305,266,32,266
"75",133,282,322,94,426,409,426,178,471,133,84,205,426,471,426,273,426,282,238,290,305,367,84,335,322,322,322,250,426,367,146,251,178,283,367,238,133,335,367,49,394,367,322,290,273,206,426,283,335,367,409,238,283,49,238,116,322,471,237,367,94,32,116,206,273,335,283,133,394,471,335,426,205,178,0,101,367,49,322,305,101,367,290,62,394,133,178,133,377,305,237,322,251,189,116,471,290,206,133,221,426,426,471,283,238,335,178,409,439,305,116,305,101,251,221,188,322,221,426,178,439,178,305,367,133,283,84,101,471,17,322,189,251,94,290,282,322,94,367,322,322,305,283,335,146,367
"76",32,265,322,161,409,426,426,161,454,116,17,188,409,454,426,290,426,265,305,273,322,350,17,318,238,238,305,233,426,266,129,318,161,350,350,322,133,318,350,133,377,350,322,206,290,290,426,350,234,266,426,305,350,116,305,133,238,454,220,350,161,133,133,273,206,234,350,49,394,454,318,409,188,77,101,0,350,133,221,238,17,266,206,129,377,32,77,116,394,322,237,305,318,290,49,454,290,290,116,322,409,409,454,350,305,318,77,426,422,238,49,238,84,318,322,205,238,322,426,77,422,161,322,266,32,350,101,101,454,101,221,290,318,161,189,265,221,161,266,305,322,322,350,234,45,266
"77",350,325,62,318,149,166,387,189,104,234,367,370,181,149,355,94,387,370,161,77,94,45,367,221,335,178,266,325,166,273,266,161,189,161,221,335,283,266,266,367,370,77,94,178,283,178,355,116,116,116,355,129,129,350,350,251,367,181,370,234,305,367,283,350,178,305,318,335,198,136,77,338,370,305,367,350,0,335,318,178,367,129,367,350,181,350,273,266,387,251,355,45,350,367,335,338,283,367,234,367,149,181,370,273,318,32,350,166,136,367,367,146,266,305,146,387,146,335,198,318,370,221,283,350,318,305,283,283,325,367,350,178,116,318,161,325,161,273,84,234,62,62,84,161,305,318
"78",133,282,273,62,394,394,409,146,439,101,133,237,426,439,377,322,409,282,238,322,322,335,133,367,273,305,322,282,377,335,178,283,146,283,367,189,116,367,367,32,426,367,305,305,322,221,377,283,367,367,394,206,251,49,238,101,305,471,237,335,94,49,133,238,322,367,251,84,409,471,367,394,237,178,49,133,335,0,290,322,116,335,305,94,426,133,146,133,426,290,188,290,283,238,101,439,305,221,101,238,394,426,471,251,206,367,178,394,471,322,133,290,133,283,206,237,273,206,409,146,471,178,322,367,101,283,133,116,471,32,322,238,283,62,322,282,322,62,335,290,273,290,251,367,178,335
"79",221,454,290,318,377,394,237,318,422,273,238,409,409,422,205,322,237,454,305,305,322,318,238,161,17,238,116,454,394,45,350,350,318,350,161,101,322,161,161,322,220,350,322,238,133,322,205,350,266,266,205,273,318,305,116,290,49,454,409,129,350,322,322,116,238,77,129,206,426,454,350,188,409,266,322,221,318,290,0,238,238,234,49,350,409,221,234,305,237,101,394,273,161,133,206,233,133,133,273,133,377,409,265,129,84,350,266,394,454,49,238,206,305,161,290,426,206,101,426,234,265,350,133,77,189,161,322,322,265,322,32,322,350,318,221,454,221,318,234,84,290,290,318,266,266,45
"80",206,439,133,367,237,220,394,367,282,322,221,426,205,282,426,116,394,439,101,133,84,178,221,367,238,17,290,471,237,283,367,178,367,146,335,322,290,367,335,290,426,146,101,49,305,133,426,146,94,62,409,133,178,290,290,305,206,250,394,367,335,273,273,322,32,283,367,238,237,250,178,426,426,251,305,238,178,322,238,0,238,94,238,367,237,206,283,290,409,305,426,133,367,305,221,471,322,322,322,273,237,205,439,367,322,178,251,220,282,189,189,32,322,367,116,409,49,305,205,283,471,335,273,251,238,335,305,322,439,322,206,116,178,367,49,439,17,367,94,322,133,116,178,94,283,283
"81",49,282,305,178,426,426,409,178,471,133,17,205,426,471,409,290,409,282,322,290,322,367,17,335,221,221,322,250,409,283,146,335,178,367,367,305,116,335,367,116,394,367,305,189,290,273,409,367,251,283,426,322,367,133,322,133,221,471,237,367,178,133,133,290,206,251,367,32,377,471,335,426,205,94,101,17,367,116,238,238,0,283,189,146,394,49,94,133,394,322,220,322,335,290,49,471,273,273,133,322,426,426,471,367,322,335,94,426,439,238,49,238,101,335,322,205,221,322,409,94,439,178,322,283,49,367,101,84,471,84,238,290,335,178,206,282,238,178,283,322,305,322,367,251,62,283
"82",266,454,146,273,233,250,471,318,233,318,283,454,265,188,439,178,471,409,161,161,178,84,283,350,251,94,350,454,250,234,305,116,318,116,350,335,367,305,305,367,454,116,178,94,367,178,439,161,77,77,439,129,84,350,350,335,283,220,454,273,350,367,367,350,94,266,273,251,282,265,116,422,454,266,367,266,129,335,234,94,283,0,283,305,265,266,234,350,471,335,439,129,305,367,251,377,367,367,318,367,233,265,409,318,318,161,221,250,265,283,283,62,350,350,146,471,62,335,282,189,409,350,367,221,234,350,367,367,454,367,266,178,161,273,77,454,77,318,45,318,146,146,129,32,266,189
"83",238,471,305,367,426,426,220,367,471,322,206,394,426,471,220,290,220,471,322,290,322,367,206,146,32,221,133,439,409,94,335,335,367,367,178,116,305,146,178,305,205,367,305,189,101,273,220,367,251,283,237,322,367,322,133,322,32,471,426,178,367,322,322,101,206,62,178,221,377,471,335,237,394,283,290,206,367,305,49,238,189,283,0,335,394,238,283,322,205,133,409,322,146,101,238,282,84,84,322,133,426,426,282,178,133,335,283,426,439,49,238,238,290,146,322,394,221,133,409,283,250,367,133,94,238,178,290,273,282,273,49,290,335,367,206,471,238,367,283,133,305,322,367,251,251,94
"84",161,265,367,32,454,471,471,161,454,161,146,233,454,409,471,335,471,220,266,318,367,305,146,318,367,367,350,233,471,350,84,189,161,221,350,283,178,273,305,94,422,305,367,335,335,251,471,266,318,350,471,266,221,77,266,178,367,409,265,305,77,94,178,234,335,318,221,178,439,454,273,454,233,161,62,129,350,94,350,367,146,305,335,0,422,161,161,161,439,367,282,350,189,251,178,409,335,251,161,283,454,454,409,266,266,318,116,471,422,367,178,367,129,234,283,250,367,283,471,116,377,161,367,305,161,266,146,146,454,62,350,251,234,32,318,265,350,77,350,350,367,367,266,273,129,305
"85",409,266,153,454,32,49,238,370,77,325,394,189,32,77,238,121,238,266,220,104,153,181,394,338,426,237,325,234,49,454,338,233,370,265,370,426,342,338,370,426,189,181,153,205,310,205,238,265,233,265,238,220,265,409,409,342,426,77,221,370,454,426,342,377,205,422,454,426,17,77,149,221,189,454,394,377,181,426,409,237,394,265,394,422,0,409,454,325,206,342,238,136,422,394,426,266,310,394,325,426,32,32,266,454,409,149,454,49,45,426,426,237,293,422,237,206,237,426,49,454,234,370,342,454,409,454,310,310,266,394,409,205,233,454,188,266,220,454,265,325,153,153,265,233,422,454
"86",0,233,322,161,409,426,394,161,454,116,49,220,377,454,426,322,394,233,273,305,290,350,49,350,238,206,273,265,426,266,161,350,161,318,318,322,101,350,318,101,409,318,290,238,322,322,426,318,266,234,426,305,350,84,273,133,206,422,188,350,129,101,101,305,238,266,350,49,426,422,350,409,220,45,133,32,350,133,221,206,49,266,238,161,409,0,77,84,426,322,237,305,350,322,49,454,322,322,116,290,409,377,422,350,305,350,45,426,454,206,17,238,116,350,322,237,238,322,394,77,454,129,290,234,32,318,133,133,422,133,189,322,350,161,221,233,189,161,266,305,322,322,350,266,77,266
"87",77,220,335,129,422,439,471,84,377,129,94,265,454,422,439,367,471,265,350,350,367,318,94,305,251,283,350,220,439,189,161,350,84,350,305,335,178,350,350,178,454,350,367,283,367,367,439,305,221,221,439,318,318,161,350,146,283,454,265,318,116,178,178,350,283,221,318,62,471,409,350,422,265,32,178,77,273,146,234,283,94,234,283,161,454,77,0,161,471,335,250,318,350,367,62,422,367,367,129,367,422,454,454,273,318,305,77,439,409,283,94,251,161,305,335,282,251,335,471,45,454,116,367,266,45,305,178,178,409,178,266,367,305,129,266,220,266,84,189,318,335,335,273,266,32,234
"88",84,149,238,161,325,342,310,77,370,32,133,136,293,370,342,238,310,149,273,221,206,266,133,266,322,290,189,181,342,350,77,350,77,318,234,322,17,266,234,101,325,234,206,322,238,322,342,318,350,318,342,305,350,84,273,49,290,338,104,266,129,101,17,305,322,350,350,133,342,338,266,325,136,129,133,116,266,133,305,290,133,350,322,161,325,84,161,0,342,238,153,221,350,322,133,370,238,322,32,290,325,293,338,350,305,266,129,342,370,290,101,322,32,350,322,153,322,322,310,161,370,45,206,318,116,318,49,49,338,133,273,322,350,161,305,149,273,161,350,221,238,238,350,350,161,350
"89",426,283,342,471,238,221,49,387,283,342,377,206,238,283,49,293,49,283,426,310,325,387,377,166,237,426,153,251,238,282,355,439,387,471,198,237,342,166,198,426,17,387,342,394,104,394,49,471,439,471,32,426,471,426,237,325,237,283,238,198,471,409,325,205,377,250,282,426,206,283,355,49,206,471,377,394,387,426,237,409,394,471,205,439,206,426,471,342,0,136,238,342,250,188,409,94,121,205,342,220,238,238,94,282,237,355,471,221,251,220,409,409,310,250,409,189,426,220,238,471,62,387,136,282,426,282,293,310,94,394,237,377,439,471,394,283,426,471,471,153,342,325,471,439,439,282
"90",322,387,206,335,310,293,153,251,355,206,305,342,342,355,121,221,153,387,322,238,221,251,305,94,101,322,49,387,310,146,283,367,251,367,94,101,238,94,94,322,153,283,238,322,32,322,121,367,367,367,104,290,335,322,133,189,133,387,342,62,367,305,221,133,305,178,146,290,342,387,283,121,342,367,305,322,251,290,101,305,322,335,133,367,342,322,335,238,136,0,310,206,178,116,273,166,49,133,206,116,310,342,198,146,101,283,367,293,387,116,305,273,238,178,273,325,290,84,342,335,198,283,32,178,290,178,221,238,198,322,133,305,367,335,322,387,322,335,335,17,206,189,335,367,367,146
"91",237,94,293,250,206,206,221,166,251,121,237,49,238,251,189,342,221,94,426,342,342,355,237,387,377,409,342,94,189,439,198,471,166,471,387,377,136,387,387,220,238,387,325,409,342,409,189,471,471,471,206,394,439,237,426,121,409,283,49,355,282,237,153,426,426,471,439,188,221,283,387,206,49,282,237,237,355,188,394,426,220,439,409,282,238,237,250,153,238,310,0,310,471,426,205,251,325,409,121,426,206,238,283,439,394,387,282,206,283,426,237,394,153,471,394,49,377,394,221,250,283,198,342,471,205,471,153,136,283,220,426,426,471,250,426,94,426,250,439,310,293,310,439,471,282,439
"92",305,370,17,318,104,121,342,234,149,189,322,325,136,149,310,49,342,370,116,32,49,45,322,266,290,133,221,370,121,318,266,161,234,161,266,290,238,266,266,322,325,77,49,133,238,133,310,161,161,161,310,84,129,305,305,206,322,181,325,234,350,322,238,305,133,350,318,290,153,181,77,293,325,350,322,305,45,290,273,133,322,129,322,350,136,305,318,221,342,206,310,0,350,322,290,338,238,322,189,322,104,136,370,318,273,77,350,121,181,322,322,101,221,350,101,342,101,290,153,318,370,266,238,350,273,350,238,238,370,322,305,133,161,318,116,370,116,318,129,189,17,17,129,161,350,318
"93",350,454,367,221,454,471,282,350,454,350,335,422,454,409,282,335,282,409,266,318,367,305,335,129,178,367,161,422,471,161,273,189,350,221,161,94,367,84,116,283,233,305,367,335,146,251,282,266,318,350,282,266,221,266,77,367,178,409,454,116,266,283,367,45,335,129,32,367,439,454,273,265,422,350,251,318,350,283,161,367,335,305,146,189,422,350,350,350,250,178,471,350,0,62,367,220,146,62,350,94,454,454,220,77,77,318,305,471,422,178,367,367,318,45,283,439,367,94,471,305,188,350,178,116,350,77,335,335,265,251,161,251,234,221,318,454,350,266,350,161,367,367,266,273,318,116
"94",322,471,322,283,426,409,237,367,471,322,273,394,426,471,237,273,237,471,238,290,305,367,273,146,133,322,133,439,426,178,335,251,367,283,178,49,322,146,178,238,205,367,322,290,84,206,237,283,335,367,220,238,283,238,49,305,133,471,426,178,283,221,305,17,273,146,94,322,394,471,335,237,394,367,189,290,367,238,133,305,290,367,101,251,394,322,367,322,188,116,426,322,62,0,305,282,101,17,322,32,426,426,282,94,49,335,367,409,439,116,305,305,290,62,221,377,322,32,426,367,250,367,116,178,322,94,273,290,282,206,133,189,251,283,290,471,322,283,367,133,322,305,283,335,335,178
"95",49,282,290,146,394,377,426,146,439,101,32,237,426,439,394,305,426,282,322,322,305,335,32,367,206,238,322,282,394,251,178,367,146,367,367,290,133,367,367,133,426,367,322,238,305,322,394,367,283,283,377,290,335,133,322,84,238,471,237,335,178,116,116,322,221,283,335,17,426,471,367,394,237,94,116,49,335,101,206,221,49,251,238,178,426,49,62,133,409,273,205,290,367,305,0,439,322,322,101,305,394,426,471,335,290,367,94,377,471,221,32,189,133,367,273,220,206,273,426,62,471,178,305,283,17,367,116,133,471,133,238,305,367,146,238,282,238,146,251,290,290,273,335,283,94,251
"96",454,266,355,377,234,251,94,338,234,338,471,266,266,189,62,387,94,221,454,370,387,293,471,181,250,471,181,266,251,233,325,409,338,409,181,250,387,136,136,471,77,325,387,471,198,471,62,454,454,454,62,422,377,454,265,355,282,221,266,104,454,471,387,265,471,265,188,439,283,266,325,45,266,454,471,454,338,439,233,471,471,377,282,409,266,454,422,370,94,166,251,338,220,282,439,0,198,282,338,282,234,266,32,233,233,370,409,251,266,282,471,439,370,265,439,283,439,250,283,377,32,370,198,220,422,265,387,387,77,471,265,471,454,377,454,266,454,422,422,149,355,355,422,409,454,188
"97",322,387,221,367,342,342,136,283,387,238,290,310,342,387,136,206,136,387,322,206,238,283,290,62,116,305,49,355,325,178,251,335,283,367,94,116,221,62,94,305,121,283,221,273,17,273,136,367,335,367,153,322,367,322,133,238,116,387,342,94,367,322,238,101,290,146,178,305,293,387,251,153,310,367,290,290,283,305,133,322,273,367,84,335,310,322,367,238,121,49,325,238,146,101,322,198,0,84,238,133,342,342,198,178,133,251,367,342,355,133,322,322,206,146,322,310,305,133,325,367,166,283,49,178,322,178,206,189,198,273,133,290,335,367,290,387,322,367,367,49,221,238,367,335,335,178
"98",322,471,305,283,426,426,220,367,471,322,290,394,426,471,220,290,220,471,238,290,322,367,290,146,116,305,133,439,409,178,335,251,367,283,178,32,305,146,178,221,205,367,305,273,101,189,220,283,335,367,237,238,283,238,49,322,116,471,426,178,283,238,322,17,290,146,94,305,377,471,335,237,394,367,206,290,367,221,133,322,273,367,84,251,394,322,367,322,205,133,409,322,62,17,322,282,84,0,322,49,426,426,282,94,49,335,367,426,439,133,322,322,290,62,238,394,305,49,409,367,250,367,133,178,322,94,290,273,282,189,133,206,251,283,290,471,322,283,367,133,305,322,283,335,335,178
"99",116,181,206,129,293,310,342,45,338,0,133,136,325,338,310,238,342,181,305,221,238,234,133,266,290,322,221,181,310,318,77,350,45,350,266,290,49,266,266,133,325,266,238,322,238,322,310,350,350,350,310,273,318,116,305,17,322,370,136,234,161,133,49,305,322,350,318,101,342,370,266,293,136,161,133,116,234,101,273,322,133,318,322,161,325,116,129,32,342,206,121,189,350,322,101,338,238,322,0,322,293,325,370,318,273,266,161,310,370,322,133,290,32,350,290,153,290,290,342,129,370,77,238,350,84,350,49,49,370,133,305,322,350,129,305,181,305,129,318,189,206,206,318,350,161,318
"100",290,439,322,283,426,409,205,367,471,322,305,426,394,471,237,305,205,439,206,322,273,367,305,178,133,290,101,471,426,178,367,283,367,251,146,49,290,178,146,206,237,335,290,322,116,238,237,251,367,335,220,238,283,206,17,305,101,439,394,178,251,189,273,49,305,178,94,322,426,439,367,237,426,335,221,322,367,238,133,273,322,367,133,283,426,290,367,290,220,116,426,322,94,32,305,282,133,49,322,0,426,394,250,94,49,367,335,409,471,84,273,305,322,94,221,409,322,32,394,367,282,335,84,146,322,62,305,322,250,238,101,221,283,283,322,439,290,283,367,133,322,305,283,367,367,178
"101",409,266,121,422,0,17,238,338,45,293,426,221,32,45,206,153,238,266,220,136,153,149,426,370,394,237,325,266,17,422,370,265,338,265,370,394,342,370,370,426,221,181,153,237,342,237,206,265,265,265,206,188,233,409,409,310,426,77,221,338,454,426,342,409,237,454,422,394,49,77,181,189,221,454,426,409,149,394,377,237,426,233,426,454,32,409,422,325,238,310,206,104,454,426,394,234,342,426,293,426,0,32,266,422,377,181,454,17,77,426,426,205,325,454,205,238,205,394,49,422,266,370,342,454,377,454,342,342,266,426,409,237,265,422,220,266,220,422,233,293,121,121,233,265,454,422
"102",377,234,153,454,32,49,206,370,77,325,426,221,0,77,238,153,206,234,188,136,121,181,426,370,426,205,293,266,49,454,370,265,370,233,338,426,310,370,338,394,221,149,121,237,342,237,238,233,265,233,238,220,265,377,377,342,394,45,189,370,422,394,310,409,237,454,454,426,49,45,181,221,221,422,426,409,181,426,409,205,426,265,426,454,32,377,454,293,238,342,238,136,454,426,426,266,342,426,325,394,32,0,234,454,409,181,422,49,77,394,394,237,325,454,237,238,237,426,17,454,266,338,310,422,409,422,342,342,234,426,377,237,265,454,220,234,188,454,265,325,153,153,265,265,454,454
"103",422,234,387,409,266,283,62,370,266,370,471,266,234,221,94,387,62,189,422,370,355,325,471,181,282,439,149,266,283,265,325,409,370,377,149,282,355,136,104,439,77,293,355,471,198,471,94,422,454,422,94,454,409,422,233,387,250,189,234,136,422,439,355,265,471,265,220,471,283,234,325,77,266,422,471,454,370,471,265,439,471,409,282,409,266,422,454,338,94,198,283,370,220,282,471,32,198,282,370,250,266,234,0,265,265,370,377,283,266,250,439,471,370,265,471,283,471,282,251,409,32,338,166,188,454,233,387,387,45,471,233,471,454,409,454,234,422,454,454,181,387,387,454,409,454,220
"104",350,409,335,234,422,439,282,273,377,318,367,454,454,422,250,367,282,454,266,350,367,318,367,116,146,367,161,409,439,84,350,266,273,266,116,62,367,161,161,283,265,350,367,367,178,283,250,221,305,305,250,234,234,266,77,335,178,454,454,129,221,283,367,77,367,116,45,335,471,409,350,233,454,305,283,350,273,251,129,367,367,318,178,266,454,350,273,350,282,146,439,318,77,94,335,233,178,94,318,94,422,454,265,0,45,305,350,439,409,178,367,335,350,32,251,471,335,62,471,318,265,305,178,161,318,32,367,367,220,283,161,283,221,234,350,409,350,189,273,129,335,335,189,350,305,129
"105",305,454,290,234,377,394,237,318,422,273,322,409,409,422,205,322,237,454,221,305,322,318,322,161,101,322,116,454,394,129,350,266,318,266,161,17,322,161,161,238,220,350,322,322,133,238,205,266,350,350,205,189,234,221,32,290,133,454,409,129,266,238,322,32,322,161,45,290,426,454,350,188,409,350,238,305,318,206,84,322,322,318,133,266,409,305,318,305,237,101,394,273,77,49,290,233,133,49,273,49,377,409,265,45,0,350,350,394,454,133,322,290,305,77,206,426,290,17,426,318,265,350,133,161,273,77,322,322,265,238,116,238,266,234,305,454,305,234,318,84,290,290,234,350,350,129
