"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147"
"101",20876,21430,22761,22665,22719,19190,25074,9120,19172,19034,22633,22948,21714,21558,19278,9186,19412,19278,6017,20556,24178,19034,19072,18992,24210,9716,20218,20760,23104,19280,6800,20210,22197,11284,21652,25000,19260,22914,22840,19196,19258,5487,25794,22168,20250,5626,6782,22882,11382,24966,22754,19168,24136,20950,22182,22958,19228,19066,16970,22195,23002,7882,22244,23731,9650,23689,1238,19360,19434,19272,19736,19518,19312,19238,23424,23392,9419,6083,7283,23734,23776,23808,20780,20928,19454,19284,19454,20714,5644,5626,21754,19520,6270,22926,19154,23084,23158,19082,20262,23350,0,22254,21384,21458,22884,20852,22561,6252,19218,7914,22748,23082,18872,19134,19166,23136,25784,23153,22822,22948,22790,6184,24188,19446,23202,22760,22792,23087,20758,21220,20672,31774,0,14015,1238,9131,13485,1366,30594,8601,13745,7410,7410,8036,9576,5032,5014
"102",8452,11978,11280,11186,11156,9923,10582,18624,9651,9765,11152,5472,8552,8394,12772,18690,12586,12772,20206,19308,4116,9765,9837,9675,4150,17360,16649,8452,5630,12604,20188,16491,11487,22089,8546,10458,9991,7658,7500,9961,10059,21536,12730,220,16683,21976,20212,7624,22187,12202,7496,9579,3992,8610,11505,7990,9995,9833,15640,11521,2036,18928,310,9273,17294,9149,21950,12772,12930,12768,13174,12966,12638,12480,2644,2610,23310,20272,20232,9550,9674,9708,8336,8266,10418,10046,10286,8336,21328,21352,8716,10320,21518,7280,9803,2036,2194,9799,16339,2486,22254,0,8794,8952,7866,8674,10622,21542,9867,19028,10096,5286,9506,9968,9870,1850,13040,13501,10254,13361,10220,21392,3806,10128,2584,10282,10316,13467,8026,17585,8212,29986,22254,17736,21950,21212,19066,22078,31616,22542,19326,21740,21532,21098,20862,21822,21846
"103",1466,4302,8921,8827,8611,4593,11930,14684,4473,4435,8793,13132,1804,1646,7896,14750,7896,7896,17882,15778,11932,4435,4439,4091,11966,13358,12689,1686,13290,7558,17880,12379,12602,20791,1930,11552,4661,4252,3908,4563,4695,19274,7631,8608,12723,19660,17814,4218,20889,6496,4090,4435,11622,1810,12618,5606,4597,4435,19022,12670,10570,15060,8918,5921,13292,5611,21008,7710,8054,7892,7388,7180,7592,7248,10300,10266,23116,17948,17644,7000,7310,7344,1604,1652,4033,3660,3900,1570,19206,19140,2066,3900,19272,4094,4287,10384,10728,4249,12531,9956,21384,8794,0,344,5228,1909,7145,19206,4351,15126,3616,13132,3952,4415,4316,10570,7755,17256,3960,17148,3926,19084,11808,3590,10275,4052,4086,17256,1412,13659,1260,27302,21384,13420,21008,17996,14812,21136,29005,19388,15072,19863,19655,19201,19089,19648,19582
"104",1810,3958,8769,8483,8955,4249,11586,14712,4631,4159,8517,13104,1460,1618,7868,14778,8054,7868,18226,16122,11780,4407,4411,4435,11622,13702,12537,1658,12946,7282,18224,12723,12326,20447,1654,11896,4385,3908,4252,4411,4351,19302,7789,8952,12379,19772,18158,3942,20545,6152,3938,4593,11966,1466,12466,5262,4253,4091,18678,12326,10542,15134,8766,5645,13636,5955,21036,8054,7710,7548,7044,6904,7248,7592,9956,9990,23144,18292,17988,7344,7034,7000,1260,1810,3689,3384,3624,1294,19110,19044,2038,3556,19300,4252,4631,10728,10384,4593,12689,10300,21458,8952,344,0,5572,1757,7489,19234,4695,15200,3960,13290,3924,4263,4164,10728,7479,16912,3616,17120,3774,19397,11966,3934,10247,3776,3742,16980,1570,13315,1604,27450,21458,13764,21036,18340,14840,21164,29153,19416,15100,20001,19767,19229,18745,19722,19656
"105",4242,8767,4210,4116,3900,6514,9354,16380,6394,6356,4082,11476,5932,5774,9488,16446,9488,9488,19562,17394,10156,6356,6360,6012,10190,15054,14550,4462,11634,8835,18524,14240,10576,21396,5962,8976,6582,1988,1644,6484,6616,20954,9617,7680,14584,20304,18458,1954,21494,9112,1826,6356,9846,4586,10546,378,6518,6356,16954,10644,9452,16756,7990,3745,14988,3435,22508,9302,9646,9484,8665,8457,8869,8525,8560,8526,23936,19628,19428,1860,2170,2204,4380,4428,5669,5296,5536,4346,19850,19784,6098,5536,19916,1830,6208,9266,9610,6170,14392,8216,22884,7866,5228,5572,0,4685,5212,19850,6272,16822,7114,11476,5588,6051,5952,9452,9741,15230,7458,15076,7424,19728,10032,5226,8535,7454,7488,15230,4188,15520,4036,28130,22884,16552,22508,20468,17944,22636,30085,21860,18204,20301,20093,19639,19527,20292,20226
"106",443,5184,7671,7701,7981,3519,10856,13920,3677,3361,7667,11718,2117,2083,6876,13986,7062,6876,17618,15130,10222,3485,3524,3548,10380,12780,11459,224,11752,6414,17770,11801,11561,20185,2112,11009,3587,3146,3298,3400,3589,18824,7930,8642,11617,19386,17704,3112,20283,6510,2860,3671,10532,291,11453,4532,3558,3396,18416,11562,10008,14214,8364,4651,12714,4837,20558,7062,6910,6748,5884,6036,6448,6600,8781,8747,22820,17684,17534,6226,6040,6074,530,443,2248,2554,2314,464,18724,18658,2340,2381,18976,3330,3709,10194,10042,3639,11802,8933,20852,8674,1909,1757,4685,0,6527,18910,3773,14248,4122,11904,2970,2506,2606,10194,7744,16215,3970,16164,3812,18912,10532,2532,8614,3966,4000,16148,683,12585,650,27816,20852,13882,20558,18458,15088,20686,29346,19664,15348,18586,18378,17902,17480,19270,19204
"107",6283,3704,1878,1784,1568,9211,11956,18657,9057,9053,1750,7998,7566,7408,5386,18723,5386,5386,19119,13788,10766,9053,9091,8743,10800,17331,17101,6435,8156,4998,19086,16825,13872,21804,7556,11612,9279,4396,4052,9215,9279,20511,9588,10402,17135,20866,19020,4362,21902,8200,4234,9053,10456,6627,13882,5556,9249,9087,16824,13872,10290,19033,10746,4161,17265,3851,22185,5200,5544,5382,4840,4620,5032,4688,11462,11428,23755,19185,19185,5012,5322,5356,6507,6469,8461,8339,8459,6439,20412,20346,7658,8527,20478,4272,8905,10104,10448,8833,17011,11118,22561,10622,7145,7489,5212,6527,0,20412,8969,19065,6748,7998,8631,8843,8875,10290,9712,18526,7092,18344,7058,20290,10642,8183,11238,7082,7116,18458,6349,18105,6129,29534,22561,14833,22185,19299,16225,22313,27549,20691,16485,21183,20975,20521,20409,20854,20788
"108",18852,19365,20049,19825,19925,18150,22950,8320,18250,18060,19859,22270,19674,19708,18414,8254,18476,18414,4834,18910,23402,18184,18222,17998,23306,9646,18668,18880,22236,18102,1458,18578,20951,9644,19654,22922,18286,20554,20526,18284,18218,3442,24066,21384,18572,626,1392,20588,9744,23110,20522,18246,23278,18880,21002,19878,18188,18026,14366,20883,22524,9558,21542,21637,9712,21575,5014,18352,18380,18218,17876,17724,18068,18040,22392,22426,8278,4768,3568,20900,20962,20928,18660,18976,17544,17390,17610,18660,1420,1354,19750,17610,66,20684,18160,22462,22490,18088,18702,22364,6252,21542,19206,19234,19850,18910,20412,0,18224,9458,20900,22332,17806,18056,18088,22586,24004,22149,20928,22138,21024,1069,23402,17582,22360,20908,20874,22149,18756,19542,18598,30278,6252,12544,5014,7528,11152,5142,29409,6136,11282,5466,5232,4606,6962,1304,1238
"109",3365,8114,9686,9784,9376,694,13581,11760,348,536,9750,13342,5055,4897,4222,11826,4222,4222,17820,12596,12364,536,348,260,12398,10434,9084,3551,13500,5774,16866,8740,10528,20070,5017,13271,310,5925,5581,472,378,19212,10652,9715,9118,18678,16832,5891,20004,9518,5955,536,12054,3709,10524,6582,506,604,20402,10562,11708,12136,9991,7431,10368,7121,18842,4036,4380,4478,6332,6124,5808,5464,10621,10587,22119,17886,17686,7903,8213,8247,3435,3551,2762,2390,2630,3435,18192,18158,4927,2664,18258,5733,128,11522,11866,384,8960,10277,19218,9867,4351,4695,6272,3773,8969,18224,0,12236,6824,13342,1850,2312,2214,11708,10776,15182,7168,15020,7134,18070,12240,2286,10561,7164,7198,15148,3311,10020,3125,28356,19218,15893,18842,18654,17285,18778,29956,20046,17285,18462,18254,17800,17688,18634,18600
"110",14140,17940,19481,19385,19439,12208,20672,1338,12190,12052,19353,21780,15560,15404,15210,1272,15344,15210,11192,16458,21452,12052,12090,12010,21484,1802,13206,14024,21936,14852,10022,13198,19009,16254,15558,20598,12278,16588,16514,12214,12276,10662,21456,18942,13238,8832,9988,16556,16354,20184,16428,12186,21410,14214,18990,16896,12246,12084,21436,19007,20676,100,19018,18347,1868,18305,9152,15292,15366,15204,15408,15202,14884,14810,19736,19704,13810,11126,10926,18614,18656,18688,13974,14192,12410,12038,12278,13908,8866,8832,15530,12344,9492,16600,12172,20758,20832,12100,13250,19662,7914,19028,15126,15200,16822,14248,19065,9458,12236,0,17574,21914,11498,11962,11862,20810,21446,20581,17648,20372,17616,9406,21462,12270,19646,17646,17678,20515,13952,14208,13866,29158,7914,16910,9152,11894,16380,9280,30332,11364,16510,10058,10058,10684,12224,8254,8220
"111",3878,4644,8562,8472,8252,7067,13782,17166,6916,6917,8438,12934,2500,2342,7357,17232,7357,7359,19246,15446,10585,6909,6950,6607,10619,15840,15137,4030,13092,6926,19574,14861,13729,22451,2652,13438,7134,6066,5722,7072,7134,20638,5302,9876,15171,21354,19508,6032,22547,3410,5908,6909,10275,4222,13744,7458,7106,6951,20236,13729,8310,17542,10220,4682,15774,4372,22372,7173,7517,7360,6768,6548,6960,6616,12168,12134,24673,19312,19368,5664,5974,6008,4086,4064,6246,6108,6244,4018,20900,20834,2748,6312,20966,5942,6762,8124,8468,6689,15047,11824,22748,10096,3616,3960,7114,4122,6748,20900,6824,17574,0,12934,6400,6628,6660,8310,5426,18383,344,18206,310,20778,10461,5968,11944,496,530,18315,3928,16141,3708,26817,22748,13164,22372,17740,14556,22496,27487,19132,14810,21422,21214,20760,20648,21342,21276
"112",11846,10130,8538,8636,8414,13574,14246,21646,13058,13432,8602,186,13486,13328,10374,21644,10188,10278,21066,17430,3028,13416,13278,13308,3062,20314,20076,11812,344,10282,20980,19986,12700,22707,13476,14088,13466,11134,10976,13498,13466,22396,14808,5438,20110,22766,21002,11100,22839,13330,11164,13230,2904,12004,12734,11634,13532,13466,16478,12700,5088,21950,5596,10853,20316,10729,22778,10278,10436,10466,10494,10646,10316,10158,3822,3788,23080,21064,21064,11027,11151,11185,12244,11660,13458,13696,13456,12176,22120,22142,13352,13524,22310,10824,13374,5088,5246,13382,19800,3664,23082,5286,13132,13290,11476,11904,7998,22332,13342,21914,12934,0,13200,13052,13084,4902,15118,14714,13092,14556,13058,22184,2718,13366,3598,13082,13116,14646,11900,21080,12052,32712,23082,19130,22778,22428,20460,22714,30857,23758,20494,22635,22427,21993,21757,22614,22636
"113",2966,7404,8883,8789,8945,1720,12904,11234,1752,1562,8755,13014,4284,4126,5402,11300,5588,5402,17002,13416,11944,1562,1600,1624,11978,10032,9562,2746,13172,4114,16572,9658,9970,20032,4280,12932,1788,5312,5340,1724,1788,18270,10230,9472,9596,18220,16538,5278,20130,8908,5150,1748,12006,2938,9948,5560,1758,1596,20054,9970,11102,11466,9444,7069,9966,7131,18640,5588,5560,5398,4672,4464,4148,4176,10232,10198,21364,17068,16868,7380,7318,7352,2698,2966,914,540,780,2630,17526,17492,4382,848,17840,5374,1786,11288,11260,1714,9658,10260,18872,9506,3952,3924,5588,2970,8631,17806,1850,11498,6400,13200,0,464,364,11288,10168,14624,6372,14410,6338,17776,12006,876,10140,6368,6402,14556,2726,10566,2692,28092,18872,15680,18640,17836,16948,18768,29612,19104,17208,18906,18698,18284,17924,18072,18038
"114",2949,7500,8847,8877,9157,2058,13242,11634,2216,1900,8843,12866,4623,4589,5614,11700,5800,5614,17264,13628,11548,2024,2063,2087,11706,10494,9778,2730,12900,4202,16884,10120,10069,20220,4618,13395,2126,5652,5804,1939,2128,18470,10436,9936,9936,18532,16850,5618,20318,9016,5366,2210,11858,2797,9923,5898,2097,1935,20242,10070,11322,11928,9658,7157,10428,7343,18840,5800,5648,5486,4400,4552,4236,4388,10091,10057,21614,17330,17180,7592,7406,7440,3036,2949,574,880,640,2970,17838,17804,4846,707,18090,5836,2248,11508,11356,2178,10121,10243,19134,9968,4415,4263,6051,2506,8843,18056,2312,11962,6628,13052,464,0,100,11508,10250,14723,6476,14634,6318,18026,11858,858,9924,6472,6506,14656,3189,10904,3156,28422,19134,15948,18840,18104,17154,18968,29802,19310,17414,18690,18482,18006,17584,18384,18350
"115",2850,7532,8879,8909,9189,1960,13144,11536,2116,1802,8875,12898,4524,4490,5646,11602,5832,5646,17296,13660,11580,1926,1964,1988,11738,10396,9678,2630,12932,4234,16916,10022,9970,20252,4520,13296,2028,5552,5704,1840,2028,18502,10536,9836,9836,18564,16882,5518,20350,9048,5266,2112,11890,2698,9824,5800,1998,1836,20274,9970,11354,11830,9560,7189,10330,7375,18872,5832,5680,5518,4432,4584,4268,4420,9992,9958,21646,17362,17212,7624,7438,7472,2938,2850,674,780,540,2870,17870,17836,4746,608,18122,5738,2150,11540,11388,2078,10022,10144,19166,9870,4316,4164,5952,2606,8875,18088,2214,11862,6660,13084,364,100,0,11540,10350,14624,6508,14534,6350,18058,11890,760,10024,6504,6538,14556,3090,10806,3056,28456,19166,15980,18872,18136,17186,19000,29902,19342,17446,18790,18582,18106,17684,18416,18382
"116",10136,11572,10950,10860,10826,11765,12202,20474,11428,11615,10826,5088,10288,10130,12327,20540,12141,12329,21068,19030,2563,11607,11648,11491,2597,19210,18431,10102,5246,12086,21232,18341,12879,23119,10316,12044,11832,9206,9048,11770,11832,22398,11896,2002,18465,23020,21256,9172,23215,10862,9048,11421,2439,10294,12896,9610,11804,11649,16524,12879,186,20778,2160,7766,19144,7642,22832,12329,12487,12330,12684,12464,12120,11962,4222,4188,24227,21134,21286,7946,8070,8104,10166,9950,11938,11808,11936,10098,22372,22396,10412,12004,22562,8896,11646,186,344,11573,18155,4064,23136,1850,10570,10728,9452,10194,10290,22586,11708,20810,8310,4902,11288,11508,11540,0,12206,14893,8468,14718,8434,22436,2253,11846,3998,8496,8530,14825,9822,19435,9974,30889,23136,18446,22832,21922,19776,22956,31539,23252,20030,22954,22746,22312,22076,22866,22890
"117",8063,8800,10770,10804,10956,10559,15788,21056,10622,10435,10770,14932,6019,6109,11661,21122,11847,11539,22550,20230,12720,10649,10469,10746,12630,19978,18781,7844,14842,11138,22926,18999,14605,25049,6170,16065,10466,7826,8102,10591,10468,23694,310,13008,18691,24542,22860,7792,25021,3092,8040,10835,12906,7787,14744,9464,10501,10470,21816,14606,12020,21412,12854,7162,19912,7472,25428,11725,11449,11540,10980,10760,11172,11448,13682,13648,26439,22616,22792,8702,8392,8426,7604,8063,9744,9628,9810,7538,23880,23814,6330,9877,24070,8134,10776,12206,11930,10803,19000,13958,25784,13040,7755,7479,9741,7744,9712,24004,10776,21446,5426,15118,10168,10250,10350,12206,0,19259,5150,19331,5240,24099,12906,10152,13639,5302,5336,19192,7881,19659,7848,25727,25784,16288,25428,20864,17432,25304,26111,22008,17500,24608,24400,23862,23378,24426,24360
"118",16268,19482,17916,17822,18102,15026,16720,20161,15182,14968,17856,14528,16677,16835,17956,20159,18142,17892,21418,22352,13314,15184,14962,15244,13156,19083,19306,16116,14370,17492,21069,19492,4654,24002,16801,17030,14872,15230,15574,15026,14838,22494,19569,13501,19148,22687,21073,15264,24066,18509,15452,15370,13500,15924,4812,14920,14868,14900,21772,4654,14707,20583,13315,16545,19085,16855,22731,18078,17734,17830,17708,17748,17458,17802,11504,11538,22760,21416,21316,16530,16220,16186,15958,16268,14879,14814,14814,15992,21955,21959,16891,14746,22145,15574,15246,14893,14549,15370,19458,11848,23153,13501,17256,16912,15230,16215,18526,22149,15182,20581,18383,14714,14624,14723,14624,14893,19259,0,18039,226,18197,22242,13500,15124,11795,18129,18095,68,16268,20084,16302,32075,23153,21812,22731,21348,22888,22667,33783,22424,22854,23127,22893,22355,21871,22567,22571
"119",4222,4300,8410,8128,8596,6723,13438,17194,7074,6641,8162,12906,2156,2314,7329,17260,7515,7331,19590,15790,10433,6881,6922,6951,10275,16184,14985,4002,12748,6650,19918,15205,13453,22107,2376,13782,6858,5722,6066,6920,6790,20666,5460,10220,14827,21466,19852,5756,22203,3066,5756,7067,10619,3878,13592,7114,6762,6607,19892,13385,8282,17616,10068,4406,16118,4716,22400,7517,7173,7016,6424,6272,6616,6960,11824,11858,24701,19656,19712,6008,5698,5664,3742,4222,5902,5832,5968,3742,20804,20738,2720,5968,20994,6100,7106,8468,8124,7033,15205,12168,22822,10254,3960,3616,7458,3970,7092,20928,7168,17648,344,13092,6372,6476,6508,8468,5150,18039,0,18178,158,21091,10619,6312,11916,220,186,18039,4086,15797,4052,26965,22822,13508,22400,18084,14584,22524,27635,19160,14838,21560,21326,20788,20304,21416,21350
"120",16160,19623,17818,17916,17880,15182,16882,20176,14986,15054,17882,14370,16885,16727,17760,20174,17946,17696,21216,22152,13280,15024,14834,15116,13314,18906,19230,15940,14528,17525,20866,19326,4812,24130,16907,16910,14958,15362,15390,15022,14958,22484,19393,13327,19264,22552,20870,15328,24194,18652,15392,15210,13342,16132,4778,15048,15056,15088,21892,4812,14532,20408,13299,16609,18908,16671,22716,17882,17854,17950,17809,17781,17559,17587,11730,11696,22794,21214,21114,16308,16246,16280,16132,16160,14982,14848,14848,16064,21820,21824,16715,14916,22134,15424,15084,14718,14690,15176,19326,11758,22948,13361,17148,17120,15076,16164,18344,22138,15020,20372,18206,14556,14410,14634,14534,14718,19331,226,18178,0,18144,22070,13342,14944,11638,18200,18234,158,16160,20234,16126,31976,22948,21632,22716,21146,22900,22652,33653,22414,22866,22985,22777,22363,22003,22366,22370
"121",4188,4458,8252,8286,8562,6881,13596,17290,7040,6731,8252,12872,2314,2280,7295,17356,7481,7297,19556,15756,10275,6847,6888,6917,10433,16150,14827,3968,12906,6740,19884,15171,13543,22265,2466,13748,6948,5880,6032,6762,6948,20762,5426,10186,14985,21500,19818,5846,22361,3224,5598,7033,10585,4036,13434,7272,6920,6765,20050,13543,8248,17584,9910,4496,16084,4682,22496,7483,7331,7174,6582,6362,6774,6926,11982,11948,24797,19622,19678,5974,5788,5822,3900,4188,6060,5922,6058,3832,20838,20772,2686,6126,21090,6066,7072,8434,8282,6999,15171,12134,22790,10220,3926,3774,7424,3812,7058,21024,7134,17616,310,13058,6338,6318,6350,8434,5240,18197,158,18144,0,21026,10585,6278,11882,310,344,18129,4052,15955,4018,26999,22790,13474,22496,18050,14680,22620,27669,19256,14934,21568,21360,20884,20462,21384,21318
"122",18730,19528,20051,19988,19803,18281,23113,9357,18158,18123,19954,22184,19837,19710,18388,9291,18388,18388,4712,18760,23314,18154,18192,17844,23379,9492,18638,18882,22311,18169,1204,18424,20976,9741,19749,22800,18349,20717,20404,18254,18349,4511,24006,21172,18703,1036,1270,20683,9841,23273,20524,18154,23066,19043,20934,20041,18319,18157,14529,20976,22436,9506,21454,21732,9558,21453,6035,18202,18515,18353,18039,17819,18203,17890,22465,22431,9245,4646,3446,20778,21057,21091,18823,18916,17707,17485,17705,18755,970,1036,19752,17773,1003,20624,18006,22250,22563,17934,18610,22152,6184,21392,19084,19397,19728,18912,20290,1069,18070,9406,20778,22184,17776,18026,18058,22436,24099,22242,21091,22070,21026,0,23252,17460,22272,21003,21037,22174,18696,19673,18476,30714,6184,12422,6035,7406,12221,6163,29845,7205,12351,5718,5510,5543,6993,1152,1218
"123",10474,12662,11120,11216,10996,12470,12782,21192,11960,12333,11182,2904,12150,11992,12806,21192,12620,12715,22108,19634,310,12312,12180,12209,344,19862,19149,10440,3062,12666,22048,19059,11486,23741,12140,12624,12364,9600,9442,12395,12364,23438,12596,3958,19183,23836,22072,9566,23871,11226,9628,12126,186,10632,11520,10190,12429,12367,17310,11486,2439,21496,4116,8303,19862,8179,23884,12715,12873,12902,12878,13030,12700,12542,2256,2222,24221,22108,22108,8483,8607,8641,10872,10288,12276,12514,12274,10804,23188,23212,12016,12342,23378,9290,12271,2439,2597,12278,18873,2098,24188,3806,11808,11966,10032,10532,10642,23402,12240,21462,10461,2718,12006,11858,11890,2253,12906,13500,10619,13342,10585,23252,0,12184,2032,10609,10643,13432,10528,20153,10680,31956,24188,20118,23884,23528,21448,23822,32431,24858,21482,23366,23158,22724,22488,23682,23706
"124",2124,7336,8807,8713,8497,2528,12880,11794,2442,2370,8679,13366,4294,4136,6054,11860,6054,6054,16604,13696,12308,2370,2442,2094,12342,10468,10438,2310,13524,4766,16256,10094,10470,20072,4256,12570,2596,5356,5012,2566,2664,17996,10028,9976,10472,18036,16190,5322,20170,8852,5194,2370,11998,2468,10448,5536,2600,2438,20078,10504,11846,12170,10252,6993,10402,6683,19070,5868,6212,6050,4236,4388,4800,4456,10578,10544,21508,16670,16520,6932,7242,7276,2674,2310,476,584,344,2674,17582,17516,4426,378,17648,5164,2222,11660,12004,2218,10314,10234,19446,10128,3590,3934,5226,2532,8183,17582,2286,12270,5968,13366,876,858,760,11846,10152,15124,6312,14944,6278,17460,12184,0,10518,6308,6342,15090,2550,11374,2364,27824,19446,15288,19070,17444,16680,19198,29336,18836,16940,18292,18084,17630,17518,18024,17958
"125",8809,13106,11508,11606,11570,10605,11098,19448,10465,10465,11572,3412,10607,10449,13297,19446,13483,13201,21272,20123,1970,10447,10312,10528,2004,18178,17283,8590,3570,13224,21068,17377,9781,22583,10602,11127,10499,7916,7944,10532,10501,22540,13701,2552,17317,22774,21092,7882,22715,12531,7946,10633,2032,8781,9815,8506,10566,10500,16274,9782,3812,19680,2522,9327,18180,9389,22970,13387,13359,13389,13408,13560,13258,13286,291,257,23260,21270,21120,9809,9747,9781,9020,8809,10358,10664,10424,8954,22022,22046,10480,10491,22336,7976,10593,3998,3970,10601,17378,319,23202,2584,10275,10247,8535,8614,11238,22360,10561,19646,11944,3598,10140,9924,10024,3998,13639,11795,11916,11638,11882,22272,2032,10518,0,11912,11946,11728,9049,18285,9016,31058,23202,19516,22970,22924,20784,22906,32552,24192,20818,21896,21688,21274,20914,22568,22592
"126",4218,4472,8400,8186,8586,6787,13502,17258,7070,6637,8152,12896,2376,2466,7319,17324,7505,7321,19526,15780,10423,6877,6918,6947,10333,16180,14981,3998,12806,6640,19830,15201,13475,22087,2156,13778,6854,5786,6062,6916,6854,20670,5612,10248,14891,21446,19764,5752,22183,3286,5752,7063,10609,3942,13614,7178,6826,6671,19872,13475,8310,17614,10096,4396,16114,4706,22404,7507,7231,7074,6482,6262,6674,6950,11888,11854,24681,19592,19624,5998,5688,5722,3806,4218,5966,5828,5964,3738,20784,20718,2500,6032,20974,6096,7102,8496,8220,7029,15201,12164,22760,10282,4052,3776,7454,3966,7082,20908,7164,17646,496,13082,6368,6472,6504,8496,5302,18129,220,18200,310,21003,10609,6308,11912,0,34,18061,4082,15861,4048,27185,22760,13288,22404,17864,14432,22528,27855,19008,14686,21622,21414,20876,20392,21330,21264
"127",4252,4438,8434,8152,8620,6753,13468,17224,7104,6671,8186,12930,2342,2500,7353,17290,7539,7355,19560,15814,10457,6911,6952,6981,10299,16214,15015,4032,12772,6674,19864,15235,13509,22053,2190,13812,6888,5752,6096,6950,6820,20636,5646,10282,14857,21412,19798,5786,22149,3252,5786,7097,10643,3908,13648,7144,6792,6637,19838,13441,8344,17646,10130,4430,16148,4740,22370,7541,7197,7040,6448,6296,6640,6984,11854,11888,24647,19626,19658,6032,5722,5688,3772,4252,5932,5862,5998,3772,20750,20684,2534,5998,20940,6130,7136,8530,8186,7063,15235,12198,22792,10316,4086,3742,7488,4000,7116,20874,7198,17678,530,13116,6402,6506,6538,8530,5336,18095,186,18234,344,21037,10643,6342,11946,34,0,18095,4116,15827,4082,27151,22792,13322,22370,17898,14398,22494,27821,18974,14652,21614,21380,20842,20358,21362,21296
"128",16268,19482,17848,17822,18034,15060,16754,20195,15114,14934,17788,14460,16745,16835,17888,20193,18074,17824,21350,22284,13246,15150,14962,15244,13156,19049,19238,16048,14370,17424,21001,19458,4654,24002,16767,17030,14838,15230,15506,15026,14838,22494,19502,13433,19148,22687,21005,15196,24066,18509,15384,15336,13432,15992,4812,14954,14936,14968,21772,4654,14639,20551,13281,16477,19051,16787,22731,18010,17734,17830,17708,17680,17458,17734,11572,11538,22760,21348,21248,16462,16152,16186,15992,16268,14880,14746,14746,15924,21955,21959,16823,14814,22145,15540,15212,14825,14549,15302,19458,11848,23087,13467,17256,16980,15230,16148,18458,22149,15148,20515,18315,14646,14556,14656,14556,14825,19192,68,18039,158,18129,22174,13432,15090,11728,18061,18095,0,16268,20118,16234,32109,23087,21744,22731,21280,22888,22667,33784,22424,22854,23102,22894,22356,21872,22501,22505
"129",426,5308,7927,7833,7803,3367,10704,13582,3061,3209,7799,12086,1930,1772,6884,13648,6698,6884,17390,14952,10838,3209,3213,3051,10872,12318,11463,460,12244,6546,17492,11339,11614,20217,1960,10512,3435,3026,2868,3337,3469,18720,7571,8212,11497,19190,17426,2992,20315,6622,2864,3023,10714,584,11630,4380,3371,3209,18448,11682,10008,13886,8336,4783,12252,4659,20454,6884,7042,6880,6376,6168,6580,6422,9074,9040,22666,17456,17256,6048,6172,6206,378,240,2807,2434,2674,344,18632,18566,2096,2674,18822,2682,3247,10008,10166,3209,11119,8916,20758,8026,1412,1570,4188,683,6349,18756,3311,13952,3928,11900,2726,3189,3090,9822,7881,16268,4086,16160,4052,18696,10528,2550,9049,4082,4116,16268,0,12433,220,27544,20758,13648,20454,18224,14978,20582,29247,19554,15238,18917,18709,18275,18039,19126,19060
