'hits','time','dataset','length'
9,0.265641927719116,"Vinther2008.nex",76
8,0.2656409740448,"Vinther2008.nex",76
10,0.921924829483032,"Vinther2008.nex",76
6,0.140635013580322,"Vinther2008.nex",76
60,2.73086595535278,"Vinther2008.nex",76
4,0.187513113021851,"Vinther2008.nex",76
11,0.343770980834961,"Vinther2008.nex",76
200,7.08733606338501,"Vinther2008.nex",76
8,0.250014066696167,"Vinther2008.nex",76
5,0.187515020370483,"Vinther2008.nex",76
12,0.843796968460083,"Vinther2008.nex",76
12,0.406275987625122,"Vinther2008.nex",76
8,0.6094069480896,"Vinther2008.nex",76
4,0.0937540531158447,"Vinther2008.nex",76
2,0.0312530994415283,"Vinther2008.nex",76
7,0.171887874603271,"Vinther2008.nex",76
3,0.0156278610229492,"Vinther2008.nex",76
60,3.09391403198242,"Vinther2008.nex",76
16,0.453150987625122,"Vinther2008.nex",76
11,0.609412908554077,"Vinther2008.nex",76
8,0.312520027160645,"Vinther2008.nex",76
5,0.093757152557373,"Vinther2008.nex",76
15,0.953176975250244,"Vinther2008.nex",76
15,0.312518119812012,"Vinther2008.nex",76
25,0.889986991882324,"Vinther2008.nex",76
10,0.218762874603271,"Vinther2008.nex",76
60,2.58099389076233,"Vinther2008.nex",76
9,0.75003981590271,"Vinther2008.nex",76
7,0.343771934509277,"Vinther2008.nex",76
9,1.20319008827209,"Vinther2008.nex",76
15,1.46883201599121,"Vinther2008.nex",76
13,0.484403133392334,"Vinther2008.nex",76
14,0.468775987625122,"Vinther2008.nex",76
6,0.187512159347534,"Vinther2008.nex",76
200,8.57266712188721,"Vinther2008.nex",76
200,8.03148102760315,"Vinther2008.nex",76
200,7.54090809822083,"Vinther2008.nex",76
10,0.765269041061401,"Vinther2008.nex",76
6,0.640662908554077,"Vinther2008.nex",76
10,0.218765020370483,"Vinther2008.nex",76
11,0.625036001205444,"Vinther2008.nex",76
6,0.250014066696167,"Vinther2008.nex",76
12,0.406270027160645,"Vinther2008.nex",76
16,1.96860694885254,"Vinther2008.nex",76
10,0.296892166137695,"Vinther2008.nex",76
10,0.390644788742065,"Vinther2008.nex",76
11,0.43752384185791,"Vinther2008.nex",76
11,0.515655040740967,"Vinther2008.nex",76
6,0.2656409740448,"Vinther2008.nex",76
15,0.531276941299438,"Vinther2008.nex",76
40,1.89072513580322,"Vinther2008.nex",76
25,0.937548875808716,"Vinther2008.nex",76
8,0.15625786781311,"Vinther2008.nex",76
60,2.77412104606628,"Vinther2008.nex",76
7,0.343767881393433,"Vinther2008.nex",76
13,0.436311960220337,"Vinther2008.nex",76
7,0.546905994415283,"Vinther2008.nex",76
40,1.61869502067566,"Vinther2008.nex",76
9,0.478487014770508,"Vinther2008.nex",76
100,3.37538313865662,"Vinther2008.nex",76
11,0.156260013580322,"Vinther2008.nex",76
2,0.0468790531158447,"Vinther2008.nex",76
40,1.37506985664368,"Vinther2008.nex",76
40,1.26569080352783,"Vinther2008.nex",76
9,0.343769788742065,"Vinther2008.nex",76
40,1.84384799003601,"Vinther2008.nex",76
2,0.0468790531158447,"Vinther2008.nex",76
16,0.781296014785767,"Vinther2008.nex",76
5,0.171885967254639,"Vinther2008.nex",76
2,0.0625078678131104,"Vinther2008.nex",76
9,0.258339881896973,"Vinther2008.nex",76
15,1.28139615058899,"Vinther2008.nex",76
14,0.687282085418701,"Vinther2008.nex",76
7,0.265642166137695,"Vinther2008.nex",76
40,1.68730592727661,"Vinther2008.nex",76
2,0.0312540531158447,"Vinther2008.nex",76
8,0.59654688835144,"Vinther2008.nex",76
6,0.171885013580322,"Vinther2008.nex",76
60,2.45064902305603,"Vinther2008.nex",76
5,0.500028848648071,"Vinther2008.nex",76
11,0.374567031860352,"Vinther2008.nex",76
12,0.380654096603394,"Vinther2008.nex",76
100,4.63883495330811,"Vinther2008.nex",76
200,9.2464017868042,"Vinther2008.nex",76
2,0.0420291423797607,"Vinther2008.nex",76
100,4.59048318862915,"Vinther2008.nex",76
10,0.859421968460083,"Vinther2008.nex",76
11,0.359395980834961,"Vinther2008.nex",76
7,0.390645980834961,"Vinther2008.nex",76
200,7.15630006790161,"Vinther2008.nex",76
7,0.187509059906006,"Vinther2008.nex",76
5,0.187511920928955,"Vinther2008.nex",76
8,0.890430927276611,"Vinther2008.nex",76
15,0.265640020370483,"Vinther2008.nex",76
10,0.562528133392334,"Vinther2008.nex",76
5,0.359395027160645,"Vinther2008.nex",76
11,0.704581022262573,"Vinther2008.nex",76
12,0.500026941299438,"Vinther2008.nex",76
13,0.57815408706665,"Vinther2008.nex",76
60,2.56192803382874,"Vinther2008.nex",76
16,0.296892881393433,"Vinther2008.nex",76
60,2.52478790283203,"Vinther2008.nex",76
6,0.342996120452881,"Vinther2008.nex",76
7,0.501031875610352,"Vinther2008.nex",76
14,0.26885199546814,"Vinther2008.nex",76
6,0.325322151184082,"Vinther2008.nex",76
200,7.92476391792297,"Vinther2008.nex",76
40,1.3450300693512,"Vinther2008.nex",76
60,2.48329496383667,"Vinther2008.nex",76
12,0.455142974853516,"Vinther2008.nex",76
11,0.3125159740448,"Vinther2008.nex",76
15,0.509248971939087,"Vinther2008.nex",76
12,0.828168153762817,"Vinther2008.nex",76
200,8.73489499092102,"Vinther2008.nex",76
13,0.359394073486328,"Vinther2008.nex",76
7,0.109380960464478,"Vinther2008.nex",76
14,0.890671014785767,"Vinther2008.nex",76
13,0.515653133392334,"Vinther2008.nex",76
8,0.250014781951904,"Vinther2008.nex",76
13,0.359395027160645,"Vinther2008.nex",76
9,0.515653133392334,"Vinther2008.nex",76
9,0.296890020370483,"Vinther2008.nex",76
6,0.531276941299438,"Vinther2008.nex",76
5,0.296892166137695,"Vinther2008.nex",76
9,0.406271934509277,"Vinther2008.nex",76
4,0.218763828277588,"Vinther2008.nex",76
15,1.4063241481781,"Vinther2008.nex",76
12,0.759596824645996,"Vinther2008.nex",76
200,7.59352111816406,"Vinther2008.nex",76
4,0.2968909740448,"Vinther2008.nex",76
100,3.59394001960754,"Vinther2008.nex",76
3,0.140634059906006,"Vinther2008.nex",76
4,0.156260967254639,"Vinther2008.nex",76
40,1.32819509506226,"Vinther2008.nex",76
40,1.90649795532227,"Vinther2008.nex",76
15,0.2812659740448,"Vinther2008.nex",76
10,0.468775033950806,"Vinther2008.nex",76
60,2.4220027923584,"Vinther2008.nex",76
7,0.234388113021851,"Vinther2008.nex",76
14,0.992632865905762,"Vinther2008.nex",76
25,1.01682686805725,"Vinther2008.nex",76
11,0.459328174591064,"Vinther2008.nex",76
25,1.01788091659546,"Vinther2008.nex",76
4,0.125009059906006,"Vinther2008.nex",76
40,0.750039100646973,"Vinther2008.nex",76
9,0.609409093856812,"Vinther2008.nex",76
14,1.47120904922485,"Vinther2008.nex",76
12,0.390645980834961,"Vinther2008.nex",76
11,0.734413862228394,"Vinther2008.nex",76
4,0.203137159347534,"Vinther2008.nex",76
15,0.921929121017456,"Vinther2008.nex",76
12,1.62508606910706,"Vinther2008.nex",76
11,0.5625319480896,"Vinther2008.nex",76
5,0.0937540531158447,"Vinther2008.nex",76
7,0.187510967254639,"Vinther2008.nex",76
60,1.28054690361023,"Vinther2008.nex",76
25,1.01567888259888,"Vinther2008.nex",76
25,1.23444199562073,"Vinther2008.nex",76
3,0.0937559604644775,"Vinther2008.nex",76
13,0.468775033950806,"Vinther2008.nex",76
5,0.187508821487427,"Vinther2008.nex",76
16,1.22655296325684,"Vinther2008.nex",76
2,0.121714115142822,"Vinther2008.nex",76
100,4.02430486679077,"Vinther2008.nex",76
8,0.328143119812012,"Vinther2008.nex",76
60,2.59388494491577,"Vinther2008.nex",76
100,4.28520107269287,"Vinther2008.nex",76
3,0.0937581062316895,"Vinther2008.nex",76
11,0.420565843582153,"Vinther2008.nex",76
14,0.424069166183472,"Vinther2008.nex",76
7,0.328144073486328,"Vinther2008.nex",76
9,0.5937819480896,"Vinther2008.nex",76
10,0.343769073486328,"Vinther2008.nex",76
100,4.42868590354919,"Vinther2008.nex",76
4,0.437525033950806,"Vinther2008.nex",76
9,0.2968909740448,"Vinther2008.nex",76
8,0.562535047531128,"Vinther2008.nex",76
7,0.328143119812012,"Vinther2008.nex",76
60,2.01573204994202,"Vinther2008.nex",76
25,0.828168869018555,"Vinther2008.nex",76
15,0.390645980834961,"Vinther2008.nex",76
200,10.0633180141449,"Vinther2008.nex",76
4,0.328143119812012,"Vinther2008.nex",76
16,1.06327199935913,"Vinther2008.nex",76
2,0.0312530994415283,"Vinther2008.nex",76
7,0.359392881393433,"Vinther2008.nex",76
13,0.453149080276489,"Vinther2008.nex",76
16,1.51570606231689,"Vinther2008.nex",76
8,0.265639066696167,"Vinther2008.nex",76
7,0.203135967254639,"Vinther2008.nex",76
4,0.140634059906006,"Vinther2008.nex",76
16,1.10728979110718,"Vinther2008.nex",76
40,1.18643498420715,"Vinther2008.nex",76
100,4.04679608345032,"Vinther2008.nex",76
60,2.44980716705322,"Vinther2008.nex",76
2,0.0333218574523926,"Vinther2008.nex",76
16,0.406270980834961,"Vinther2008.nex",76
6,0.281266927719116,"Vinther2008.nex",76
25,0.953179121017456,"Vinther2008.nex",76
10,0.421896934509277,"Vinther2008.nex",76
60,2.40595602989197,"Vinther2008.nex",76
25,1.39070105552673,"Vinther2008.nex",76
40,1.14068508148193,"Vinther2008.nex",76
3,0.218762159347534,"Vinther2008.nex",76
11,0.515651941299438,"Vinther2008.nex",76
25,1.09380912780762,"Vinther2008.nex",76
15,0.687538862228394,"Vinther2008.nex",76
10,0.343769073486328,"Vinther2008.nex",76
9,0.515276908874512,"Vinther2008.nex",76
200,7.93790102005005,"Vinther2008.nex",76
25,1.1576030254364,"Vinther2008.nex",76
2,0.0720489025115967,"Vinther2008.nex",76
14,0.909604072570801,"Vinther2008.nex",76
4,0.0625030994415283,"Vinther2008.nex",76
3,0.205410957336426,"Vinther2008.nex",76
6,0.336928129196167,"Vinther2008.nex",76
7,0.487998008728027,"Vinther2008.nex",76
60,2.22072315216064,"Vinther2008.nex",76
9,0.371770858764648,"Vinther2008.nex",76
13,0.500797033309937,"Vinther2008.nex",76
12,0.318264007568359,"Vinther2008.nex",76
2,0.0930631160736084,"Vinther2008.nex",76
9,0.607938051223755,"Vinther2008.nex",76
3,0.0780529975891113,"Vinther2008.nex",76
10,0.607613086700439,"Vinther2008.nex",76
15,1.13493585586548,"Vinther2008.nex",76
60,2.20293021202087,"Vinther2008.nex",76
200,8.09636497497559,"Vinther2008.nex",76
2,0.0312509536743164,"Vinther2008.nex",76
6,0.171885013580322,"Vinther2008.nex",76
12,1.15591311454773,"Vinther2008.nex",76
60,1.96946287155151,"Vinther2008.nex",76
4,0.125007152557373,"Vinther2008.nex",76
7,0.152566909790039,"Vinther2008.nex",76
25,1.47197508811951,"Vinther2008.nex",76
7,0.312516927719116,"Vinther2008.nex",76
16,0.562529802322388,"Vinther2008.nex",76
12,0.234391927719116,"Vinther2008.nex",76
4,0.218760967254639,"Vinther2008.nex",76
40,2.21415519714355,"Vinther2008.nex",76
15,0.441279888153076,"Vinther2008.nex",76
3,0.10888409614563,"Vinther2008.nex",76
14,0.636439085006714,"Vinther2008.nex",76
11,0.521405935287476,"Vinther2008.nex",76
15,1.03991889953613,"Vinther2008.nex",76
9,0.475961208343506,"Vinther2008.nex",76
16,0.678053855895996,"Vinther2008.nex",76
100,2.84403395652771,"Vinther2008.nex",76
12,1.85947179794312,"Vinther2008.nex",76
4,0.156259059906006,"Vinther2008.nex",76
16,2.21809005737305,"Vinther2008.nex",76
7,0.859422922134399,"Vinther2008.nex",76
8,0.296895980834961,"Vinther2008.nex",76
10,0.296890020370483,"Vinther2008.nex",76
9,0.281265020370483,"Vinther2008.nex",76
3,0.046882152557373,"Vinther2008.nex",76
100,4.53959012031555,"Vinther2008.nex",76
7,0.187510967254639,"Vinther2008.nex",76
6,0.432498931884766,"Vinther2008.nex",76
16,0.325960159301758,"Vinther2008.nex",76
60,1.94459891319275,"Vinther2008.nex",76
3,0.401882171630859,"Vinther2008.nex",76
12,0.30278491973877,"Vinther2008.nex",76
16,0.555417060852051,"Vinther2008.nex",76
6,0.140635967254639,"Vinther2008.nex",76
10,0.619733095169067,"Vinther2008.nex",76
13,0.299481153488159,"Vinther2008.nex",76
12,0.851502895355225,"Vinther2008.nex",76
15,0.496387004852295,"Vinther2008.nex",76
200,8.41382718086243,"Vinther2008.nex",76
6,0.203138113021851,"Vinther2008.nex",76
2,0.0156280994415283,"Vinther2008.nex",76
25,1.99969911575317,"Vinther2008.nex",76
25,1.22297215461731,"Vinther2008.nex",76
