'hits','time','dataset','length'
8,0.28522515296936,"Vinther2008.nex",76
4,0.171887874603271,"Vinther2008.nex",76
40,1.59617805480957,"Vinther2008.nex",76
7,0.279803037643433,"Vinther2008.nex",76
200,8.89503908157349,"Vinther2008.nex",76
60,3.06752920150757,"Vinther2008.nex",76
10,0.236155986785889,"Vinther2008.nex",76
8,0.538784980773926,"Vinther2008.nex",76
13,0.630831003189087,"Vinther2008.nex",76
6,0.227956056594849,"Vinther2008.nex",76
7,0.375020980834961,"Vinther2008.nex",76
12,0.390647172927856,"Vinther2008.nex",76
16,1.06255602836609,"Vinther2008.nex",76
16,3.04674696922302,"Vinther2008.nex",76
100,4.17209601402283,"Vinther2008.nex",76
5,0.234390020370483,"Vinther2008.nex",76
100,4.37555003166199,"Vinther2008.nex",76
40,1.20319104194641,"Vinther2008.nex",76
12,0.43752384185791,"Vinther2008.nex",76
11,0.2656409740448,"Vinther2008.nex",76
25,0.859421968460083,"Vinther2008.nex",76
60,2.60951399803162,"Vinther2008.nex",76
16,1.15548610687256,"Vinther2008.nex",76
14,0.562530994415283,"Vinther2008.nex",76
40,2.09440898895264,"Vinther2008.nex",76
14,0.515651941299438,"Vinther2008.nex",76
200,8.37504410743713,"Vinther2008.nex",76
9,0.2500159740448,"Vinther2008.nex",76
13,1.06255888938904,"Vinther2008.nex",76
16,0.468777179718018,"Vinther2008.nex",76
12,0.312515020370483,"Vinther2008.nex",76
10,0.328141927719116,"Vinther2008.nex",76
6,0.406268835067749,"Vinther2008.nex",76
7,0.203137874603271,"Vinther2008.nex",76
11,0.71878981590271,"Vinther2008.nex",76
7,0.328142166137695,"Vinther2008.nex",76
9,0.437525987625122,"Vinther2008.nex",76
25,1.56258416175842,"Vinther2008.nex",76
60,2.56318497657776,"Vinther2008.nex",76
200,7.37475800514221,"Vinther2008.nex",76
100,4.27396321296692,"Vinther2008.nex",76
3,0.0625028610229492,"Vinther2008.nex",76
6,0.125010013580322,"Vinther2008.nex",76
25,0.923569917678833,"Vinther2008.nex",76
16,0.484401941299438,"Vinther2008.nex",76
7,0.877291917800903,"Vinther2008.nex",76
40,1.66952705383301,"Vinther2008.nex",76
200,8.78379201889038,"Vinther2008.nex",76
7,0.453149080276489,"Vinther2008.nex",76
4,0.0781309604644775,"Vinther2008.nex",76
60,2.14073801040649,"Vinther2008.nex",76
16,0.421887159347534,"Vinther2008.nex",76
10,0.67191219329834,"Vinther2008.nex",76
25,0.869789123535156,"Vinther2008.nex",76
25,1.54732489585876,"Vinther2008.nex",76
200,8.10929203033447,"Vinther2008.nex",76
100,3.87806606292725,"Vinther2008.nex",76
12,1.0379421710968,"Vinther2008.nex",76
12,0.323185920715332,"Vinther2008.nex",76
40,1.77054595947266,"Vinther2008.nex",76
15,1.19908595085144,"Vinther2008.nex",76
5,0.125006914138794,"Vinther2008.nex",76
13,0.676109075546265,"Vinther2008.nex",76
9,0.98442816734314,"Vinther2008.nex",76
200,7.76589488983154,"Vinther2008.nex",76
16,1.09380698204041,"Vinther2008.nex",76
4,0.156261920928955,"Vinther2008.nex",76
12,0.625036001205444,"Vinther2008.nex",76
4,0.218762874603271,"Vinther2008.nex",76
200,7.81250405311584,"Vinther2008.nex",76
9,0.562534093856812,"Vinther2008.nex",76
14,0.562530994415283,"Vinther2008.nex",76
100,4.42132496833801,"Vinther2008.nex",76
6,0.328142881393433,"Vinther2008.nex",76
16,0.577399969100952,"Vinther2008.nex",76
100,3.32895302772522,"Vinther2008.nex",76
10,0.422131061553955,"Vinther2008.nex",76
100,4.43743395805359,"Vinther2008.nex",76
4,0.218763113021851,"Vinther2008.nex",76
7,0.2031409740448,"Vinther2008.nex",76
7,0.421899080276489,"Vinther2008.nex",76
40,1.53909015655518,"Vinther2008.nex",76
16,0.94574499130249,"Vinther2008.nex",76
6,0.203137874603271,"Vinther2008.nex",76
14,0.890255928039551,"Vinther2008.nex",76
9,0.875426054000854,"Vinther2008.nex",76
8,0.343770980834961,"Vinther2008.nex",76
10,0.406276941299438,"Vinther2008.nex",76
8,0.140633821487427,"Vinther2008.nex",76
8,0.843796968460083,"Vinther2008.nex",76
40,1.78389501571655,"Vinther2008.nex",76
12,0.541428089141846,"Vinther2008.nex",76
13,0.824136018753052,"Vinther2008.nex",76
7,0.265639781951904,"Vinther2008.nex",76
6,0.156260013580322,"Vinther2008.nex",76
8,0.515746831893921,"Vinther2008.nex",76
9,0.625035047531128,"Vinther2008.nex",76
100,3.54624509811401,"Vinther2008.nex",76
2,0.0156280994415283,"Vinther2008.nex",76
25,0.921926975250244,"Vinther2008.nex",76
60,2.64065718650818,"Vinther2008.nex",76
6,0.125010967254639,"Vinther2008.nex",76
6,0.687535047531128,"Vinther2008.nex",76
6,0.14063286781311,"Vinther2008.nex",76
60,2.44395613670349,"Vinther2008.nex",76
7,0.260608911514282,"Vinther2008.nex",76
60,2.22347211837769,"Vinther2008.nex",76
14,0.392237901687622,"Vinther2008.nex",76
200,8.84600186347961,"Vinther2008.nex",76
11,0.468778133392334,"Vinther2008.nex",76
3,0.0468788146972656,"Vinther2008.nex",76
200,7.79393696784973,"Vinther2008.nex",76
40,1.0308837890625,"Vinther2008.nex",76
14,0.343770027160645,"Vinther2008.nex",76
7,0.281268119812012,"Vinther2008.nex",76
6,0.0937540531158447,"Vinther2008.nex",76
16,0.733606815338135,"Vinther2008.nex",76
6,0.156259059906006,"Vinther2008.nex",76
15,1.03130507469177,"Vinther2008.nex",76
12,0.625923156738281,"Vinther2008.nex",76
9,0.5781569480896,"Vinther2008.nex",76
16,0.453147888183594,"Vinther2008.nex",76
25,0.984426021575928,"Vinther2008.nex",76
12,0.234388828277588,"Vinther2008.nex",76
40,1.59383893013,"Vinther2008.nex",76
3,0.0312538146972656,"Vinther2008.nex",76
14,0.671915054321289,"Vinther2008.nex",76
7,0.343768119812012,"Vinther2008.nex",76
15,0.224841117858887,"Vinther2008.nex",76
14,0.656286001205444,"Vinther2008.nex",76
11,0.42824912071228,"Vinther2008.nex",76
13,0.854719877243042,"Vinther2008.nex",76
200,7.90594100952148,"Vinther2008.nex",76
15,0.390648126602173,"Vinther2008.nex",76
4,0.203139066696167,"Vinther2008.nex",76
25,0.883035182952881,"Vinther2008.nex",76
8,0.273051977157593,"Vinther2008.nex",76
200,7.96215009689331,"Vinther2008.nex",76
13,0.328141927719116,"Vinther2008.nex",76
7,0.26935601234436,"Vinther2008.nex",76
3,0.203135013580322,"Vinther2008.nex",76
25,1.01129293441772,"Vinther2008.nex",76
60,2.59388494491577,"Vinther2008.nex",76
10,0.54690408706665,"Vinther2008.nex",76
16,0.671909093856812,"Vinther2008.nex",76
14,0.578155994415283,"Vinther2008.nex",76
200,9.01122903823853,"Vinther2008.nex",76
13,0.525218963623047,"Vinther2008.nex",76
25,1.21151208877563,"Vinther2008.nex",76
14,0.671911954879761,"Vinther2008.nex",76
100,4.60961699485779,"Vinther2008.nex",76
13,0.468777179718018,"Vinther2008.nex",76
60,2.76576900482178,"Vinther2008.nex",76
25,1.16483092308044,"Vinther2008.nex",76
16,0.858464002609253,"Vinther2008.nex",76
100,4.92773795127869,"Vinther2008.nex",76
10,0.343768835067749,"Vinther2008.nex",76
25,0.921925067901611,"Vinther2008.nex",76
11,0.875046968460083,"Vinther2008.nex",76
9,0.546503067016602,"Vinther2008.nex",76
11,0.734419107437134,"Vinther2008.nex",76
15,0.546905040740967,"Vinther2008.nex",76
15,0.921926021575928,"Vinther2008.nex",76
100,4.31206488609314,"Vinther2008.nex",76
6,0.312518119812012,"Vinther2008.nex",76
10,0.496116876602173,"Vinther2008.nex",76
16,0.278559923171997,"Vinther2008.nex",76
13,0.548804998397827,"Vinther2008.nex",76
16,0.961188077926636,"Vinther2008.nex",76
10,0.51565408706665,"Vinther2008.nex",76
5,0.203134059906006,"Vinther2008.nex",76
11,0.515653848648071,"Vinther2008.nex",76
8,0.546905994415283,"Vinther2008.nex",76
15,0.56252908706665,"Vinther2008.nex",76
60,2.7403929233551,"Vinther2008.nex",76
15,0.281269073486328,"Vinther2008.nex",76
5,0.140634059906006,"Vinther2008.nex",76
9,0.625035047531128,"Vinther2008.nex",76
15,0.671911001205444,"Vinther2008.nex",76
7,0.234388828277588,"Vinther2008.nex",76
13,1.03130698204041,"Vinther2008.nex",76
6,0.187511920928955,"Vinther2008.nex",76
6,0.125009059906006,"Vinther2008.nex",76
16,0.56151008605957,"Vinther2008.nex",76
12,0.688194036483765,"Vinther2008.nex",76
7,0.10938286781311,"Vinther2008.nex",76
8,0.703163146972656,"Vinther2008.nex",76
100,4.06423115730286,"Vinther2008.nex",76
100,3.42324090003967,"Vinther2008.nex",76
5,0.265638113021851,"Vinther2008.nex",76
9,0.375020980834961,"Vinther2008.nex",76
25,1.54689884185791,"Vinther2008.nex",76
12,0.296892166137695,"Vinther2008.nex",76
6,0.0781319141387939,"Vinther2008.nex",76
40,1.56258416175842,"Vinther2008.nex",76
3,0.125006914138794,"Vinther2008.nex",76
14,0.437526941299438,"Vinther2008.nex",76
5,0.281266927719116,"Vinther2008.nex",76
5,0.171890020370483,"Vinther2008.nex",76
16,0.48440408706665,"Vinther2008.nex",76
13,0.6024010181427,"Vinther2008.nex",76
40,1.77646708488464,"Vinther2008.nex",76
8,0.816006898880005,"Vinther2008.nex",76
8,0.468775987625122,"Vinther2008.nex",76
6,0.265638828277588,"Vinther2008.nex",76
60,2.38140487670898,"Vinther2008.nex",76
60,2.20303893089294,"Vinther2008.nex",76
9,0.671913146972656,"Vinther2008.nex",76
60,2.12511396408081,"Vinther2008.nex",76
14,0.531280994415283,"Vinther2008.nex",76
40,1.57247614860535,"Vinther2008.nex",76
15,0.565508842468262,"Vinther2008.nex",76
12,0.398793935775757,"Vinther2008.nex",76
8,0.296706914901733,"Vinther2008.nex",76
13,0.613502979278564,"Vinther2008.nex",76
7,0.425103902816772,"Vinther2008.nex",76
100,4.3372540473938,"Vinther2008.nex",76
100,3.7181031703949,"Vinther2008.nex",76
7,0.734416007995605,"Vinther2008.nex",76
11,0.421900033950806,"Vinther2008.nex",76
12,0.500028133392334,"Vinther2008.nex",76
4,0.174700021743774,"Vinther2008.nex",76
11,0.40386700630188,"Vinther2008.nex",76
16,1.01568007469177,"Vinther2008.nex",76
11,0.788835048675537,"Vinther2008.nex",76
60,4.66484093666077,"Vinther2008.nex",76
13,0.437229156494141,"Vinther2008.nex",76
7,0.218763113021851,"Vinther2008.nex",76
5,0.500028848648071,"Vinther2008.nex",76
13,0.421896934509277,"Vinther2008.nex",76
4,0.296891212463379,"Vinther2008.nex",76
40,1.81185817718506,"Vinther2008.nex",76
13,0.532160997390747,"Vinther2008.nex",76
14,0.374717950820923,"Vinther2008.nex",76
200,8.10495901107788,"Vinther2008.nex",76
2,0.0468790531158447,"Vinther2008.nex",76
12,0.520323991775513,"Vinther2008.nex",76
2,0.0781309604644775,"Vinther2008.nex",76
14,0.562530994415283,"Vinther2008.nex",76
11,0.343768119812012,"Vinther2008.nex",76
60,3.25439405441284,"Vinther2008.nex",76
13,0.771803140640259,"Vinther2008.nex",76
10,0.38829493522644,"Vinther2008.nex",76
2,0.0640439987182617,"Vinther2008.nex",76
7,0.159487962722778,"Vinther2008.nex",76
200,7.93667602539062,"Vinther2008.nex",76
200,7.1719651222229,"Vinther2008.nex",76
25,0.928625822067261,"Vinther2008.nex",76
11,0.689728021621704,"Vinther2008.nex",76
25,0.866018056869507,"Vinther2008.nex",76
40,1.25018501281738,"Vinther2008.nex",76
13,0.390645980834961,"Vinther2008.nex",76
10,0.546904802322388,"Vinther2008.nex",76
9,0.421899080276489,"Vinther2008.nex",76
100,3.93770909309387,"Vinther2008.nex",76
8,0.343772888183594,"Vinther2008.nex",76
13,0.796226978302002,"Vinther2008.nex",76
9,0.628542900085449,"Vinther2008.nex",76
8,0.671912908554077,"Vinther2008.nex",76
5,0.468775033950806,"Vinther2008.nex",76
5,0.125009059906006,"Vinther2008.nex",76
3,0.0937581062316895,"Vinther2008.nex",76
9,0.2187659740448,"Vinther2008.nex",76
2,0.0652728080749512,"Vinther2008.nex",76
100,3.28305292129517,"Vinther2008.nex",76
4,0.276856899261475,"Vinther2008.nex",76
200,7.84394693374634,"Vinther2008.nex",76
5,0.203137159347534,"Vinther2008.nex",76
13,0.890673875808716,"Vinther2008.nex",76
13,0.921310901641846,"Vinther2008.nex",76
16,0.679431915283203,"Vinther2008.nex",76
8,0.364207029342651,"Vinther2008.nex",76
7,0.2500159740448,"Vinther2008.nex",76
10,0.532464981079102,"Vinther2008.nex",76
60,4.03065609931946,"Vinther2008.nex",76
11,0.354678153991699,"Vinther2008.nex",76
8,0.125005960464478,"Vinther2008.nex",76
16,0.608789920806885,"Vinther2008.nex",76
5,0.115077972412109,"Vinther2008.nex",76
7,0.265178203582764,"Vinther2008.nex",76
5,0.580179929733276,"Vinther2008.nex",76
15,1.21141409873962,"Vinther2008.nex",76
200,8.14204096794128,"Vinther2008.nex",76
5,0.173925876617432,"Vinther2008.nex",76
14,0.527940988540649,"Vinther2008.nex",76
11,0.703165054321289,"Vinther2008.nex",76
25,0.635905981063843,"Vinther2008.nex",76
16,0.864346027374268,"Vinther2008.nex",76
14,0.671911954879761,"Vinther2008.nex",76
13,0.781292915344238,"Vinther2008.nex",76
16,0.737637996673584,"Vinther2008.nex",76
5,0.370296001434326,"Vinther2008.nex",76
15,0.829196929931641,"Vinther2008.nex",76
9,0.421898126602173,"Vinther2008.nex",76
15,0.751741886138916,"Vinther2008.nex",76
60,2.26484417915344,"Vinther2008.nex",76
4,0.203137159347534,"Vinther2008.nex",76
200,7.43630790710449,"Vinther2008.nex",76
15,0.796304941177368,"Vinther2008.nex",76
11,0.546905994415283,"Vinther2008.nex",76
14,0.437524080276489,"Vinther2008.nex",76
60,2.59466695785522,"Vinther2008.nex",76
9,1.18721008300781,"Vinther2008.nex",76
7,0.453150987625122,"Vinther2008.nex",76
3,0.156259059906006,"Vinther2008.nex",76
40,1.57820892333984,"Vinther2008.nex",76
16,0.656285047531128,"Vinther2008.nex",76
15,0.53127908706665,"Vinther2008.nex",76
5,0.218762874603271,"Vinther2008.nex",76
40,1.25006794929504,"Vinther2008.nex",76
60,2.37522888183594,"Vinther2008.nex",76
200,6.80413007736206,"Vinther2008.nex",76
12,1.46883106231689,"Vinther2008.nex",76
15,1.11222219467163,"Vinther2008.nex",76
100,4.82854294776917,"Vinther2008.nex",76
12,0.453151941299438,"Vinther2008.nex",76
5,0.109380960464478,"Vinther2008.nex",76
40,1.78603291511536,"Vinther2008.nex",76
13,0.609410047531128,"Vinther2008.nex",76
3,0.125010013580322,"Vinther2008.nex",76
15,0.5781569480896,"Vinther2008.nex",76
14,0.484402894973755,"Vinther2008.nex",76
14,0.485184192657471,"Vinther2008.nex",76
12,0.500025987625122,"Vinther2008.nex",76
25,1.35938191413879,"Vinther2008.nex",76
200,7.70342302322388,"Vinther2008.nex",76
6,0.218762874603271,"Vinther2008.nex",76
14,0.671911954879761,"Vinther2008.nex",76
5,0.109385013580322,"Vinther2008.nex",76
6,0.156258821487427,"Vinther2008.nex",76
13,0.668946981430054,"Vinther2008.nex",76
7,0.417895078659058,"Vinther2008.nex",76
5,0.211141109466553,"Vinther2008.nex",76
200,8.15040302276611,"Vinther2008.nex",76
5,0.24015998840332,"Vinther2008.nex",76
16,0.688462018966675,"Vinther2008.nex",76
12,0.729490041732788,"Vinther2008.nex",76
15,0.945089101791382,"Vinther2008.nex",76
100,3.07897591590881,"Vinther2008.nex",76
16,0.500026941299438,"Vinther2008.nex",76
5,0.172453165054321,"Vinther2008.nex",76
7,0.42189884185791,"Vinther2008.nex",76
200,7.84202599525452,"Vinther2008.nex",76
6,0.563376188278198,"Vinther2008.nex",76
16,0.627418994903564,"Vinther2008.nex",76
11,0.428286075592041,"Vinther2008.nex",76
12,1.33589196205139,"Vinther2008.nex",76
100,5.36739683151245,"Vinther2008.nex",76
15,0.586393117904663,"Vinther2008.nex",76
15,0.731490135192871,"Vinther2008.nex",76
5,0.149098873138428,"Vinther2008.nex",76
200,8.37090396881104,"Vinther2008.nex",76
2,0.0312559604644775,"Vinther2008.nex",76
100,3.88085293769836,"Vinther2008.nex",76
13,0.390650987625122,"Vinther2008.nex",76
40,1.67804789543152,"Vinther2008.nex",76
13,0.425127029418945,"Vinther2008.nex",76
200,8.66329312324524,"Vinther2008.nex",76
11,1.00932908058167,"Vinther2008.nex",76
3,0.140636205673218,"Vinther2008.nex",76
15,1.03073906898499,"Vinther2008.nex",76
200,8.09371399879456,"Vinther2008.nex",76
12,0.333939075469971,"Vinther2008.nex",76
15,0.572755813598633,"Vinther2008.nex",76
15,0.562535047531128,"Vinther2008.nex",76
25,0.812544107437134,"Vinther2008.nex",76
7,0.312517881393433,"Vinther2008.nex",76
60,2.21983289718628,"Vinther2008.nex",76
3,0.125011920928955,"Vinther2008.nex",76
14,0.390648126602173,"Vinther2008.nex",76
40,1.69024395942688,"Vinther2008.nex",76
60,2.69159579277039,"Vinther2008.nex",76
4,0.0937569141387939,"Vinther2008.nex",76
2,0.0312550067901611,"Vinther2008.nex",76
2,0.0468790531158447,"Vinther2008.nex",76
16,0.656285047531128,"Vinther2008.nex",76
200,8.76821804046631,"Vinther2008.nex",76
10,0.424586057662964,"Vinther2008.nex",76
8,0.343767881393433,"Vinther2008.nex",76
9,0.846987009048462,"Vinther2008.nex",76
5,0.918487787246704,"Vinther2008.nex",76
7,0.343772172927856,"Vinther2008.nex",76
100,3.81236410140991,"Vinther2008.nex",76
200,6.04742693901062,"Vinther2008.nex",76
100,3.60018086433411,"Vinther2008.nex",76
9,0.453764915466309,"Vinther2008.nex",76
14,1.00005078315735,"Vinther2008.nex",76
11,0.296891927719116,"Vinther2008.nex",76
60,4.0430600643158,"Vinther2008.nex",76
40,2.71346807479858,"Vinther2008.nex",76
10,0.390649080276489,"Vinther2008.nex",76
7,0.319073915481567,"Vinther2008.nex",76
12,0.296895027160645,"Vinther2008.nex",76
12,0.446778059005737,"Vinther2008.nex",76
100,3.60882997512817,"Vinther2008.nex",76
15,1.32819986343384,"Vinther2008.nex",76
6,0.203138113021851,"Vinther2008.nex",76
6,0.281264781951904,"Vinther2008.nex",76
4,0.156260013580322,"Vinther2008.nex",76
7,0.3125159740448,"Vinther2008.nex",76
12,0.687540054321289,"Vinther2008.nex",76
15,0.484402894973755,"Vinther2008.nex",76
4,0.187510013580322,"Vinther2008.nex",76
4,0.140634059906006,"Vinther2008.nex",76
13,0.40627384185791,"Vinther2008.nex",76
16,0.468776941299438,"Vinther2008.nex",76
40,1.51569199562073,"Vinther2008.nex",76
100,3.48439788818359,"Vinther2008.nex",76
12,0.234389066696167,"Vinther2008.nex",76
6,0.437524080276489,"Vinther2008.nex",76
4,0.093757152557373,"Vinther2008.nex",76
12,0.437522888183594,"Vinther2008.nex",76
8,0.218764066696167,"Vinther2008.nex",76
11,0.171885967254639,"Vinther2008.nex",76
13,0.578158140182495,"Vinther2008.nex",76
14,0.453150987625122,"Vinther2008.nex",76
6,0.406270980834961,"Vinther2008.nex",76
14,0.281267166137695,"Vinther2008.nex",76
40,1.59403395652771,"Vinther2008.nex",76
3,0.218764066696167,"Vinther2008.nex",76
60,2.25011801719666,"Vinther2008.nex",76
14,0.501757860183716,"Vinther2008.nex",76
25,0.716384887695312,"Vinther2008.nex",76
4,0.281267166137695,"Vinther2008.nex",76
14,0.656285047531128,"Vinther2008.nex",76
15,0.640661001205444,"Vinther2008.nex",76
60,1.79586410522461,"Vinther2008.nex",76
4,0.0636560916900635,"Vinther2008.nex",76
100,4.14049792289734,"Vinther2008.nex",76
200,7.3720760345459,"Vinther2008.nex",76
10,0.612530946731567,"Vinther2008.nex",76
11,0.484401941299438,"Vinther2008.nex",76
4,0.125009059906006,"Vinther2008.nex",76
15,0.811477899551392,"Vinther2008.nex",76
6,0.329310894012451,"Vinther2008.nex",76
16,0.648005962371826,"Vinther2008.nex",76
3,0.0625019073486328,"Vinther2008.nex",76
100,5.43023014068604,"Vinther2008.nex",76
2,0.0468759536743164,"Vinther2008.nex",76
200,7.64134907722473,"Vinther2008.nex",76
5,0.187510967254639,"Vinther2008.nex",76
60,2.87515616416931,"Vinther2008.nex",76
11,0.5781569480896,"Vinther2008.nex",76
25,0.780295848846436,"Vinther2008.nex",76
6,0.0781300067901611,"Vinther2008.nex",76
6,0.437522172927856,"Vinther2008.nex",76
200,6.90672397613525,"Vinther2008.nex",76
200,6.90602612495422,"Vinther2008.nex",76
2,0.015625,"Vinther2008.nex",76
14,0.500027179718018,"Vinther2008.nex",76
2,0.0625040531158447,"Vinther2008.nex",76
5,0.187508821487427,"Vinther2008.nex",76
100,3.32830095291138,"Vinther2008.nex",76
3,0.187510013580322,"Vinther2008.nex",76
60,2.51511788368225,"Vinther2008.nex",76
8,0.390645980834961,"Vinther2008.nex",76
11,0.484400987625122,"Vinther2008.nex",76
5,0.265640020370483,"Vinther2008.nex",76
14,0.359394073486328,"Vinther2008.nex",76
14,0.421896934509277,"Vinther2008.nex",76
25,0.691829204559326,"Vinther2008.nex",76
4,0.125005960464478,"Vinther2008.nex",76
6,0.325196027755737,"Vinther2008.nex",76
11,1.09206604957581,"Vinther2008.nex",76
100,3.88838195800781,"Vinther2008.nex",76
9,0.721363067626953,"Vinther2008.nex",76
100,3.37487602233887,"Vinther2008.nex",76
14,0.657603979110718,"Vinther2008.nex",76
6,0.410462141036987,"Vinther2008.nex",76
12,0.359395980834961,"Vinther2008.nex",76
7,0.407580852508545,"Vinther2008.nex",76
10,0.259159088134766,"Vinther2008.nex",76
100,3.31235289573669,"Vinther2008.nex",76
4,0.218761205673218,"Vinther2008.nex",76
13,0.6094069480896,"Vinther2008.nex",76
7,0.396594047546387,"Vinther2008.nex",76
6,0.244592189788818,"Vinther2008.nex",76
6,0.881451845169067,"Vinther2008.nex",76
15,0.643355131149292,"Vinther2008.nex",76
200,7.81025791168213,"Vinther2008.nex",76
3,0.109380006790161,"Vinther2008.nex",76
12,0.593782901763916,"Vinther2008.nex",76
12,0.656285047531128,"Vinther2008.nex",76
12,0.562534093856812,"Vinther2008.nex",76
5,0.140633106231689,"Vinther2008.nex",76
200,8.41159987449646,"Vinther2008.nex",76
16,0.556095838546753,"Vinther2008.nex",76
8,0.265638113021851,"Vinther2008.nex",76
60,2.16302299499512,"Vinther2008.nex",76
100,3.40630578994751,"Vinther2008.nex",76
12,0.500026941299438,"Vinther2008.nex",76
25,1.10968494415283,"Vinther2008.nex",76
11,0.47139310836792,"Vinther2008.nex",76
25,0.763212919235229,"Vinther2008.nex",76
16,0.343766927719116,"Vinther2008.nex",76
2,0.0312540531158447,"Vinther2008.nex",76
5,0.42189884185791,"Vinther2008.nex",76
4,0.187511920928955,"Vinther2008.nex",76
8,0.343770980834961,"Vinther2008.nex",76
3,0.0625040531158447,"Vinther2008.nex",76
15,0.620701789855957,"Vinther2008.nex",76
4,0.109381198883057,"Vinther2008.nex",76
2,0.015625,"Vinther2008.nex",76
14,0.644845008850098,"Vinther2008.nex",76
60,2.3587920665741,"Vinther2008.nex",76
6,0.234389066696167,"Vinther2008.nex",76
13,0.390645980834961,"Vinther2008.nex",76
10,0.343770980834961,"Vinther2008.nex",76
14,0.5625319480896,"Vinther2008.nex",76
60,2.90642881393433,"Vinther2008.nex",76
14,1.0311279296875,"Vinther2008.nex",76
8,0.2500159740448,"Vinther2008.nex",76
8,0.265637874603271,"Vinther2008.nex",76
12,0.562527894973755,"Vinther2008.nex",76
15,0.796878814697266,"Vinther2008.nex",76
8,0.140631914138794,"Vinther2008.nex",76
2,0.0625040531158447,"Vinther2008.nex",76
11,0.671910047531128,"Vinther2008.nex",76
13,0.424073934555054,"Vinther2008.nex",76
6,0.156256914138794,"Vinther2008.nex",76
6,0.248931169509888,"Vinther2008.nex",76
2,0.0468769073486328,"Vinther2008.nex",76
7,0.327954053878784,"Vinther2008.nex",76
11,0.687533855438232,"Vinther2008.nex",76
5,0.296893119812012,"Vinther2008.nex",76
200,7.32840299606323,"Vinther2008.nex",76
2,0.0781290531158447,"Vinther2008.nex",76
6,0.703161954879761,"Vinther2008.nex",76
5,0.17188286781311,"Vinther2008.nex",76
7,0.218765020370483,"Vinther2008.nex",76
3,0.140633106231689,"Vinther2008.nex",76
5,0.343767881393433,"Vinther2008.nex",76
3,0.0625009536743164,"Vinther2008.nex",76
25,1.29694294929504,"Vinther2008.nex",76
100,6.14092707633972,"Vinther2008.nex",76
12,0.45314884185791,"Vinther2008.nex",76
3,0.281267166137695,"Vinther2008.nex",76
3,0.0937550067901611,"Vinther2008.nex",76
100,4.65488791465759,"Vinther2008.nex",76
13,0.515651226043701,"Vinther2008.nex",76
15,0.656285047531128,"Vinther2008.nex",76
60,1.28129386901855,"Vinther2008.nex",76
10,0.54690408706665,"Vinther2008.nex",76
14,0.562530040740967,"Vinther2008.nex",76
6,0.0937550067901611,"Vinther2008.nex",76
100,4.51585412025452,"Vinther2008.nex",76
6,0.234388828277588,"Vinther2008.nex",76
16,1.7962691783905,"Vinther2008.nex",76
6,0.140634059906006,"Vinther2008.nex",76
5,0.312517166137695,"Vinther2008.nex",76
25,1.73465704917908,"Vinther2008.nex",76
9,0.582367897033691,"Vinther2008.nex",76
9,0.30805492401123,"Vinther2008.nex",76
8,0.156258106231689,"Vinther2008.nex",76
7,0.187510967254639,"Vinther2008.nex",76
25,1.14698100090027,"Vinther2008.nex",76
9,0.440658092498779,"Vinther2008.nex",76
2,0.140631914138794,"Vinther2008.nex",76
3,0.0883090496063232,"Vinther2008.nex",76
25,1.1528480052948,"Vinther2008.nex",76
10,0.467961072921753,"Vinther2008.nex",76
16,0.840317964553833,"Vinther2008.nex",76
3,0.129163980484009,"Vinther2008.nex",76
25,0.921925067901611,"Vinther2008.nex",76
15,0.797483921051025,"Vinther2008.nex",76
14,0.49801778793335,"Vinther2008.nex",76
60,3.37182593345642,"Vinther2008.nex",76
3,0.171884059906006,"Vinther2008.nex",76
5,0.270802021026611,"Vinther2008.nex",76
13,0.218762874603271,"Vinther2008.nex",76
13,0.406274080276489,"Vinther2008.nex",76
16,0.706141948699951,"Vinther2008.nex",76
60,2.18707799911499,"Vinther2008.nex",76
2,0.0625028610229492,"Vinther2008.nex",76
40,1.12506198883057,"Vinther2008.nex",76
8,0.234387159347534,"Vinther2008.nex",76
10,0.234389066696167,"Vinther2008.nex",76
3,0.250017166137695,"Vinther2008.nex",76
60,2.14646697044373,"Vinther2008.nex",76
200,7.54889893531799,"Vinther2008.nex",76
11,0.875046968460083,"Vinther2008.nex",76
2,0.0625040531158447,"Vinther2008.nex",76
100,4.82763195037842,"Vinther2008.nex",76
40,1.6193630695343,"Vinther2008.nex",76
4,0.162395000457764,"Vinther2008.nex",76
5,0.203139066696167,"Vinther2008.nex",76
2,0.0156261920928955,"Vinther2008.nex",76
200,7.52501606941223,"Vinther2008.nex",76
16,0.349970817565918,"Vinther2008.nex",76
2,0.0156259536743164,"Vinther2008.nex",76
9,0.968387126922607,"Vinther2008.nex",76
60,2.35976696014404,"Vinther2008.nex",76
14,0.562530040740967,"Vinther2008.nex",76
25,1.23444008827209,"Vinther2008.nex",76
5,0.12500786781311,"Vinther2008.nex",76
200,8.2971658706665,"Vinther2008.nex",76
7,0.35939621925354,"Vinther2008.nex",76
4,0.218763113021851,"Vinther2008.nex",76
12,0.359395027160645,"Vinther2008.nex",76
2,0.015625,"Vinther2008.nex",76
200,7.89388084411621,"Vinther2008.nex",76
16,0.434176921844482,"Vinther2008.nex",76
25,0.671705007553101,"Vinther2008.nex",76
7,0.156256914138794,"Vinther2008.nex",76
11,0.203135967254639,"Vinther2008.nex",76
3,0.0625040531158447,"Vinther2008.nex",76
12,0.531280040740967,"Vinther2008.nex",76
