1024,85.371698141098,"Zhu2013.nex",638
512,441.11282992363,"Zhu2013.nex",638
32,60.3749442100525,"Zhu2013.nex",638
32,39.856626033783,"Zhu2013.nex",638
8,6.23338913917542,"Zhu2013.nex",638
256,65.8632779121399,"Zhu2013.nex",638
256,64.2179160118103,"Zhu2013.nex",638
256,64.2086157798767,"Zhu2013.nex",638
64,89.1949281692505,"Zhu2013.nex",638
8,7.40601515769958,"Zhu2013.nex",638
4,24.1208839416504,"Zhu2013.nex",638
4,3.94219088554382,"Zhu2013.nex",638
256,64.1092309951782,"Zhu2013.nex",638
2,6.28131794929504,"Zhu2013.nex",638
64,161.420610189438,"Zhu2013.nex",638
64,118.295518875122,"Zhu2013.nex",638
512,71.0129659175873,"Zhu2013.nex",638
16,199.483187913895,"Zhu2013.nex",638
32,95.5646891593933,"Zhu2013.nex",638
256,65.6081628799438,"Zhu2013.nex",638
1024,78.625922203064,"Zhu2013.nex",638
16,37.5468080043793,"Zhu2013.nex",638
1024,83.2634539604187,"Zhu2013.nex",638
4,10.9714069366455,"Zhu2013.nex",638
1024,73.7077507972717,"Zhu2013.nex",638
1024,70.3384871482849,"Zhu2013.nex",638
512,271.172012090683,"Zhu2013.nex",638
128,58.2213730812073,"Zhu2013.nex",638
2,1.96632313728333,"Zhu2013.nex",638
1024,70.66787981987,"Zhu2013.nex",638
4,8.82474112510681,"Zhu2013.nex",638
64,59.4528248310089,"Zhu2013.nex",638
256,59.9855198860168,"Zhu2013.nex",638
2,2.82356905937195,"Zhu2013.nex",638
128,58.4089961051941,"Zhu2013.nex",638
512,63.6105890274048,"Zhu2013.nex",638
16,17.2026009559631,"Zhu2013.nex",638
256,59.655483007431,"Zhu2013.nex",638
256,60.0152289867401,"Zhu2013.nex",638
32,43.6571359634399,"Zhu2013.nex",638
64,92.9458491802216,"Zhu2013.nex",638
64,50.043340921402,"Zhu2013.nex",638
256,61.5728709697723,"Zhu2013.nex",638
1024,140.01561999321,"Zhu2013.nex",638
512,70.5696029663086,"Zhu2013.nex",638
4,29.4282610416412,"Zhu2013.nex",638
512,62.6059429645538,"Zhu2013.nex",638
128,58.1290650367737,"Zhu2013.nex",638
128,58.9818859100342,"Zhu2013.nex",638
64,89.2839930057526,"Zhu2013.nex",638
128,59.0883979797363,"Zhu2013.nex",638
64,50.7498800754547,"Zhu2013.nex",638
8,11.6017150878906,"Zhu2013.nex",638
16,64.7764718532562,"Zhu2013.nex",638
256,118.95604801178,"Zhu2013.nex",638
128,174.593991994858,"Zhu2013.nex",638
256,237.648716926575,"Zhu2013.nex",638
32,72.5157299041748,"Zhu2013.nex",638
256,237.882412910461,"Zhu2013.nex",638
64,59.7365961074829,"Zhu2013.nex",638
8,13.0961148738861,"Zhu2013.nex",638
128,172.674138069153,"Zhu2013.nex",638
8,10.6180639266968,"Zhu2013.nex",638
4,21.2503318786621,"Zhu2013.nex",638
2,1.40093588829041,"Zhu2013.nex",638
2,2.47643899917603,"Zhu2013.nex",638
256,62.3811829090118,"Zhu2013.nex",638
1024,141.168728113174,"Zhu2013.nex",638
16,27.707447052002,"Zhu2013.nex",638
128,120.410655975342,"Zhu2013.nex",638
64,47.0964469909668,"Zhu2013.nex",638
512,406.312263965607,"Zhu2013.nex",638
1024,150.499696969986,"Zhu2013.nex",638
1024,162.224387168884,"Zhu2013.nex",638
8,199.441848039627,"Zhu2013.nex",638
256,65.7630758285522,"Zhu2013.nex",638
128,126.6737408638,"Zhu2013.nex",638
256,66.1515688896179,"Zhu2013.nex",638
4,9.48935008049011,"Zhu2013.nex",638
8,53.0620379447937,"Zhu2013.nex",638
8,19.5540161132812,"Zhu2013.nex",638
512,68.9005110263824,"Zhu2013.nex",638
1024,223.513308048248,"Zhu2013.nex",638
128,63.98273396492,"Zhu2013.nex",638
32,57.381824016571,"Zhu2013.nex",638
256,69.7309901714325,"Zhu2013.nex",638
16,39.787172794342,"Zhu2013.nex",638
4,12.651004076004,"Zhu2013.nex",638
1024,169.452934026718,"Zhu2013.nex",638
16,47.1246228218079,"Zhu2013.nex",638
4,4.29680800437927,"Zhu2013.nex",638
128,63.5787858963013,"Zhu2013.nex",638
256,130.673166036606,"Zhu2013.nex",638
32,41.6373720169067,"Zhu2013.nex",638
4,5.39321208000183,"Zhu2013.nex",638
1024,159.79941701889,"Zhu2013.nex",638
32,48.0097098350525,"Zhu2013.nex",638
128,65.1364390850067,"Zhu2013.nex",638
4,10.851105928421,"Zhu2013.nex",638
128,191.424565076828,"Zhu2013.nex",638
32,55.7084910869598,"Zanol2014.nex",1323
512,109.993906021118,"Zanol2014.nex",1314
16,117.363783121109,"Zanol2014.nex",1313
